link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 02,AB 72,AB 38,,101,38,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 81,AB 71,AB 59,,101,2,,"AB 04, AB 59",
vowel-candidate,AB 04,AB 06,,AB 77,101,,38,,"AB 01, AB 02, AB 03, AB 04, AB 05"
consonant-candidate,AB 36,AB 41,AB 38,,100,37,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 36,AB 83,AB 38,,100,5,,"AB 27, AB 36, AB 38, AB 57, AB 61",
consonant-candidate,AB 03,AB 02,AB 38,,100,44,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 02,AB 73,AB 38,,100,22,,"AB 03, AB 04, AB 05, AB 08, AB 17",
consonant-candidate,AB 08,AB 82,AB 70,,100,4,,"AB 45, AB 61, AB 70, AB 80",
consonant-candidate,AB 08,AB 79,AB 70,,100,2,,"AB 04, AB 70",
consonant-candidate,AB 36,AB 64,AB 36,,100,2,,"AB 36, AB 57",
consonant-candidate,AB 10,AB 71,AB 59,,100,2,,"AB 04, AB 59",
vowel-candidate,AB 59,AB 31,,AB 77,100,,34,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 38,AB 17,,AB 02,100,,11,,"AB 02, AB 07, AB 13, AB 27, AB 28"
vowel-candidate,AB 08,AB 29,,AB 36,100,,7,,"AB 05, AB 08, AB 36, AB 44, AB 45"
vowel-candidate,AB 76,AB 61,,AB 59,100,,7,,"AB 03, AB 16, AB 39, AB 44, AB 59"
vowel-candidate,AB 79,AB 70,,AB 08,100,,3,,"AB 08, AB 58, AB 80"
consonant-candidate,AB 36,AB 68,AB 38,,99,8,,"AB 08, AB 24, AB 32, AB 36, AB 38",
consonant-candidate,AB 37,AB 02,AB 38,,99,38,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 02,AB 11,AB 38,,99,40,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 02,AB 09,AB 38,,99,22,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 02,AB 17,AB 38,,99,16,,"AB 02, AB 05, AB 06, AB 08, AB 27",
consonant-candidate,AB 02,AB 13,AB 38,,99,32,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 02,AB 62,AB 38,,99,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 42,AB 56,AB 70,,99,8,,"AB 01, AB 28, AB 37, AB 51, AB 52",
vowel-candidate,AB 59,AB 70,,AB 77,99,,53,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 05,,AB 77,99,,53,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 38,AB 74,,AB 02,99,,7,,"AB 02, AB 03, AB 08, AB 28, AB 36"
consonant-candidate,AB 36,AB 31,AB 38,,98,37,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 36,AB 72,AB 38,,98,37,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 90,AB 02,AB 38,,98,2,,"AB 36, AB 38",
consonant-candidate,AB 02,AB 07,AB 38,,98,26,,"AB 01, AB 02, AB 03, AB 10, AB 14",
consonant-candidate,AB 02,AB 30,AB 38,,98,19,,"AB 03, AB 05, AB 07, AB 08, AB 15",
consonant-candidate,AB 02,AB 81,AB 38,,98,32,,"AB 01, AB 02, AB 03, AB 04, AB 06",
consonant-candidate,AB 02,AB 16,AB 38,,98,28,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 61,AB 26,AB 70,,98,29,,"AB 01, AB 02, AB 04, AB 05, AB 06",
vowel-candidate,AB 61,AB 62,,AB 59,98,,4,,"AB 26, AB 59, AB 60, AB 78"
consonant-candidate,AB 27,AB 60,AB 38,,97,44,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 11,AB 51,AB 02,,97,7,,"AB 02, AB 05, AB 26, AB 30, AB 42",
consonant-candidate,AB 81,AB 87,AB 59,,97,1,,AB 59,
vowel-candidate,AB 53,AB 48,,AB 37,97,,2,,"AB 37, AB 41"
vowel-candidate,AB 36,AB 29,,AB 36,97,,6,,"AB 01, AB 05, AB 36, AB 45, AB 57"
consonant-candidate,AB 30,AB 70,AB 12,,96,19,,"AB 03, AB 05, AB 07, AB 08, AB 12",
consonant-candidate,AB 70,AB 10,AB 12,,96,44,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 36,AB 37,AB 38,,96,35,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 36,AB 13,AB 38,,96,30,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 36,AB 62,AB 38,,96,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 10,AB 87,AB 59,,96,1,,AB 59,
consonant-candidate,AB 36,AB 90,AB 38,,95,2,,"AB 36, AB 38",
consonant-candidate,AB 20,AB 44,AB 38,,95,17,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 81,AB 34,AB 59,,95,3,,"AB 44, AB 59, AB 77",
vowel-candidate,AB 31,AB 44,,AB 77,95,,30,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 59,AB 51,,AB 10,95,,15,,"AB 02, AB 04, AB 07, AB 08, AB 10"
vowel-candidate,AB 01,AB 17,,AB 02,95,,8,,"AB 02, AB 07, AB 28, AB 36, AB 53"
vowel-candidate,AB 38,AB 29,,AB 36,95,,8,,"AB 01, AB 05, AB 08, AB 36, AB 44"
vowel-candidate,AB 39,AB 91,,AB 61,95,,1,,AB 61
consonant-candidate,AB 52,AB 70,AB 12,,94,47,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 50,AB 12,,94,23,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 38,AB 46,AB 10,,94,19,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 69,AB 61,AB 70,,94,24,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 10,AB 34,AB 59,,94,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 81,AB 85,AB 59,,94,4,,"AB 04, AB 44, AB 53, AB 59",
consonant-candidate,AB 81,AB 19,AB 59,,94,1,,AB 59,
vowel-candidate,AB 70,AB 44,,AB 77,94,,45,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 05,AB 44,,AB 77,94,,45,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 01,AB 74,,AB 02,94,,7,,"AB 02, AB 03, AB 08, AB 28, AB 36"
vowel-candidate,AB 30,AB 71,,AB 73,94,,1,,AB 73
consonant-candidate,AB 70,AB 11,AB 12,,93,38,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 11,AB 29,AB 02,,93,10,,"AB 02, AB 04, AB 26, AB 27, AB 37",
consonant-candidate,AB 10,AB 85,AB 59,,93,6,,"AB 04, AB 05, AB 44, AB 45, AB 53",
consonant-candidate,AB 10,AB 19,AB 59,,93,1,,AB 59,
vowel-candidate,AB 59,AB 61,,AB 77,93,,46,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 80,,AB 77,93,,37,,"AB 01, AB 02, AB 04, AB 05, AB 06"
consonant-candidate,AB 14,AB 06,AB 12,,92,26,,"AB 02, AB 05, AB 09, AB 12, AB 13",
consonant-candidate,AB 04,AB 46,AB 10,,92,19,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 50,AB 61,AB 70,,92,22,,"AB 01, AB 02, AB 04, AB 05, AB 06",
vowel-candidate,AB 59,AB 27,,AB 77,92,,47,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 75,,AB 77,92,,44,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 80,AB 06,,AB 77,92,,33,,"AB 01, AB 02, AB 04, AB 05, AB 08"
vowel-candidate,AB 05,AB 62,,AB 59,92,,4,,"AB 26, AB 59, AB 60, AB 78"
consonant-candidate,AB 70,AB 53,AB 12,,91,44,,"AB 01, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 70,AB 54,AB 12,,91,39,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 26,AB 12,,91,28,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 20,AB 57,AB 38,,91,19,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 59,AB 65,AB 05,,91,4,,"AB 05, AB 77, AB 78, AB 80",
vowel-candidate,AB 08,AB 17,,AB 02,91,,11,,"AB 02, AB 13, AB 27, AB 28, AB 36"
consonant-candidate,AB 70,AB 60,AB 12,,90,51,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 05,AB 51,AB 02,,90,14,,"AB 02, AB 05, AB 06, AB 15, AB 26",
vowel-candidate,AB 59,AB 38,,AB 77,90,,48,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 02,,AB 77,90,,49,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 08,AB 74,,AB 02,90,,7,,"AB 02, AB 03, AB 08, AB 28, AB 36"
consonant-candidate,AB 70,AB 45,AB 12,,89,40,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 57,AB 12,,89,51,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 42,AB 60,AB 38,,89,51,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 44,AB 27,AB 38,,89,38,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 56,AB 02,AB 70,,89,9,,"AB 01, AB 26, AB 28, AB 37, AB 51",
consonant-candidate,AB 61,AB 55,AB 70,,89,20,,"AB 03, AB 05, AB 08, AB 09, AB 13",
consonant-candidate,AB 61,AB 58,AB 70,,89,10,,"AB 02, AB 03, AB 05, AB 08, AB 20",
consonant-candidate,AB 59,AB 35,AB 05,,89,2,,"AB 05, AB 67",
vowel-candidate,AB 59,AB 41,,AB 77,89,,44,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 82,AB 04,,AB 27,89,,2,,"AB 27, AB 39"
vowel-candidate,AB 22,AB 24,,AB 01,89,,1,,AB 01
consonant-candidate,AB 76,AB 61,AB 70,,88,9,,"AB 04, AB 05, AB 08, AB 37, AB 42",
vowel-candidate,AB 59,AB 42,,AB 77,88,,51,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 61,AB 44,,AB 77,88,,40,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 90,AB 04,,AB 27,88,,1,,AB 27
consonant-candidate,AB 70,AB 77,AB 12,,87,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 59,AB 38,,87,19,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 61,AB 43,AB 70,,87,14,,"AB 04, AB 13, AB 20, AB 30, AB 31",
vowel-candidate,AB 59,AB 53,,AB 77,87,,45,,"AB 02, AB 03, AB 04, AB 05, AB 07"
vowel-candidate,AB 59,AB 40,,AB 77,87,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 27,AB 44,,AB 77,87,,41,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 44,AB 75,,AB 77,87,,42,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 22,AB 25,,AB 01,87,,1,,AB 01
consonant-candidate,AB 61,AB 23,AB 70,,86,6,,"AB 02, AB 05, AB 37, AB 55, AB 59",
consonant-candidate,AB 61,AB 33,AB 70,,86,3,,"AB 42, AB 54, AB 70",
consonant-candidate,AB 05,AB 29,AB 02,,86,11,,"AB 02, AB 04, AB 26, AB 27, AB 37",
consonant-candidate,AB 59,AB 64,AB 36,,86,2,,"AB 36, AB 57",
vowel-candidate,AB 03,AB 04,,AB 77,86,,40,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 36,AB 62,,AB 59,86,,4,,"AB 07, AB 59, AB 60, AB 78"
vowel-candidate,AB 70,AB 91,,AB 61,86,,1,,AB 61
vowel-candidate,AB 72,AB 91,,AB 61,86,,1,,AB 61
consonant-candidate,AB 70,AB 28,AB 12,,85,40,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 01,AB 12,,85,34,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 70,AB 47,AB 12,,85,3,,"AB 01, AB 12, AB 37",
consonant-candidate,AB 20,AB 52,AB 38,,85,18,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 27,AB 57,AB 38,,85,45,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 60,AB 78,AB 38,,85,35,,"AB 01, AB 02, AB 03, AB 04, AB 05",
vowel-candidate,AB 03,AB 06,,AB 77,85,,31,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 59,AB 26,,AB 77,85,,25,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 38,AB 44,,AB 77,85,,41,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 44,AB 02,,AB 77,85,,42,,"AB 01, AB 02, AB 03, AB 04, AB 05"
consonant-candidate,AB 70,AB 40,AB 12,,84,27,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 04,AB 12,,84,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 32,AB 12,,84,27,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 42,AB 26,AB 70,,84,30,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 61,AB 82,AB 70,,84,4,,"AB 45, AB 61, AB 70, AB 80",
consonant-candidate,AB 61,AB 79,AB 70,,84,2,,"AB 04, AB 70",
consonant-candidate,AB 22,AB 15,AB 05,,84,1,,AB 05,
vowel-candidate,AB 44,AB 41,,AB 77,84,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
consonant-candidate,AB 56,AB 70,AB 12,,83,10,,"AB 01, AB 12, AB 26, AB 28, AB 37",
consonant-candidate,AB 55,AB 70,AB 12,,83,20,,"AB 03, AB 05, AB 08, AB 12, AB 13",
consonant-candidate,AB 70,AB 59,AB 12,,83,51,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 80,AB 12,,83,34,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 77,AB 71,AB 59,,83,2,,"AB 04, AB 59",
vowel-candidate,AB 44,AB 42,,AB 77,83,,44,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 39,AB 64,,AB 08,83,,1,,AB 08
consonant-candidate,AB 30,AB 14,AB 12,,82,12,,"AB 05, AB 12, AB 15, AB 36, AB 37",
consonant-candidate,AB 70,AB 08,AB 12,,82,47,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 43,AB 12,,82,14,,"AB 04, AB 12, AB 13, AB 20, AB 30",
consonant-candidate,AB 70,AB 39,AB 12,,82,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 14,AB 10,AB 12,,82,25,,"AB 02, AB 05, AB 12, AB 13, AB 15",
consonant-candidate,AB 20,AB 10,AB 38,,82,18,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 57,AB 69,AB 70,,82,25,,"AB 02, AB 04, AB 05, AB 06, AB 08",
vowel-candidate,AB 59,AB 12,,AB 77,82,,40,,"AB 01, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 59,AB 24,,AB 77,82,,33,,"AB 01, AB 02, AB 05, AB 06, AB 08"
vowel-candidate,AB 59,AB 37,,AB 77,82,,46,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 59,AB 28,,AB 77,82,,40,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 01,,AB 77,82,,46,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 77,,AB 77,82,,52,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 08,,AB 77,82,,43,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 53,AB 44,,AB 77,82,,39,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 44,AB 40,,AB 77,82,,36,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 12,AB 43,,AB 70,82,,10,,"AB 05, AB 06, AB 15, AB 28, AB 36"
consonant-candidate,AB 03,AB 70,AB 12,,81,42,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 38,AB 70,AB 12,,81,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 73,AB 12,,81,21,,"AB 03, AB 04, AB 05, AB 08, AB 12",
consonant-candidate,AB 70,AB 75,AB 12,,81,42,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 81,AB 12,,81,31,,"AB 01, AB 02, AB 03, AB 04, AB 06",
consonant-candidate,AB 70,AB 74,AB 12,,81,7,,"AB 02, AB 05, AB 10, AB 12, AB 37",
consonant-candidate,AB 59,AB 27,AB 38,,81,45,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 42,AB 44,AB 38,,81,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 44,AB 91,AB 75,,81,1,,AB 75,
consonant-candidate,AB 52,AB 14,AB 12,,80,27,,"AB 02, AB 05, AB 09, AB 12, AB 13",
consonant-candidate,AB 70,AB 12,AB 12,,80,42,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 67,AB 12,,80,29,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 48,AB 12,,80,6,,"AB 12, AB 27, AB 36, AB 37, AB 41",
consonant-candidate,AB 70,AB 44,AB 12,,80,44,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 49,AB 12,,80,1,,AB 12,
consonant-candidate,AB 70,AB 36,AB 12,,80,50,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 17,AB 12,,80,16,,"AB 02, AB 05, AB 06, AB 08, AB 12",
consonant-candidate,AB 70,AB 07,AB 12,,80,23,,"AB 01, AB 02, AB 03, AB 10, AB 12",
consonant-candidate,AB 70,AB 15,AB 12,,80,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 09,AB 12,,80,22,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 70,AB 63,AB 12,,80,3,,"AB 04, AB 10, AB 12",
consonant-candidate,AB 70,AB 16,AB 12,,80,26,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 14,AB 50,AB 12,,80,16,,"AB 02, AB 05, AB 12, AB 27, AB 37",
consonant-candidate,AB 10,AB 69,AB 70,,80,23,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 42,AB 69,AB 70,,80,24,,"AB 02, AB 04, AB 05, AB 06, AB 08",
vowel-candidate,AB 59,AB 45,,AB 77,80,,37,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 59,AB 52,,AB 77,80,,41,,"AB 01, AB 02, AB 03, AB 05, AB 06"
vowel-candidate,AB 59,AB 54,,AB 77,80,,45,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 07,,AB 77,80,,26,,"AB 02, AB 05, AB 08, AB 10, AB 11"
vowel-candidate,AB 44,AB 26,,AB 77,80,,24,,"AB 02, AB 04, AB 05, AB 08, AB 10"
consonant-candidate,AB 14,AB 11,AB 12,,79,23,,"AB 02, AB 05, AB 09, AB 12, AB 13",
consonant-candidate,AB 52,AB 27,AB 38,,79,40,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 77,AB 87,AB 59,,79,1,,AB 59,
vowel-candidate,AB 59,AB 10,,AB 77,79,,34,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 27,AB 43,,AB 70,79,,12,,"AB 02, AB 05, AB 06, AB 15, AB 28"
consonant-candidate,AB 24,AB 60,AB 38,,78,35,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 42,AB 50,AB 70,,78,22,,"AB 01, AB 02, AB 04, AB 05, AB 06",
vowel-candidate,AB 59,AB 36,,AB 77,78,,45,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 14,,AB 77,78,,40,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 31,AB 04,,AB 77,78,,33,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 10,AB 68,,AB 38,78,,4,,"AB 03, AB 08, AB 38, AB 78"
vowel-candidate,AB 10,AB 65,,AB 38,78,,5,,"AB 08, AB 38, AB 42, AB 53, AB 72"
vowel-candidate,AB 22,AB 61,,AB 01,78,,1,,AB 01
consonant-candidate,AB 14,AB 53,AB 12,,77,24,,"AB 05, AB 09, AB 12, AB 13, AB 15",
consonant-candidate,AB 14,AB 54,AB 12,,77,21,,"AB 02, AB 05, AB 12, AB 13, AB 27",
consonant-candidate,AB 14,AB 26,AB 12,,77,18,,"AB 02, AB 05, AB 12, AB 13, AB 32",
consonant-candidate,AB 42,AB 57,AB 38,,77,50,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 44,AB 78,AB 38,,77,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 57,AB 58,AB 70,,77,12,,"AB 02, AB 03, AB 05, AB 08, AB 17",
consonant-candidate,AB 77,AB 34,AB 59,,77,3,,"AB 44, AB 59, AB 77",
vowel-candidate,AB 03,AB 80,,AB 77,77,,31,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 59,AB 15,,AB 77,77,,32,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 30,,AB 77,77,,36,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 59,AB 11,,AB 77,77,,40,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 72,,AB 77,77,,34,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 31,AB 06,,AB 77,77,,28,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 04,AB 70,,AB 77,77,,50,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 05,,AB 77,77,,51,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 44,AB 12,,AB 77,77,,34,,"AB 01, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 44,AB 24,,AB 77,77,,31,,"AB 01, AB 02, AB 05, AB 06, AB 08"
vowel-candidate,AB 44,AB 37,,AB 77,77,,37,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 44,AB 28,,AB 77,77,,38,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 44,AB 01,,AB 77,77,,41,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 44,AB 77,,AB 77,77,,48,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 44,AB 08,,AB 77,77,,38,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 81,AB 15,,AB 12,77,,26,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 10,AB 32,,AB 38,77,,19,,"AB 02, AB 03, AB 05, AB 06, AB 07"
consonant-candidate,AB 14,AB 60,AB 12,,76,27,,"AB 02, AB 05, AB 09, AB 12, AB 13",
consonant-candidate,AB 10,AB 27,AB 38,,76,40,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 60,AB 61,AB 38,,76,51,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 57,AB 76,AB 70,,76,9,,"AB 04, AB 05, AB 08, AB 37, AB 42",
consonant-candidate,AB 77,AB 85,AB 59,,76,6,,"AB 04, AB 05, AB 44, AB 45, AB 53",
consonant-candidate,AB 77,AB 19,AB 59,,76,1,,AB 59,
vowel-candidate,AB 56,AB 59,,AB 77,76,,14,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 59,AB 09,,AB 77,76,,26,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 59,AB 57,,AB 77,76,,45,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 59,AB 33,,AB 77,76,,6,,"AB 04, AB 38, AB 39, AB 72, AB 77"
vowel-candidate,AB 59,AB 39,,AB 77,76,,39,,"AB 02, AB 04, AB 05, AB 06, AB 07"
vowel-candidate,AB 70,AB 06,,AB 77,76,,38,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 05,AB 06,,AB 77,76,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 78,AB 15,,AB 12,76,,26,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 39,AB 79,,AB 08,76,,2,,"AB 08, AB 80"
vowel-candidate,AB 39,AB 34,,AB 08,76,,3,,"AB 08, AB 15, AB 61"
consonant-candidate,AB 14,AB 45,AB 12,,75,21,,"AB 02, AB 05, AB 12, AB 13, AB 27",
consonant-candidate,AB 14,AB 57,AB 12,,75,27,,"AB 02, AB 05, AB 09, AB 12, AB 13",
consonant-candidate,AB 42,AB 55,AB 70,,75,19,,"AB 03, AB 05, AB 08, AB 13, AB 15",
consonant-candidate,AB 42,AB 58,AB 70,,75,11,,"AB 02, AB 03, AB 05, AB 08, AB 20",
consonant-candidate,AB 32,AB 71,AB 59,,75,2,,"AB 04, AB 59",
vowel-candidate,AB 59,AB 55,,AB 77,75,,19,,"AB 01, AB 02, AB 03, AB 08, AB 13"
vowel-candidate,AB 59,AB 73,,AB 77,75,,32,,"AB 01, AB 02, AB 04, AB 05, AB 07"
vowel-candidate,AB 59,AB 50,,AB 77,75,,24,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 59,AB 67,,AB 77,75,,36,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 59,AB 23,,AB 77,75,,9,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 59,AB 69,,AB 77,75,,27,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 59,AB 25,,AB 77,75,,23,,"AB 01, AB 04, AB 05, AB 20, AB 24"
vowel-candidate,AB 59,AB 20,,AB 77,75,,26,,"AB 01, AB 02, AB 03, AB 06, AB 07"
