link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 59,AB 41,AB 38,,56,38,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 59,AB 83,AB 38,,56,5,,"AB 27, AB 36, AB 38, AB 57, AB 61",
consonant-candidate,AB 15,AB 27,AB 38,,56,37,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 80,AB 27,AB 38,,56,32,,"AB 02, AB 04, AB 05, AB 06, AB 09",
consonant-candidate,AB 42,AB 27,AB 38,,56,42,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 37,AB 57,AB 38,,56,38,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 52,AB 25,AB 38,,56,24,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 57,AB 13,AB 38,,56,31,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 57,AB 62,AB 38,,56,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 61,AB 63,AB 10,,56,2,,"AB 04, AB 10",
consonant-candidate,AB 60,AB 82,AB 70,,56,4,,"AB 45, AB 61, AB 70, AB 80",
consonant-candidate,AB 60,AB 79,AB 70,,56,2,,"AB 04, AB 70",
consonant-candidate,AB 60,AB 65,AB 05,,56,4,,"AB 05, AB 77, AB 78, AB 80",
vowel-candidate,AB 04,AB 36,,AB 77,56,,41,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 14,,AB 77,56,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 80,AB 53,,AB 77,56,,34,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 80,AB 40,,AB 77,56,,30,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 06,AB 10,,AB 77,56,,26,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 30,AB 76,,AB 37,56,,6,,"AB 03, AB 16, AB 37, AB 39, AB 44"
vowel-candidate,AB 31,AB 29,,AB 05,56,,6,,"AB 05, AB 08, AB 44, AB 45, AB 57"
vowel-candidate,AB 04,AB 22,,AB 01,56,,1,,AB 01
consonant-candidate,AB 20,AB 77,AB 38,,55,18,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 28,AB 38,,55,16,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 59,AB 68,AB 38,,55,8,,"AB 08, AB 24, AB 32, AB 36, AB 38",
consonant-candidate,AB 90,AB 57,AB 38,,55,2,,"AB 36, AB 38",
consonant-candidate,AB 10,AB 61,AB 38,,55,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 46,AB 62,AB 27,,55,1,,AB 27,
vowel-candidate,AB 03,AB 61,,AB 77,55,,38,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 04,AB 15,,AB 77,55,,29,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 30,,AB 77,55,,35,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 04,AB 11,,AB 77,55,,40,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 72,,AB 77,55,,35,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 06,AB 36,,AB 77,55,,32,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 06,AB 14,,AB 77,55,,33,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 52,AB 43,,AB 70,55,,10,,"AB 02, AB 05, AB 06, AB 15, AB 28"
vowel-candidate,AB 79,AB 50,,AB 08,55,,1,,AB 08
vowel-candidate,AB 50,AB 34,,AB 08,55,,3,,"AB 08, AB 15, AB 61"
vowel-candidate,AB 22,AB 83,,AB 01,55,,1,,AB 01
consonant-candidate,AB 38,AB 20,AB 38,,54,17,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 59,AB 31,AB 38,,54,39,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 59,AB 72,AB 38,,54,39,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 41,AB 52,AB 38,,54,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 52,AB 83,AB 38,,54,5,,"AB 27, AB 36, AB 38, AB 57, AB 61",
consonant-candidate,AB 27,AB 70,AB 38,,54,40,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 60,AB 35,AB 05,,54,2,,"AB 05, AB 67",
vowel-candidate,AB 56,AB 04,,AB 77,54,,14,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 03,AB 27,,AB 77,54,,37,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 75,,AB 77,54,,35,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 04,AB 09,,AB 77,54,,24,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 04,AB 57,,AB 77,54,,43,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 04,AB 33,,AB 77,54,,6,,"AB 04, AB 38, AB 39, AB 72, AB 77"
vowel-candidate,AB 04,AB 39,,AB 77,54,,37,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 26,,AB 77,54,,22,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 06,AB 15,,AB 77,54,,26,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 06,AB 30,,AB 77,54,,29,,"AB 02, AB 03, AB 05, AB 08, AB 12"
vowel-candidate,AB 06,AB 11,,AB 77,54,,32,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 06,AB 72,,AB 77,54,,29,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 38,AB 62,,AB 59,54,,4,,"AB 07, AB 59, AB 60, AB 78"
vowel-candidate,AB 22,AB 87,,AB 01,54,,1,,AB 01
consonant-candidate,AB 75,AB 78,AB 38,,53,31,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 10,AB 25,AB 38,,53,25,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 52,AB 68,AB 38,,53,8,,"AB 08, AB 24, AB 32, AB 36, AB 38",
consonant-candidate,AB 27,AB 08,AB 38,,53,41,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 13,AB 46,AB 10,,53,15,,"AB 02, AB 04, AB 05, AB 10, AB 20",
consonant-candidate,AB 09,AB 46,AB 10,,53,11,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 36,AB 76,AB 70,,53,9,,"AB 04, AB 05, AB 08, AB 37, AB 42",
consonant-candidate,AB 60,AB 64,AB 36,,53,2,,"AB 36, AB 57",
consonant-candidate,AB 13,AB 71,AB 59,,53,2,,"AB 04, AB 59",
consonant-candidate,AB 53,AB 65,AB 05,,53,3,,"AB 05, AB 77, AB 80",
vowel-candidate,AB 56,AB 06,,AB 77,53,,14,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 31,AB 70,,AB 77,53,,33,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 31,AB 05,,AB 77,53,,33,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 04,AB 55,,AB 77,53,,19,,"AB 01, AB 02, AB 03, AB 08, AB 09"
vowel-candidate,AB 04,AB 73,,AB 77,53,,31,,"AB 01, AB 02, AB 04, AB 05, AB 08"
vowel-candidate,AB 04,AB 50,,AB 77,53,,25,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 67,,AB 77,53,,34,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 04,AB 23,,AB 77,53,,9,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 04,AB 69,,AB 77,53,,27,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 04,AB 25,,AB 77,53,,22,,"AB 01, AB 04, AB 05, AB 20, AB 24"
vowel-candidate,AB 04,AB 20,,AB 77,53,,24,,"AB 01, AB 02, AB 03, AB 06, AB 11"
vowel-candidate,AB 06,AB 09,,AB 77,53,,21,,"AB 02, AB 04, AB 05, AB 08, AB 16"
vowel-candidate,AB 06,AB 57,,AB 77,53,,33,,"AB 01, AB 02, AB 03, AB 04, AB 08"
vowel-candidate,AB 06,AB 33,,AB 77,53,,5,,"AB 04, AB 38, AB 39, AB 77, AB 80"
vowel-candidate,AB 06,AB 39,,AB 77,53,,30,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 78,AB 31,,AB 38,53,,24,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 08,AB 62,,AB 59,53,,3,,"AB 59, AB 60, AB 78"
vowel-candidate,AB 53,AB 19,,AB 39,53,,1,,AB 39
vowel-candidate,AB 22,AB 41,,AB 01,53,,1,,AB 01
consonant-candidate,AB 59,AB 37,AB 38,,52,39,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 59,AB 13,AB 38,,52,32,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 59,AB 62,AB 38,,52,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 52,AB 31,AB 38,,52,36,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 52,AB 72,AB 38,,52,35,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 27,AB 78,AB 38,,52,30,,"AB 02, AB 03, AB 04, AB 05, AB 06",
vowel-candidate,AB 03,AB 38,,AB 77,52,,42,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 02,,AB 77,52,,39,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 70,AB 05,,AB 77,52,,54,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 06,AB 55,,AB 77,52,,17,,"AB 01, AB 02, AB 03, AB 08, AB 13"
vowel-candidate,AB 06,AB 73,,AB 77,52,,29,,"AB 01, AB 02, AB 04, AB 05, AB 08"
vowel-candidate,AB 06,AB 50,,AB 77,52,,22,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 06,AB 67,,AB 77,52,,27,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 06,AB 23,,AB 77,52,,8,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 06,AB 69,,AB 77,52,,26,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 06,AB 25,,AB 77,52,,19,,"AB 01, AB 04, AB 05, AB 27, AB 36"
vowel-candidate,AB 06,AB 20,,AB 77,52,,17,,"AB 01, AB 02, AB 03, AB 13, AB 31"
vowel-candidate,AB 22,AB 52,,AB 01,52,,1,,AB 01
vowel-candidate,AB 22,AB 48,,AB 01,52,,1,,AB 01
consonant-candidate,AB 20,AB 24,AB 38,,51,15,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 59,AB 90,AB 38,,51,2,,"AB 36, AB 38",
consonant-candidate,AB 39,AB 27,AB 38,,51,40,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 45,AB 27,AB 38,,51,34,,"AB 02, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 41,AB 10,AB 38,,51,35,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 10,AB 83,AB 38,,51,5,,"AB 27, AB 36, AB 38, AB 57, AB 61",
consonant-candidate,AB 36,AB 23,AB 70,,51,5,,"AB 02, AB 05, AB 37, AB 59, AB 70",
consonant-candidate,AB 36,AB 33,AB 70,,51,3,,"AB 42, AB 54, AB 70",
consonant-candidate,AB 27,AB 71,AB 59,,51,2,,"AB 04, AB 59",
consonant-candidate,AB 22,AB 32,AB 05,,51,1,,AB 05,
consonant-candidate,AB 22,AB 55,AB 05,,51,1,,AB 05,
consonant-candidate,AB 53,AB 35,AB 05,,51,1,,AB 05,
consonant-candidate,AB 27,AB 91,AB 75,,51,1,,AB 75,
vowel-candidate,AB 03,AB 41,,AB 77,51,,34,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 12,,AB 77,51,,28,,"AB 01, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 24,,AB 77,51,,28,,"AB 01, AB 02, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 37,,AB 77,51,,33,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 28,,AB 77,51,,32,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 01,,AB 77,51,,35,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 77,,AB 77,51,,39,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 08,,AB 77,51,,33,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 78,AB 37,,AB 38,51,,30,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 04,AB 85,,AB 36,51,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 82,AB 03,,AB 27,51,,2,,"AB 27, AB 39"
vowel-candidate,AB 22,AB 11,,AB 01,51,,1,,AB 01
vowel-candidate,AB 22,AB 44,,AB 01,51,,1,,AB 01
consonant-candidate,AB 12,AB 42,AB 38,,50,41,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 06,AB 42,AB 38,,50,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 04,AB 27,AB 38,,50,41,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 37,AB 52,AB 38,,50,34,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 10,AB 68,AB 38,,50,8,,"AB 08, AB 24, AB 32, AB 36, AB 38",
consonant-candidate,AB 52,AB 13,AB 38,,50,29,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 52,AB 62,AB 38,,50,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
vowel-candidate,AB 03,AB 42,,AB 77,50,,39,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 17,,AB 02,50,,10,,"AB 02, AB 07, AB 27, AB 28, AB 36"
vowel-candidate,AB 79,AB 27,,AB 08,50,,2,,"AB 08, AB 80"
vowel-candidate,AB 82,AB 75,,AB 27,50,,2,,"AB 27, AB 39"
vowel-candidate,AB 90,AB 03,,AB 27,50,,1,,AB 27
vowel-candidate,AB 74,AB 46,,AB 28,50,,1,,AB 28
vowel-candidate,AB 22,AB 27,,AB 01,50,,1,,AB 01
vowel-candidate,AB 22,AB 50,,AB 01,50,,1,,AB 01
vowel-candidate,AB 22,AB 72,,AB 01,50,,1,,AB 01
consonant-candidate,AB 20,AB 61,AB 38,,49,19,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 77,AB 27,AB 38,,49,39,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 90,AB 52,AB 38,,49,2,,"AB 36, AB 38",
consonant-candidate,AB 10,AB 31,AB 38,,49,35,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 10,AB 72,AB 38,,49,34,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 27,AB 28,AB 38,,49,38,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 36,AB 82,AB 70,,49,4,,"AB 45, AB 61, AB 70, AB 80",
consonant-candidate,AB 36,AB 79,AB 70,,49,2,,"AB 04, AB 70",
consonant-candidate,AB 13,AB 87,AB 59,,49,1,,AB 59,
consonant-candidate,AB 22,AB 01,AB 05,,49,2,,"AB 05, AB 46",
vowel-candidate,AB 03,AB 53,,AB 77,49,,38,,"AB 02, AB 03, AB 04, AB 05, AB 07"
vowel-candidate,AB 03,AB 40,,AB 77,49,,33,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 45,,AB 77,49,,27,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 52,,AB 77,49,,31,,"AB 01, AB 02, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 54,,AB 77,49,,37,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 07,,AB 77,49,,23,,"AB 02, AB 05, AB 08, AB 10, AB 15"
vowel-candidate,AB 39,AB 68,,AB 38,49,,4,,"AB 08, AB 38, AB 78, AB 81"
vowel-candidate,AB 39,AB 65,,AB 38,49,,6,,"AB 08, AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 38,AB 51,,AB 10,49,,15,,"AB 02, AB 04, AB 07, AB 08, AB 10"
vowel-candidate,AB 03,AB 74,,AB 02,49,,7,,"AB 02, AB 03, AB 08, AB 28, AB 36"
vowel-candidate,AB 70,AB 29,,AB 36,49,,8,,"AB 01, AB 05, AB 08, AB 36, AB 44"
vowel-candidate,AB 90,AB 75,,AB 27,49,,1,,AB 27
consonant-candidate,AB 38,AB 27,AB 38,,48,40,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 15,AB 42,AB 38,,48,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 80,AB 42,AB 38,,48,34,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 44,AB 51,AB 02,,48,13,,"AB 02, AB 05, AB 06, AB 15, AB 29",
consonant-candidate,AB 67,AB 64,AB 36,,48,2,,"AB 36, AB 57",
consonant-candidate,AB 12,AB 22,AB 05,,48,1,,AB 05,
consonant-candidate,AB 15,AB 65,AB 05,,48,4,,"AB 05, AB 77, AB 78, AB 80",
vowel-candidate,AB 80,AB 10,,AB 77,48,,26,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 39,AB 32,,AB 38,48,,23,,"AB 02, AB 05, AB 06, AB 07, AB 08"
vowel-candidate,AB 30,AB 48,,AB 37,48,,2,,"AB 37, AB 41"
vowel-candidate,AB 03,AB 85,,AB 36,48,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 75,AB 34,,AB 24,48,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 57,AB 82,,AB 27,48,,2,,"AB 27, AB 39"
vowel-candidate,AB 42,AB 87,,AB 01,48,,1,,AB 01
vowel-candidate,AB 83,AB 24,,AB 01,48,,1,,AB 01
consonant-candidate,AB 20,AB 54,AB 38,,47,18,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 25,AB 38,,47,12,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 37,AB 10,AB 38,,47,34,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 10,AB 13,AB 38,,47,27,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 10,AB 62,AB 38,,47,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 02,AB 74,AB 10,,47,6,,"AB 02, AB 05, AB 10, AB 37, AB 75",
consonant-candidate,AB 78,AB 71,AB 59,,47,2,,"AB 04, AB 59",
consonant-candidate,AB 27,AB 87,AB 59,,47,1,,AB 59,
consonant-candidate,AB 13,AB 34,AB 59,,47,1,,AB 59,
consonant-candidate,AB 22,AB 85,AB 05,,47,1,,AB 05,
vowel-candidate,AB 03,AB 26,,AB 77,47,,22,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 31,AB 61,,AB 77,47,,29,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 36,,AB 77,47,,31,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 14,,AB 77,47,,33,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 78,AB 09,,AB 38,47,,21,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 10,AB 17,,AB 02,47,,9,,"AB 02, AB 07, AB 13, AB 27, AB 36"
vowel-candidate,AB 52,AB 85,,AB 36,47,,6,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 77,AB 29,,AB 36,47,,9,,"AB 01, AB 05, AB 08, AB 36, AB 44"
vowel-candidate,AB 10,AB 34,,AB 24,47,,4,,"AB 08, AB 15, AB 24, AB 61"
vowel-candidate,AB 57,AB 90,,AB 27,47,,1,,AB 27
vowel-candidate,AB 87,AB 24,,AB 01,47,,1,,AB 01
consonant-candidate,AB 30,AB 06,AB 12,,46,19,,"AB 03, AB 05, AB 08, AB 12, AB 15",
consonant-candidate,AB 06,AB 10,AB 12,,46,39,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 12,AB 78,AB 38,,46,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 06,AB 78,AB 38,,46,32,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 32,AB 38,,46,14,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 24,AB 75,AB 38,,46,34,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 90,AB 10,AB 38,,46,2,,"AB 36, AB 38",
consonant-candidate,AB 42,AB 70,AB 38,,46,49,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 02,AB 63,AB 10,,46,2,,"AB 04, AB 10",
consonant-candidate,AB 14,AB 22,AB 37,,46,2,,"AB 05, AB 37",
consonant-candidate,AB 10,AB 64,AB 36,,46,2,,"AB 36, AB 57",
consonant-candidate,AB 75,AB 71,AB 59,,46,2,,"AB 04, AB 59",
consonant-candidate,AB 85,AB 13,AB 59,,46,5,,"AB 04, AB 05, AB 45, AB 53, AB 59",
consonant-candidate,AB 13,AB 19,AB 59,,46,1,,AB 59,
consonant-candidate,AB 15,AB 35,AB 05,,46,2,,"AB 05, AB 67",
consonant-candidate,AB 24,AB 91,AB 75,,46,1,,AB 75,
vowel-candidate,AB 31,AB 27,,AB 77,46,,29,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 31,AB 75,,AB 77,46,,29,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 70,AB 61,,AB 77,46,,49,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 61,AB 05,,AB 77,46,,48,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 80,AB 15,,AB 77,46,,26,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 30,,AB 77,46,,28,,"AB 02, AB 05, AB 06, AB 08, AB 14"
vowel-candidate,AB 80,AB 11,,AB 77,46,,32,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 72,,AB 77,46,,29,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 78,AB 67,,AB 38,46,,28,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 78,AB 80,,AB 38,46,,30,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 36,AB 51,,AB 10,46,,13,,"AB 02, AB 04, AB 07, AB 10, AB 36"
vowel-candidate,AB 10,AB 74,,AB 02,46,,6,,"AB 02, AB 03, AB 08, AB 36, AB 42"
vowel-candidate,AB 46,AB 06,,AB 54,46,,11,,"AB 01, AB 28, AB 37, AB 39, AB 40"
vowel-candidate,AB 06,AB 63,,AB 54,46,,3,,"AB 28, AB 54, AB 81"
vowel-candidate,AB 05,AB 85,,AB 36,46,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 03,AB 62,,AB 59,46,,4,,"AB 07, AB 59, AB 60, AB 78"
vowel-candidate,AB 83,AB 25,,AB 01,46,,1,,AB 01
consonant-candidate,AB 20,AB 41,AB 38,,45,17,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 83,AB 38,,45,3,,"AB 36, AB 38, AB 61",
consonant-candidate,AB 24,AB 27,AB 38,,45,32,,"AB 03, AB 04, AB 05, AB 08, AB 10",
consonant-candidate,AB 42,AB 08,AB 38,,45,49,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 24,AB 74,AB 10,,45,5,,"AB 05, AB 10, AB 37, AB 75, AB 78",
consonant-candidate,AB 41,AB 56,AB 70,,45,6,,"AB 01, AB 28, AB 51, AB 53, AB 60",
consonant-candidate,AB 27,AB 34,AB 59,,45,3,,"AB 44, AB 59, AB 77",
vowel-candidate,AB 56,AB 80,,AB 77,45,,13,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 27,AB 70,,AB 77,45,,45,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 27,AB 05,,AB 77,45,,47,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 70,AB 75,,AB 77,45,,44,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 80,AB 09,,AB 77,45,,23,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 57,,AB 77,45,,32,,"AB 01, AB 02, AB 04, AB 06, AB 08"
vowel-candidate,AB 80,AB 33,,AB 77,45,,6,,"AB 04, AB 38, AB 39, AB 72, AB 77"
vowel-candidate,AB 80,AB 39,,AB 77,45,,30,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 05,AB 75,,AB 77,45,,46,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 13,AB 40,,AB 38,45,,33,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 76,AB 13,,AB 37,45,,8,,"AB 03, AB 16, AB 37, AB 39, AB 44"
vowel-candidate,AB 03,AB 91,,AB 61,45,,1,,AB 61
vowel-candidate,AB 87,AB 25,,AB 01,45,,1,,AB 01
consonant-candidate,AB 52,AB 06,AB 12,,44,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 50,AB 06,AB 12,,44,21,,"AB 01, AB 02, AB 04, AB 05, AB 12",
consonant-candidate,AB 20,AB 53,AB 38,,44,17,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 20,AB 67,AB 38,,44,13,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 68,AB 38,,44,4,,"AB 08, AB 36, AB 38, AB 61",
consonant-candidate,AB 20,AB 01,AB 38,,44,14,,"AB 01, AB 02, AB 04, AB 05, AB 25",
consonant-candidate,AB 15,AB 78,AB 38,,44,32,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 61,AB 38,,44,43,,"AB 01, AB 02, AB 03, AB 04, AB 05",
