link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 63,AB 50,AB 56,,9,4,,"AB 36, AB 43, AB 56, AB 62",
consonant-candidate,AB 50,AB 24,AB 56,,9,5,,"AB 07, AB 30, AB 36, AB 56, AB 59",
consonant-candidate,AB 50,AB 57,AB 56,,9,4,,"AB 36, AB 56, AB 59, AB 65",
consonant-candidate,AB 50,AB 29,AB 56,,9,6,,"AB 29, AB 36, AB 56, AB 59, AB 62",
consonant-candidate,AB 50,AB 54,AB 56,,9,1,,AB 56,
consonant-candidate,AB 50,AB 08,AB 56,,9,9,,"AB 07, AB 24, AB 29, AB 30, AB 36",
consonant-candidate,AB 30,AB 69,AB 02,,9,1,,AB 02,
consonant-candidate,AB 01,AB 69,AB 02,,9,2,,"AB 02, AB 36",
consonant-candidate,AB 07,AB 39,AB 07,,9,1,,AB 07,
consonant-candidate,AB 65,AB 35,AB 07,,9,3,,"AB 04, AB 07, AB 26",
consonant-candidate,AB 65,AB 51,AB 07,,9,12,,"AB 03, AB 04, AB 06, AB 07, AB 22f",
consonant-candidate,AB 65,AB 46,AB 07,,9,1,,AB 07,
consonant-candidate,AB 65,AB 121,AB 07,,9,1,,AB 07,
consonant-candidate,AB 49,AB 112,AB 07,,9,1,,AB 07,
consonant-candidate,AB 49,AB 03,AB 07,,9,16,,"AB 01, AB 04, AB 07, AB 08, AB 09",
consonant-candidate,AB 49,AB 71,AB 07,,9,4,,"AB 07, AB 26, AB 66, AB 71",
consonant-candidate,AB 49,AB 48,AB 07,,9,3,,"AB 07, AB 47, AB 62",
consonant-candidate,AB 49,AB 64,AB 07,,9,3,,"AB 07, AB 44, AB 46",
consonant-candidate,AB 112,AB 23,AB 07,,9,1,,AB 07,
consonant-candidate,AB 03,AB 23,AB 07,,9,9,,"AB 01, AB 04, AB 07, AB 26, AB 30",
consonant-candidate,AB 71,AB 23,AB 07,,9,3,,"AB 07, AB 26, AB 66",
consonant-candidate,AB 23,AB 48,AB 07,,9,2,,"AB 07, AB 62",
consonant-candidate,AB 23,AB 64,AB 07,,9,1,,AB 07,
consonant-candidate,AB 59,AB 03,AB 52,,9,8,,"AB 01, AB 08, AB 24, AB 26, AB 32",
consonant-candidate,AB 56,AB 44,AB 52,,9,8,,"AB 01, AB 23, AB 24, AB 29, AB 30",
consonant-candidate,AB 07,AB 44,AB 52,,9,7,,"AB 01, AB 22f, AB 24, AB 29, AB 45",
consonant-candidate,AB 01,AB 44,AB 52,,9,9,,"AB 01, AB 23, AB 24, AB 29, AB 45",
consonant-candidate,AB 03,AB 06,AB 52,,9,11,,"AB 01, AB 04, AB 08, AB 24, AB 26",
consonant-candidate,AB 52,AB 45,AB 06,,9,8,,"AB 04, AB 06, AB 08, AB 49, AB 54",
consonant-candidate,AB 45,AB 08,AB 06,,9,14,,"AB 01, AB 06, AB 23, AB 26, AB 29",
consonant-candidate,AB 56,AB 14,AB 24,,9,5,,"AB 01, AB 09, AB 24, AB 29, AB 36",
consonant-candidate,AB 08,AB 14,AB 24,,9,6,,"AB 01, AB 09, AB 24, AB 26, AB 29",
consonant-candidate,AB 04,AB 66,AB 24,,9,10,,"AB 03, AB 24, AB 26, AB 29, AB 34",
consonant-candidate,AB 04,AB 28,AB 24,,9,1,,AB 24,
consonant-candidate,AB 30,AB 52,AB 24,,9,6,,"AB 12, AB 22f, AB 24, AB 45, AB 49",
consonant-candidate,AB 50,AB 44,AB 24,,9,6,,"AB 24, AB 28, AB 29, AB 30, AB 59",
consonant-candidate,AB 07,AB 28,AB 24,,9,1,,AB 24,
consonant-candidate,AB 44,AB 14,AB 24,,9,3,,"AB 01, AB 24, AB 29",
consonant-candidate,AB 44,AB 13,AB 24,,9,3,,"AB 23, AB 24, AB 30",
consonant-candidate,AB 62,AB 21f,AB 23,,9,1,,AB 23,
consonant-candidate,AB 62,AB 38,AB 23,,9,2,,"AB 08, AB 23",
consonant-candidate,AB 30,AB 57,AB 23,,9,6,,"AB 12, AB 22f, AB 23, AB 49, AB 59",
consonant-candidate,AB 04,AB 45,AB 51,,9,10,,"AB 04, AB 08, AB 26, AB 29, AB 36",
consonant-candidate,AB 56,AB 90,AB 51,,9,2,,"AB 51, AB 57",
consonant-candidate,AB 12,AB 59,AB 51,,9,5,,"AB 01, AB 14, AB 26, AB 51, AB 59",
consonant-candidate,AB 36,AB 17,AB 57,,9,2,,"AB 57, AB 72",
consonant-candidate,AB 04,AB 17,AB 57,,9,2,,"AB 45, AB 57",
consonant-candidate,AB 06,AB 47,AB 57,,9,9,,"AB 01, AB 03, AB 04, AB 26, AB 29",
consonant-candidate,AB 47,AB 02,AB 65,,9,4,,"AB 01, AB 04, AB 29, AB 65",
consonant-candidate,AB 47,AB 07,AB 65,,9,4,,"AB 01, AB 04, AB 29, AB 65",
consonant-candidate,AB 47,AB 89,AB 65,,9,2,,"AB 03, AB 65",
consonant-candidate,AB 47,AB 57,AB 65,,9,4,,"AB 03, AB 04, AB 59, AB 65",
consonant-candidate,AB 47,AB 21f,AB 65,,9,1,,AB 65,
consonant-candidate,AB 47,AB 03,AB 65,,9,6,,"AB 01, AB 04, AB 09, AB 26, AB 32",
consonant-candidate,AB 03,AB 22f,AB 01,,9,6,,"AB 01, AB 04, AB 08, AB 13, AB 32",
consonant-candidate,AB 03,AB 73,AB 01,,9,3,,"AB 01, AB 30, AB 66",
consonant-candidate,AB 38,AB 29,AB 08,,9,3,,"AB 08, AB 14, AB 59",
consonant-candidate,AB 77,AB 23,AB 04,,9,3,,"AB 04, AB 30, AB 66",
consonant-candidate,AB 35,AB 29,AB 04,,9,3,,"AB 04, AB 26, AB 49",
consonant-candidate,AB 33,AB 23,AB 04,,9,1,,AB 04,
consonant-candidate,AB 33,AB 36,AB 04,,9,1,,AB 04,
consonant-candidate,AB 01,AB 31,AB 36,,9,1,,AB 36,
consonant-candidate,AB 31,AB 36,AB 36,,9,1,,AB 36,
consonant-candidate,AB 04,AB 73,AB 29,,9,4,,"AB 29, AB 30, AB 66, AB 73",
consonant-candidate,AB 51,AB 61,AB 29,,9,2,,"AB 29, AB 73",
consonant-candidate,AB 48,AB 02,AB 29,,9,1,,AB 29,
consonant-candidate,AB 48,AB 14,AB 29,,9,1,,AB 29,
consonant-candidate,AB 48,AB 86,AB 29,,9,1,,AB 29,
consonant-candidate,AB 48,AB 88,AB 29,,9,1,,AB 29,
consonant-candidate,AB 24,AB 96,AB 26,,9,1,,AB 26,
consonant-candidate,AB 96,AB 06,AB 26,,9,1,,AB 26,
consonant-candidate,AB 96,AB 59,AB 26,,9,1,,AB 26,
consonant-candidate,AB 96,AB 05,AB 26,,9,1,,AB 26,
consonant-candidate,AB 04,AB 05,AB 26,,9,2,,"AB 26, AB 66",
consonant-candidate,AB 05,AB 62,AB 26,,9,2,,"AB 26, AB 66",
consonant-candidate,AB 26,AB 98,AB 66,,9,1,,AB 66,
consonant-candidate,AB 26,AB 89,AB 66,,9,1,,AB 66,
consonant-candidate,AB 26,AB 05,AB 66,,9,1,,AB 66,
consonant-candidate,AB 26,AB 40,AB 66,,9,1,,AB 66,
consonant-candidate,AB 54,AB 66,AB 66,,9,1,,AB 66,
consonant-candidate,AB 98,AB 01,AB 66,,9,1,,AB 66,
consonant-candidate,AB 13,AB 17,AB 72,,9,1,,AB 72,
consonant-candidate,AB 61,AB 90,AB 87,,9,1,,AB 87,
vowel-candidate,AB 24,AB 65,,AB 56,9,,14,,"AB 01, AB 03, AB 04, AB 06, AB 07"
vowel-candidate,AB 24,AB 96,,AB 56,9,,2,,"AB 13, AB 56"
vowel-candidate,AB 24,AB 38,,AB 56,9,,4,,"AB 03, AB 07, AB 51, AB 56"
vowel-candidate,AB 24,AB 57,,AB 56,9,,8,,"AB 04, AB 06, AB 08, AB 36, AB 52"
vowel-candidate,AB 24,AB 06,,AB 56,9,,12,,"AB 01, AB 06, AB 07, AB 08, AB 36"
vowel-candidate,AB 24,AB 07,,AB 56,9,,12,,"AB 03, AB 04, AB 07, AB 08, AB 36"
vowel-candidate,AB 24,AB 13,,AB 56,9,,7,,"AB 03, AB 04, AB 13, AB 49, AB 51"
vowel-candidate,AB 24,AB 36,,AB 56,9,,13,,"AB 01, AB 04, AB 06, AB 07, AB 08"
vowel-candidate,AB 24,AB 34,,AB 56,9,,6,,"AB 04, AB 36, AB 49, AB 51, AB 56"
vowel-candidate,AB 24,AB 49,,AB 56,9,,13,,"AB 03, AB 04, AB 06, AB 07, AB 08"
vowel-candidate,AB 24,AB 29,,AB 56,9,,12,,"AB 01, AB 04, AB 06, AB 07, AB 08"
vowel-candidate,AB 30,AB 01,,AB 56,9,,11,,"AB 02, AB 03, AB 06, AB 08, AB 23"
vowel-candidate,AB 30,AB 08,,AB 56,9,,12,,"AB 02, AB 03, AB 04, AB 06, AB 09"
vowel-candidate,AB 30,AB 32,,AB 56,9,,9,,"AB 03, AB 06, AB 08, AB 13, AB 24"
vowel-candidate,AB 30,AB 04,,AB 56,9,,13,,"AB 02, AB 03, AB 04, AB 06, AB 09"
vowel-candidate,AB 52,AB 23,,AB 56,9,,10,,"AB 01, AB 06, AB 08, AB 30, AB 36"
vowel-candidate,AB 52,AB 47,,AB 56,9,,5,,"AB 49, AB 51, AB 56, AB 59, AB 62"
vowel-candidate,AB 65,AB 51,,AB 56,9,,10,,"AB 01, AB 03, AB 04, AB 08, AB 23"
vowel-candidate,AB 09,AB 01,,AB 56,9,,8,,"AB 03, AB 08, AB 14, AB 26, AB 47"
vowel-candidate,AB 09,AB 08,,AB 56,9,,4,,"AB 03, AB 49, AB 56, AB 62"
vowel-candidate,AB 09,AB 32,,AB 56,9,,8,,"AB 03, AB 08, AB 26, AB 47, AB 49"
vowel-candidate,AB 09,AB 04,,AB 56,9,,5,,"AB 03, AB 47, AB 49, AB 56, AB 65"
vowel-candidate,AB 96,AB 51,,AB 56,9,,1,,AB 56
vowel-candidate,AB 51,AB 57,,AB 56,9,,9,,"AB 04, AB 08, AB 24, AB 36, AB 45"
vowel-candidate,AB 51,AB 13,,AB 56,9,,7,,"AB 03, AB 04, AB 26, AB 49, AB 51"
vowel-candidate,AB 51,AB 36,,AB 56,9,,13,,"AB 01, AB 04, AB 08, AB 24, AB 26"
vowel-candidate,AB 51,AB 34,,AB 56,9,,9,,"AB 04, AB 24, AB 26, AB 29, AB 36"
vowel-candidate,AB 51,AB 49,,AB 56,9,,14,,"AB 03, AB 04, AB 08, AB 23, AB 24"
vowel-candidate,AB 51,AB 29,,AB 56,9,,9,,"AB 01, AB 04, AB 08, AB 29, AB 36"
vowel-candidate,AB 23,AB 45,,AB 56,9,,8,,"AB 01, AB 08, AB 30, AB 32, AB 44"
vowel-candidate,AB 45,AB 47,,AB 56,9,,4,,"AB 32, AB 51, AB 56, AB 62"
vowel-candidate,AB 28,AB 65,,AB 50,9,,2,,"AB 44, AB 50"
vowel-candidate,AB 43,AB 65,,AB 50,9,,3,,"AB 02, AB 30, AB 50"
vowel-candidate,AB 65,AB 59,,AB 50,9,,12,,"AB 01, AB 04, AB 06, AB 08, AB 29"
vowel-candidate,AB 24,AB 66,,AB 66,9,,12,,"AB 01, AB 03, AB 04, AB 06, AB 08"
vowel-candidate,AB 62,AB 50,,AB 08,9,,7,,"AB 01, AB 06, AB 08, AB 29, AB 45"
vowel-candidate,AB 24,AB 39,,AB 08,9,,2,,"AB 08, AB 51"
vowel-candidate,AB 24,AB 85,,AB 08,9,,3,,"AB 04, AB 08, AB 44"
vowel-candidate,AB 50,AB 03,,AB 08,9,,5,,"AB 06, AB 08, AB 49, AB 57, AB 65"
vowel-candidate,AB 50,AB 01,,AB 08,9,,6,,"AB 01, AB 06, AB 08, AB 29, AB 45"
vowel-candidate,AB 50,AB 65,,AB 08,9,,6,,"AB 01, AB 06, AB 08, AB 29, AB 49"
vowel-candidate,AB 03,AB 22f,,AB 08,9,,7,,"AB 08, AB 09, AB 44, AB 51, AB 52"
vowel-candidate,AB 26,AB 49,,AB 08,9,,17,,"AB 03, AB 04, AB 06, AB 08, AB 09"
vowel-candidate,AB 54,AB 49,,AB 08,9,,5,,"AB 08, AB 24, AB 32, AB 45, AB 52"
vowel-candidate,AB 39,AB 49,,AB 08,9,,2,,"AB 08, AB 51"
vowel-candidate,AB 85,AB 49,,AB 08,9,,3,,"AB 04, AB 08, AB 26"
vowel-candidate,AB 04,AB 63,,AB 52,9,,5,,"AB 01, AB 06, AB 09, AB 23, AB 52"
vowel-candidate,AB 04,AB 66,,AB 52,9,,19,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 50,AB 04,,AB 06,9,,7,,"AB 01, AB 06, AB 29, AB 45, AB 49"
vowel-candidate,AB 57,AB 17,,AB 06,9,,1,,AB 06
vowel-candidate,AB 57,AB 53,,AB 06,9,,1,,AB 06
vowel-candidate,AB 73,AB 04,,AB 06,9,,7,,"AB 02, AB 04, AB 06, AB 22f, AB 24"
vowel-candidate,AB 04,AB 59,,AB 06,9,,13,,"AB 01, AB 04, AB 06, AB 22f, AB 24"
vowel-candidate,AB 02,AB 62,,AB 62,9,,3,,"AB 01, AB 62, AB 65"
vowel-candidate,AB 62,AB 71,,AB 62,9,,3,,"AB 32, AB 49, AB 62"
vowel-candidate,AB 35,AB 04,,AB 23,9,,3,,"AB 22f, AB 23, AB 47"
vowel-candidate,AB 29,AB 37,,AB 51,9,,2,,"AB 04, AB 51"
vowel-candidate,AB 07,AB 46,,AB 49,9,,2,,"AB 49, AB 64"
vowel-candidate,AB 26,AB 46,,AB 49,9,,2,,"AB 09, AB 49"
vowel-candidate,AB 03,AB 46,,AB 49,9,,3,,"AB 09, AB 44, AB 49"
vowel-candidate,AB 57,AB 87,,AB 36,9,,2,,"AB 36, AB 90"
vowel-candidate,AB 07,AB 72,,AB 36,9,,1,,AB 36
vowel-candidate,AB 56,AB 87,,AB 36,9,,3,,"AB 02, AB 29, AB 36"
vowel-candidate,AB 72,AB 44,,AB 36,9,,1,,AB 36
vowel-candidate,AB 72,AB 64,,AB 36,9,,1,,AB 36
vowel-candidate,AB 49,AB 64,,AB 36,9,,2,,"AB 26, AB 36"
vowel-candidate,AB 30,AB 87,,AB 36,9,,3,,"AB 02, AB 03, AB 36"
vowel-candidate,AB 52,AB 87,,AB 36,9,,2,,"AB 03, AB 36"
vowel-candidate,AB 36,AB 64,,AB 36,9,,2,,"AB 26, AB 36"
vowel-candidate,AB 87,AB 34,,AB 36,9,,2,,"AB 29, AB 36"
vowel-candidate,AB 69,AB 04,,AB 36,9,,1,,AB 36
vowel-candidate,AB 01,AB 33,,AB 32,9,,2,,"AB 01, AB 32"
vowel-candidate,AB 01,AB 14,,AB 32,9,,5,,"AB 12, AB 29, AB 32, AB 44, AB 59"
vowel-candidate,AB 32,AB 107,,AB 32,9,,1,,AB 32
vowel-candidate,AB 66,AB 33,,AB 32,9,,3,,"AB 01, AB 32, AB 77"
vowel-candidate,AB 65,AB 33,,AB 32,9,,2,,"AB 01, AB 32"
vowel-candidate,AB 65,AB 14,,AB 32,9,,3,,"AB 29, AB 32, AB 44"
vowel-candidate,AB 49,AB 33,,AB 32,9,,1,,AB 32
vowel-candidate,AB 24,AB 14,,AB 44,9,,2,,"AB 44, AB 59"
vowel-candidate,AB 01,AB 55,,AB 45,9,,1,,AB 45
vowel-candidate,AB 29,AB 77,,AB 04,9,,4,,"AB 02, AB 04, AB 29, AB 87"
vowel-candidate,AB 12,AB 10,,AB 01,9,,2,,"AB 01, AB 30"
vowel-candidate,AB 66,AB 05,,AB 01,9,,2,,"AB 01, AB 26"
vowel-candidate,AB 62,AB 05,,AB 01,9,,2,,"AB 01, AB 26"
vowel-candidate,AB 66,AB 75,,AB 26,9,,3,,"AB 26, AB 57, AB 73"
vowel-candidate,AB 65,AB 21f,,AB 30,9,,1,,AB 30
vowel-candidate,AB 23,AB 111,,AB 30,9,,1,,AB 30
vowel-candidate,AB 23,AB 43,,AB 30,9,,1,,AB 30
vowel-candidate,AB 96,AB 72,,AB 13,9,,1,,AB 13
vowel-candidate,AB 72,AB 13,,AB 13,9,,1,,AB 13
vowel-candidate,AB 75,AB 87,,AB 88,9,,1,,AB 88
consonant-candidate,AB 24,AB 12,AB 10,,8,6,,"AB 03, AB 10, AB 14, AB 26, AB 51",
consonant-candidate,AB 85,AB 01,AB 10,,8,2,,"AB 10, AB 36",
consonant-candidate,AB 29,AB 12,AB 10,,8,6,,"AB 01, AB 10, AB 14, AB 26, AB 51",
consonant-candidate,AB 30,AB 12,AB 10,,8,3,,"AB 10, AB 26, AB 59",
consonant-candidate,AB 75,AB 12,AB 10,,8,2,,"AB 10, AB 26",
consonant-candidate,AB 65,AB 12,AB 10,,8,4,,"AB 03, AB 10, AB 26, AB 51",
consonant-candidate,AB 01,AB 04,AB 56,,8,12,,"AB 04, AB 08, AB 24, AB 26, AB 29",
consonant-candidate,AB 01,AB 59,AB 56,,8,10,,"AB 01, AB 06, AB 08, AB 24, AB 26",
consonant-candidate,AB 01,AB 56,AB 56,,8,14,,"AB 01, AB 02, AB 04, AB 06, AB 08",
consonant-candidate,AB 01,AB 22f,AB 56,,8,7,,"AB 01, AB 04, AB 08, AB 36, AB 56",
consonant-candidate,AB 01,AB 32,AB 56,,8,15,,"AB 01, AB 04, AB 06, AB 08, AB 23",
consonant-candidate,AB 01,AB 02,AB 56,,8,9,,"AB 01, AB 04, AB 08, AB 29, AB 36",
consonant-candidate,AB 36,AB 52,AB 56,,8,12,,"AB 03, AB 04, AB 06, AB 07, AB 08",
consonant-candidate,AB 36,AB 34,AB 56,,8,7,,"AB 04, AB 06, AB 30, AB 51, AB 56",
consonant-candidate,AB 36,AB 92,AB 56,,8,1,,AB 56,
consonant-candidate,AB 36,AB 13,AB 56,,8,5,,"AB 23, AB 24, AB 30, AB 56, AB 72",
consonant-candidate,AB 52,AB 34,AB 56,,8,5,,"AB 04, AB 06, AB 32, AB 56, AB 62",
consonant-candidate,AB 52,AB 92,AB 56,,8,1,,AB 56,
consonant-candidate,AB 52,AB 13,AB 56,,8,3,,"AB 24, AB 32, AB 56",
consonant-candidate,AB 04,AB 49,AB 56,,8,16,,"AB 03, AB 04, AB 07, AB 08, AB 13",
consonant-candidate,AB 04,AB 26,AB 56,,8,12,,"AB 07, AB 13, AB 30, AB 34, AB 36",
consonant-candidate,AB 49,AB 59,AB 56,,8,12,,"AB 01, AB 08, AB 24, AB 26, AB 32",
consonant-candidate,AB 49,AB 56,AB 56,,8,18,,"AB 01, AB 04, AB 07, AB 08, AB 09",
consonant-candidate,AB 49,AB 22f,AB 56,,8,9,,"AB 01, AB 04, AB 08, AB 13, AB 32",
consonant-candidate,AB 49,AB 32,AB 56,,8,16,,"AB 01, AB 03, AB 04, AB 07, AB 08",
consonant-candidate,AB 49,AB 02,AB 56,,8,9,,"AB 01, AB 04, AB 08, AB 30, AB 36",
consonant-candidate,AB 26,AB 59,AB 56,,8,8,,"AB 01, AB 06, AB 32, AB 36, AB 49",
consonant-candidate,AB 26,AB 65,AB 56,,8,9,,"AB 06, AB 07, AB 09, AB 32, AB 36",
consonant-candidate,AB 26,AB 62,AB 56,,8,12,,"AB 06, AB 07, AB 09, AB 13, AB 30",
consonant-candidate,AB 26,AB 56,AB 56,,8,13,,"AB 01, AB 06, AB 07, AB 09, AB 13",
consonant-candidate,AB 26,AB 06,AB 56,,8,11,,"AB 01, AB 06, AB 30, AB 32, AB 36",
consonant-candidate,AB 26,AB 22f,AB 56,,8,7,,"AB 01, AB 13, AB 32, AB 36, AB 56",
consonant-candidate,AB 26,AB 02,AB 56,,8,6,,"AB 01, AB 30, AB 36, AB 44, AB 56",
consonant-candidate,AB 34,AB 92,AB 56,,8,1,,AB 56,
consonant-candidate,AB 34,AB 13,AB 56,,8,3,,"AB 30, AB 32, AB 56",
consonant-candidate,AB 92,AB 13,AB 56,,8,1,,AB 56,
consonant-candidate,AB 07,AB 112,AB 07,,8,1,,AB 07,
consonant-candidate,AB 07,AB 03,AB 07,,8,9,,"AB 01, AB 04, AB 07, AB 24, AB 38",
consonant-candidate,AB 07,AB 71,AB 07,,8,2,,"AB 07, AB 29",
consonant-candidate,AB 07,AB 48,AB 07,,8,4,,"AB 06, AB 07, AB 29, AB 62",
consonant-candidate,AB 07,AB 64,AB 07,,8,4,,"AB 06, AB 07, AB 29, AB 45",
consonant-candidate,AB 49,AB 35,AB 07,,8,6,,"AB 04, AB 07, AB 26, AB 30, AB 49",
consonant-candidate,AB 49,AB 51,AB 07,,8,18,,"AB 01, AB 03, AB 04, AB 07, AB 08",
consonant-candidate,AB 49,AB 46,AB 07,,8,6,,"AB 07, AB 08, AB 30, AB 34, AB 44",
consonant-candidate,AB 49,AB 121,AB 07,,8,1,,AB 07,
consonant-candidate,AB 39,AB 08,AB 07,,8,1,,AB 07,
consonant-candidate,AB 35,AB 23,AB 07,,8,5,,"AB 04, AB 07, AB 26, AB 30, AB 49",
consonant-candidate,AB 23,AB 51,AB 07,,8,10,,"AB 01, AB 04, AB 07, AB 22f, AB 26",
consonant-candidate,AB 23,AB 46,AB 07,,8,3,,"AB 07, AB 30, AB 49",
consonant-candidate,AB 23,AB 121,AB 07,,8,1,,AB 07,
consonant-candidate,AB 01,AB 35,AB 52,,8,3,,"AB 04, AB 26, AB 52",
consonant-candidate,AB 29,AB 45,AB 06,,8,13,,"AB 01, AB 04, AB 06, AB 08, AB 26",
consonant-candidate,AB 29,AB 48,AB 06,,8,3,,"AB 06, AB 29, AB 62",
consonant-candidate,AB 45,AB 66,AB 06,,8,10,,"AB 01, AB 06, AB 23, AB 26, AB 29",
consonant-candidate,AB 48,AB 66,AB 06,,8,2,,"AB 06, AB 29",
consonant-candidate,AB 06,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 03,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 66,AB 50,AB 24,,8,4,,"AB 24, AB 29, AB 59, AB 65",
consonant-candidate,AB 66,AB 14,AB 24,,8,5,,"AB 01, AB 09, AB 24, AB 26, AB 29",
consonant-candidate,AB 66,AB 13,AB 24,,8,3,,"AB 23, AB 24, AB 32",
consonant-candidate,AB 50,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 65,AB 14,AB 24,,8,4,,"AB 09, AB 24, AB 26, AB 36",
consonant-candidate,AB 59,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 14,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 13,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 62,AB 28,AB 24,,8,1,,AB 24,
consonant-candidate,AB 28,AB 36,AB 24,,8,1,,AB 24,
consonant-candidate,AB 21f,AB 08,AB 23,,8,2,,"AB 23, AB 65",
consonant-candidate,AB 08,AB 38,AB 23,,8,2,,"AB 23, AB 59",
consonant-candidate,AB 29,AB 90,AB 51,,8,2,,"AB 51, AB 87",
consonant-candidate,AB 04,AB 12,AB 51,,8,4,,"AB 03, AB 26, AB 51, AB 59",
consonant-candidate,AB 59,AB 90,AB 51,,8,2,,"AB 51, AB 57",
consonant-candidate,AB 17,AB 24,AB 57,,8,1,,AB 57,
consonant-candidate,AB 17,AB 66,AB 57,,8,1,,AB 57,
consonant-candidate,AB 17,AB 59,AB 57,,8,3,,"AB 22f, AB 57, AB 72",
consonant-candidate,AB 17,AB 52,AB 57,,8,3,,"AB 22f, AB 45, AB 57",
consonant-candidate,AB 90,AB 52,AB 57,,8,1,,AB 57,
consonant-candidate,AB 30,AB 02,AB 65,,8,4,,"AB 30, AB 43, AB 65, AB 77",
consonant-candidate,AB 30,AB 89,AB 65,,8,1,,AB 65,
consonant-candidate,AB 50,AB 89,AB 65,,8,1,,AB 65,
consonant-candidate,AB 50,AB 21f,AB 65,,8,1,,AB 65,
consonant-candidate,AB 89,AB 32,AB 65,,8,3,,"AB 03, AB 65, AB 66",
consonant-candidate,AB 89,AB 08,AB 65,,8,3,,"AB 03, AB 65, AB 66",
consonant-candidate,AB 32,AB 14,AB 01,,8,3,,"AB 01, AB 26, AB 29",
consonant-candidate,AB 32,AB 73,AB 01,,8,4,,"AB 01, AB 29, AB 44, AB 66",
consonant-candidate,AB 32,AB 12,AB 01,,8,4,,"AB 01, AB 03, AB 14, AB 26",
consonant-candidate,AB 22f,AB 45,AB 01,,8,6,,"AB 01, AB 04, AB 08, AB 36, AB 59",
consonant-candidate,AB 45,AB 14,AB 01,,8,4,,"AB 01, AB 26, AB 29, AB 36",
consonant-candidate,AB 45,AB 02,AB 01,,8,6,,"AB 01, AB 04, AB 08, AB 29, AB 36",
consonant-candidate,AB 45,AB 73,AB 01,,8,3,,"AB 01, AB 29, AB 66",
consonant-candidate,AB 62,AB 76,AB 08,,8,1,,AB 08,
consonant-candidate,AB 62,AB 77,AB 08,,8,3,,"AB 08, AB 30, AB 66",
consonant-candidate,AB 62,AB 72,AB 08,,8,2,,"AB 08, AB 66",
consonant-candidate,AB 62,AB 87,AB 08,,8,1,,AB 08,
consonant-candidate,AB 62,AB 58,AB 08,,8,1,,AB 08,
consonant-candidate,AB 62,AB 86,AB 08,,8,1,,AB 08,
consonant-candidate,AB 62,AB 09,AB 08,,8,7,,"AB 03, AB 08, AB 26, AB 30, AB 36",
consonant-candidate,AB 62,AB 78,AB 08,,8,1,,AB 08,
consonant-candidate,AB 76,AB 22f,AB 08,,8,1,,AB 08,
consonant-candidate,AB 76,AB 24,AB 08,,8,1,,AB 08,
consonant-candidate,AB 38,AB 51,AB 08,,8,1,,AB 08,
consonant-candidate,AB 75,AB 22f,AB 08,,8,1,,AB 08,
consonant-candidate,AB 77,AB 22f,AB 08,,8,5,,"AB 04, AB 08, AB 59, AB 66, AB 73",
consonant-candidate,AB 77,AB 24,AB 08,,8,7,,"AB 04, AB 08, AB 30, AB 59, AB 66",
consonant-candidate,AB 46,AB 22f,AB 08,,8,1,,AB 08,
consonant-candidate,AB 22f,AB 72,AB 08,,8,4,,"AB 08, AB 59, AB 66, AB 73",
consonant-candidate,AB 22f,AB 87,AB 08,,8,1,,AB 08,
consonant-candidate,AB 22f,AB 58,AB 08,,8,2,,"AB 08, AB 59",
consonant-candidate,AB 22f,AB 86,AB 08,,8,1,,AB 08,
consonant-candidate,AB 22f,AB 09,AB 08,,8,4,,"AB 04, AB 08, AB 36, AB 66",
consonant-candidate,AB 22f,AB 78,AB 08,,8,1,,AB 08,
consonant-candidate,AB 72,AB 24,AB 08,,8,4,,"AB 08, AB 59, AB 66, AB 73",
consonant-candidate,AB 87,AB 24,AB 08,,8,2,,"AB 08, AB 77",
consonant-candidate,AB 24,AB 58,AB 08,,8,2,,"AB 08, AB 59",
consonant-candidate,AB 24,AB 86,AB 08,,8,1,,AB 08,
consonant-candidate,AB 24,AB 09,AB 08,,8,8,,"AB 03, AB 04, AB 08, AB 26, AB 30",
consonant-candidate,AB 24,AB 78,AB 08,,8,1,,AB 08,
consonant-candidate,AB 56,AB 93,AB 45,,8,1,,AB 45,
consonant-candidate,AB 52,AB 33,AB 04,,8,1,,AB 04,
consonant-candidate,AB 35,AB 47,AB 04,,8,2,,"AB 04, AB 26",
consonant-candidate,AB 29,AB 33,AB 04,,8,1,,AB 04,
consonant-candidate,AB 47,AB 34,AB 04,,8,3,,"AB 04, AB 32, AB 59",
consonant-candidate,AB 33,AB 06,AB 04,,8,1,,AB 04,
consonant-candidate,AB 08,AB 09,AB 03,,8,7,,"AB 03, AB 22f, AB 26, AB 30, AB 36",
consonant-candidate,AB 08,AB 43,AB 03,,8,1,,AB 03,
consonant-candidate,AB 08,AB 37,AB 03,,8,2,,"AB 03, AB 36",
consonant-candidate,AB 49,AB 43,AB 03,,8,1,,AB 03,
