link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 49,AB 37,AB 03,,8,2,,"AB 03, AB 36",
consonant-candidate,AB 26,AB 31,AB 36,,8,1,,AB 36,
consonant-candidate,AB 26,AB 09,AB 36,,8,4,,"AB 30, AB 36, AB 49, AB 66",
consonant-candidate,AB 01,AB 37,AB 36,,8,1,,AB 36,
consonant-candidate,AB 01,AB 68,AB 36,,8,1,,AB 36,
consonant-candidate,AB 31,AB 49,AB 36,,8,1,,AB 36,
consonant-candidate,AB 85,AB 36,AB 36,,8,1,,AB 36,
consonant-candidate,AB 36,AB 69,AB 36,,8,1,,AB 36,
consonant-candidate,AB 36,AB 68,AB 36,,8,1,,AB 36,
consonant-candidate,AB 48,AB 72,AB 29,,8,1,,AB 29,
consonant-candidate,AB 48,AB 61,AB 29,,8,1,,AB 29,
consonant-candidate,AB 48,AB 75,AB 29,,8,1,,AB 29,
consonant-candidate,AB 48,AB 47,AB 29,,8,1,,AB 29,
consonant-candidate,AB 64,AB 73,AB 29,,8,2,,"AB 29, AB 44",
consonant-candidate,AB 73,AB 86,AB 29,,8,2,,"AB 29, AB 86",
consonant-candidate,AB 73,AB 88,AB 29,,8,2,,"AB 29, AB 75",
consonant-candidate,AB 30,AB 09,AB 49,,8,4,,"AB 22f, AB 26, AB 30, AB 49",
consonant-candidate,AB 46,AB 83,AB 44,,8,1,,AB 44,
consonant-candidate,AB 26,AB 83,AB 44,,8,1,,AB 44,
consonant-candidate,AB 01,AB 83,AB 44,,8,1,,AB 44,
consonant-candidate,AB 13,AB 47,AB 32,,8,1,,AB 32,
consonant-candidate,AB 24,AB 05,AB 26,,8,2,,"AB 26, AB 66",
consonant-candidate,AB 71,AB 96,AB 26,,8,1,,AB 26,
consonant-candidate,AB 96,AB 23,AB 26,,8,1,,AB 26,
consonant-candidate,AB 96,AB 03,AB 26,,8,1,,AB 26,
consonant-candidate,AB 96,AB 32,AB 26,,8,1,,AB 26,
consonant-candidate,AB 96,AB 47,AB 26,,8,1,,AB 26,
consonant-candidate,AB 96,AB 12,AB 26,,8,1,,AB 26,
consonant-candidate,AB 96,AB 45,AB 26,,8,1,,AB 26,
consonant-candidate,AB 88,AB 49,AB 26,,8,1,,AB 26,
consonant-candidate,AB 06,AB 05,AB 26,,8,2,,"AB 26, AB 66",
consonant-candidate,AB 59,AB 05,AB 26,,8,1,,AB 26,
consonant-candidate,AB 71,AB 54,AB 66,,8,1,,AB 66,
consonant-candidate,AB 32,AB 98,AB 66,,8,1,,AB 66,
consonant-candidate,AB 32,AB 40,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 73,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 98,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 72,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 89,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 44,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 05,AB 66,,8,1,,AB 66,
consonant-candidate,AB 54,AB 40,AB 66,,8,1,,AB 66,
consonant-candidate,AB 24,AB 98,AB 66,,8,1,,AB 66,
consonant-candidate,AB 24,AB 40,AB 66,,8,1,,AB 66,
consonant-candidate,AB 88,AB 26,AB 75,,8,1,,AB 75,
consonant-candidate,AB 88,AB 57,AB 75,,8,1,,AB 75,
vowel-candidate,AB 61,AB 32,,AB 63,8,,3,,"AB 26, AB 32, AB 63"
vowel-candidate,AB 10,AB 87,,AB 61,8,,2,,"AB 29, AB 61"
vowel-candidate,AB 113,AB 32,,AB 10,8,,1,,AB 10
vowel-candidate,AB 32,AB 31,,AB 10,8,,1,,AB 10
vowel-candidate,AB 32,AB 51,,AB 10,8,,12,,"AB 03, AB 08, AB 10, AB 24, AB 26"
vowel-candidate,AB 32,AB 42,,AB 10,8,,1,,AB 10
vowel-candidate,AB 30,AB 56,,AB 56,8,,14,,"AB 02, AB 04, AB 06, AB 08, AB 13"
vowel-candidate,AB 30,AB 23,,AB 56,8,,9,,"AB 06, AB 08, AB 13, AB 30, AB 36"
vowel-candidate,AB 30,AB 47,,AB 56,8,,4,,"AB 13, AB 49, AB 56, AB 62"
vowel-candidate,AB 52,AB 65,,AB 56,8,,11,,"AB 01, AB 03, AB 06, AB 07, AB 08"
vowel-candidate,AB 52,AB 96,,AB 56,8,,1,,AB 56
vowel-candidate,AB 52,AB 06,,AB 56,8,,10,,"AB 01, AB 06, AB 07, AB 08, AB 36"
vowel-candidate,AB 52,AB 07,,AB 56,8,,9,,"AB 03, AB 07, AB 08, AB 35, AB 36"
vowel-candidate,AB 52,AB 13,,AB 56,8,,5,,"AB 03, AB 49, AB 51, AB 56, AB 62"
vowel-candidate,AB 52,AB 34,,AB 56,8,,5,,"AB 36, AB 49, AB 51, AB 56, AB 66"
vowel-candidate,AB 52,AB 29,,AB 56,8,,9,,"AB 01, AB 06, AB 07, AB 08, AB 36"
vowel-candidate,AB 65,AB 45,,AB 56,8,,11,,"AB 01, AB 03, AB 04, AB 07, AB 08"
vowel-candidate,AB 09,AB 56,,AB 56,8,,6,,"AB 08, AB 26, AB 49, AB 56, AB 62"
vowel-candidate,AB 09,AB 23,,AB 56,8,,6,,"AB 08, AB 49, AB 56, AB 62, AB 65"
vowel-candidate,AB 09,AB 47,,AB 56,8,,3,,"AB 49, AB 56, AB 62"
vowel-candidate,AB 01,AB 08,,AB 56,8,,13,,"AB 01, AB 02, AB 03, AB 06, AB 22f"
vowel-candidate,AB 01,AB 32,,AB 56,8,,12,,"AB 03, AB 06, AB 08, AB 22f, AB 26"
vowel-candidate,AB 01,AB 04,,AB 56,8,,15,,"AB 01, AB 02, AB 03, AB 06, AB 07"
vowel-candidate,AB 96,AB 45,,AB 56,8,,1,,AB 56
vowel-candidate,AB 08,AB 04,,AB 56,8,,17,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 32,AB 04,,AB 56,8,,12,,"AB 03, AB 06, AB 22f, AB 24, AB 32"
vowel-candidate,AB 06,AB 45,,AB 56,8,,10,,"AB 01, AB 07, AB 08, AB 32, AB 51"
vowel-candidate,AB 07,AB 45,,AB 56,8,,11,,"AB 03, AB 04, AB 07, AB 08, AB 32"
vowel-candidate,AB 45,AB 13,,AB 56,8,,5,,"AB 03, AB 04, AB 51, AB 56, AB 62"
vowel-candidate,AB 45,AB 34,,AB 56,8,,3,,"AB 04, AB 51, AB 56"
vowel-candidate,AB 45,AB 29,,AB 56,8,,9,,"AB 01, AB 04, AB 07, AB 08, AB 32"
vowel-candidate,AB 65,AB 62,,AB 50,8,,11,,"AB 01, AB 06, AB 07, AB 08, AB 23"
vowel-candidate,AB 22f,AB 52,,AB 07,8,,6,,"AB 07, AB 08, AB 30, AB 44, AB 51"
vowel-candidate,AB 48,AB 52,,AB 07,8,,4,,"AB 01, AB 07, AB 08, AB 66"
vowel-candidate,AB 52,AB 18,,AB 07,8,,1,,AB 07
vowel-candidate,AB 64,AB 51,,AB 66,8,,3,,"AB 26, AB 36, AB 66"
vowel-candidate,AB 64,AB 66,,AB 66,8,,2,,"AB 26, AB 66"
vowel-candidate,AB 64,AB 23,,AB 66,8,,2,,"AB 36, AB 66"
vowel-candidate,AB 64,AB 09,,AB 66,8,,2,,"AB 26, AB 66"
vowel-candidate,AB 64,AB 06,,AB 66,8,,3,,"AB 26, AB 36, AB 66"
vowel-candidate,AB 64,AB 57,,AB 66,8,,2,,"AB 36, AB 66"
vowel-candidate,AB 64,AB 52,,AB 66,8,,2,,"AB 36, AB 66"
vowel-candidate,AB 64,AB 32,,AB 66,8,,2,,"AB 26, AB 66"
vowel-candidate,AB 24,AB 26,,AB 66,8,,14,,"AB 01, AB 03, AB 04, AB 06, AB 08"
vowel-candidate,AB 24,AB 54,,AB 66,8,,5,,"AB 01, AB 08, AB 52, AB 65, AB 66"
vowel-candidate,AB 66,AB 59,,AB 66,8,,15,,"AB 01, AB 04, AB 06, AB 08, AB 22f"
vowel-candidate,AB 59,AB 23,,AB 66,8,,11,,"AB 01, AB 06, AB 08, AB 30, AB 36"
vowel-candidate,AB 59,AB 09,,AB 66,8,,5,,"AB 08, AB 26, AB 47, AB 49, AB 66"
vowel-candidate,AB 59,AB 57,,AB 66,8,,9,,"AB 04, AB 06, AB 08, AB 24, AB 36"
vowel-candidate,AB 59,AB 52,,AB 66,8,,9,,"AB 01, AB 06, AB 08, AB 30, AB 36"
vowel-candidate,AB 62,AB 26,,AB 08,8,,12,,"AB 01, AB 06, AB 08, AB 23, AB 29"
vowel-candidate,AB 62,AB 54,,AB 08,8,,6,,"AB 01, AB 08, AB 32, AB 45, AB 52"
vowel-candidate,AB 62,AB 39,,AB 08,8,,2,,"AB 08, AB 51"
vowel-candidate,AB 62,AB 85,,AB 08,8,,2,,"AB 08, AB 26"
vowel-candidate,AB 23,AB 50,,AB 08,8,,7,,"AB 01, AB 06, AB 08, AB 45, AB 49"
vowel-candidate,AB 23,AB 22f,,AB 08,8,,5,,"AB 08, AB 30, AB 44, AB 57, AB 65"
vowel-candidate,AB 50,AB 59,,AB 08,8,,7,,"AB 01, AB 06, AB 08, AB 29, AB 45"
vowel-candidate,AB 66,AB 07,,AB 08,8,,13,,"AB 03, AB 04, AB 08, AB 23, AB 24"
vowel-candidate,AB 03,AB 39,,AB 08,8,,2,,"AB 08, AB 51"
vowel-candidate,AB 03,AB 56,,AB 08,8,,11,,"AB 04, AB 06, AB 08, AB 24, AB 32"
vowel-candidate,AB 03,AB 85,,AB 08,8,,3,,"AB 04, AB 08, AB 44"
vowel-candidate,AB 39,AB 01,,AB 08,8,,2,,"AB 08, AB 51"
vowel-candidate,AB 39,AB 65,,AB 08,8,,2,,"AB 08, AB 51"
vowel-candidate,AB 01,AB 85,,AB 08,8,,3,,"AB 08, AB 26, AB 44"
vowel-candidate,AB 65,AB 85,,AB 08,8,,3,,"AB 04, AB 08, AB 44"
vowel-candidate,AB 59,AB 22f,,AB 08,8,,5,,"AB 08, AB 30, AB 44, AB 57, AB 59"
vowel-candidate,AB 04,AB 44,,AB 52,8,,9,,"AB 01, AB 02, AB 06, AB 32, AB 36"
vowel-candidate,AB 04,AB 54,,AB 52,8,,6,,"AB 01, AB 24, AB 32, AB 45, AB 52"
vowel-candidate,AB 04,AB 58,,AB 52,8,,1,,AB 52
vowel-candidate,AB 04,AB 79,,AB 52,8,,2,,"AB 36, AB 52"
vowel-candidate,AB 63,AB 03,,AB 52,8,,3,,"AB 06, AB 09, AB 52"
vowel-candidate,AB 63,AB 22f,,AB 52,8,,3,,"AB 09, AB 23, AB 52"
vowel-candidate,AB 63,AB 24,,AB 52,8,,3,,"AB 01, AB 06, AB 52"
vowel-candidate,AB 63,AB 01,,AB 06,8,,3,,"AB 01, AB 06, AB 23"
vowel-candidate,AB 73,AB 03,,AB 06,8,,5,,"AB 04, AB 06, AB 24, AB 44, AB 51"
vowel-candidate,AB 73,AB 01,,AB 06,8,,6,,"AB 02, AB 06, AB 22f, AB 44, AB 51"
vowel-candidate,AB 04,AB 17,,AB 06,8,,3,,"AB 06, AB 49, AB 57"
vowel-candidate,AB 04,AB 53,,AB 06,8,,1,,AB 06
vowel-candidate,AB 26,AB 08,,AB 06,8,,15,,"AB 01, AB 03, AB 04, AB 06, AB 09"
vowel-candidate,AB 23,AB 71,,AB 62,8,,4,,"AB 32, AB 44, AB 49, AB 62"
vowel-candidate,AB 08,AB 71,,AB 62,8,,4,,"AB 03, AB 32, AB 49, AB 62"
vowel-candidate,AB 13,AB 26,,AB 62,8,,5,,"AB 03, AB 04, AB 49, AB 51, AB 62"
vowel-candidate,AB 35,AB 07,,AB 23,8,,1,,AB 23
vowel-candidate,AB 26,AB 55,,AB 24,8,,2,,"AB 24, AB 45"
vowel-candidate,AB 77,AB 66,,AB 24,8,,5,,"AB 02, AB 04, AB 24, AB 29, AB 77"
vowel-candidate,AB 77,AB 08,,AB 24,8,,6,,"AB 02, AB 04, AB 24, AB 29, AB 77"
vowel-candidate,AB 55,AB 36,,AB 24,8,,2,,"AB 24, AB 45"
vowel-candidate,AB 55,AB 49,,AB 24,8,,2,,"AB 24, AB 45"
vowel-candidate,AB 34,AB 62,,AB 51,8,,5,,"AB 26, AB 29, AB 36, AB 49, AB 51"
vowel-candidate,AB 08,AB 39,,AB 51,8,,1,,AB 51
vowel-candidate,AB 07,AB 17,,AB 49,8,,1,,AB 49
vowel-candidate,AB 65,AB 46,,AB 49,8,,2,,"AB 44, AB 49"
vowel-candidate,AB 56,AB 46,,AB 49,8,,1,,AB 49
vowel-candidate,AB 36,AB 46,,AB 49,8,,3,,"AB 09, AB 49, AB 85"
vowel-candidate,AB 07,AB 87,,AB 36,8,,2,,"AB 03, AB 36"
vowel-candidate,AB 72,AB 03,,AB 36,8,,1,,AB 36
vowel-candidate,AB 72,AB 59,,AB 36,8,,3,,"AB 36, AB 59, AB 72"
vowel-candidate,AB 72,AB 69,,AB 36,8,,1,,AB 36
vowel-candidate,AB 72,AB 29,,AB 36,8,,2,,"AB 36, AB 72"
vowel-candidate,AB 72,AB 51,,AB 36,8,,2,,"AB 36, AB 59"
vowel-candidate,AB 72,AB 79,,AB 36,8,,1,,AB 36
vowel-candidate,AB 72,AB 06,,AB 36,8,,2,,"AB 36, AB 59"
vowel-candidate,AB 72,AB 08,,AB 36,8,,3,,"AB 36, AB 59, AB 72"
vowel-candidate,AB 72,AB 24,,AB 36,8,,3,,"AB 13, AB 36, AB 59"
vowel-candidate,AB 49,AB 69,,AB 36,8,,1,,AB 36
vowel-candidate,AB 44,AB 87,,AB 36,8,,2,,"AB 02, AB 36"
vowel-candidate,AB 36,AB 69,,AB 36,8,,1,,AB 36
vowel-candidate,AB 36,AB 79,,AB 36,8,,1,,AB 36
vowel-candidate,AB 87,AB 64,,AB 36,8,,1,,AB 36
vowel-candidate,AB 01,AB 107,,AB 32,8,,1,,AB 32
vowel-candidate,AB 01,AB 61,,AB 32,8,,2,,"AB 26, AB 32"
vowel-candidate,AB 66,AB 107,,AB 32,8,,1,,AB 32
vowel-candidate,AB 66,AB 61,,AB 32,8,,2,,"AB 26, AB 32"
vowel-candidate,AB 65,AB 107,,AB 32,8,,1,,AB 32
vowel-candidate,AB 65,AB 61,,AB 32,8,,2,,"AB 30, AB 32"
vowel-candidate,AB 49,AB 107,,AB 32,8,,1,,AB 32
vowel-candidate,AB 77,AB 24,,AB 04,8,,2,,"AB 04, AB 30"
vowel-candidate,AB 63,AB 02,,AB 01,8,,1,,AB 01
vowel-candidate,AB 23,AB 12,,AB 01,8,,3,,"AB 01, AB 30, AB 57"
vowel-candidate,AB 12,AB 48,,AB 01,8,,1,,AB 01
vowel-candidate,AB 26,AB 05,,AB 01,8,,1,,AB 01
vowel-candidate,AB 36,AB 05,,AB 01,8,,2,,"AB 01, AB 26"
vowel-candidate,AB 36,AB 33,,AB 01,8,,1,,AB 01
vowel-candidate,AB 52,AB 05,,AB 01,8,,1,,AB 01
vowel-candidate,AB 52,AB 33,,AB 01,8,,1,,AB 01
vowel-candidate,AB 50,AB 14,,AB 29,8,,1,,AB 29
vowel-candidate,AB 36,AB 76,,AB 26,8,,1,,AB 26
vowel-candidate,AB 62,AB 76,,AB 26,8,,1,,AB 26
vowel-candidate,AB 76,AB 56,,AB 26,8,,1,,AB 26
vowel-candidate,AB 76,AB 32,,AB 26,8,,1,,AB 26
vowel-candidate,AB 76,AB 09,,AB 26,8,,1,,AB 26
vowel-candidate,AB 65,AB 111,,AB 30,8,,1,,AB 30
vowel-candidate,AB 02,AB 21f,,AB 30,8,,1,,AB 30
vowel-candidate,AB 08,AB 35,,AB 22f,8,,1,,AB 22f
vowel-candidate,AB 48,AB 75,,AB 73,8,,1,,AB 73
vowel-candidate,AB 75,AB 26,,AB 88,8,,1,,AB 88
vowel-candidate,AB 66,AB 94,,AB 54,8,,1,,AB 54
vowel-candidate,AB 66,AB 20,,AB 54,8,,1,,AB 54
consonant-candidate,AB 61,AB 85,AB 10,,7,1,,AB 10,
consonant-candidate,AB 61,AB 01,AB 10,,7,2,,"AB 10, AB 29",
consonant-candidate,AB 85,AB 62,AB 10,,7,2,,"AB 10, AB 36",
consonant-candidate,AB 85,AB 49,AB 10,,7,3,,"AB 10, AB 36, AB 46",
consonant-candidate,AB 62,AB 01,AB 10,,7,15,,"AB 02, AB 06, AB 08, AB 10, AB 23",
consonant-candidate,AB 01,AB 49,AB 10,,7,17,,"AB 01, AB 04, AB 08, AB 10, AB 23",
consonant-candidate,AB 10,AB 01,AB 56,,7,6,,"AB 06, AB 08, AB 51, AB 56, AB 59",
consonant-candidate,AB 10,AB 49,AB 56,,7,6,,"AB 07, AB 08, AB 32, AB 51, AB 56",
consonant-candidate,AB 10,AB 26,AB 56,,7,7,,"AB 06, AB 07, AB 32, AB 38, AB 51",
consonant-candidate,AB 23,AB 01,AB 56,,7,10,,"AB 01, AB 04, AB 12, AB 26, AB 51",
consonant-candidate,AB 23,AB 49,AB 56,,7,11,,"AB 01, AB 04, AB 07, AB 26, AB 30",
consonant-candidate,AB 23,AB 26,AB 56,,7,8,,"AB 01, AB 07, AB 30, AB 49, AB 51",
consonant-candidate,AB 01,AB 63,AB 56,,7,5,,"AB 36, AB 45, AB 52, AB 56, AB 62",
consonant-candidate,AB 01,AB 57,AB 56,,7,10,,"AB 04, AB 12, AB 23, AB 36, AB 44",
consonant-candidate,AB 01,AB 54,AB 56,,7,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 01,AB 08,AB 56,,7,19,,"AB 01, AB 06, AB 23, AB 24, AB 26",
consonant-candidate,AB 36,AB 04,AB 56,,7,15,,"AB 03, AB 04, AB 07, AB 08, AB 24",
consonant-candidate,AB 36,AB 59,AB 56,,7,13,,"AB 01, AB 06, AB 08, AB 24, AB 26",
consonant-candidate,AB 36,AB 65,AB 56,,7,11,,"AB 03, AB 04, AB 06, AB 07, AB 23",
consonant-candidate,AB 36,AB 62,AB 56,,7,15,,"AB 03, AB 06, AB 07, AB 08, AB 23",
consonant-candidate,AB 36,AB 56,AB 56,,7,16,,"AB 01, AB 04, AB 06, AB 07, AB 08",
consonant-candidate,AB 36,AB 06,AB 56,,7,18,,"AB 01, AB 03, AB 04, AB 06, AB 08",
consonant-candidate,AB 36,AB 22f,AB 56,,7,6,,"AB 01, AB 04, AB 08, AB 36, AB 56",
consonant-candidate,AB 36,AB 32,AB 56,,7,13,,"AB 01, AB 03, AB 04, AB 06, AB 07",
consonant-candidate,AB 36,AB 02,AB 56,,7,9,,"AB 01, AB 04, AB 08, AB 29, AB 30",
consonant-candidate,AB 52,AB 04,AB 56,,7,11,,"AB 03, AB 04, AB 07, AB 08, AB 24",
consonant-candidate,AB 52,AB 59,AB 56,,7,8,,"AB 06, AB 08, AB 22f, AB 24, AB 32",
consonant-candidate,AB 52,AB 65,AB 56,,7,12,,"AB 03, AB 04, AB 06, AB 07, AB 22f",
consonant-candidate,AB 52,AB 62,AB 56,,7,11,,"AB 03, AB 06, AB 07, AB 08, AB 24",
consonant-candidate,AB 52,AB 56,AB 56,,7,11,,"AB 04, AB 06, AB 07, AB 08, AB 24",
consonant-candidate,AB 52,AB 06,AB 56,,7,14,,"AB 03, AB 04, AB 06, AB 08, AB 24",
consonant-candidate,AB 52,AB 22f,AB 56,,7,5,,"AB 04, AB 08, AB 32, AB 56, AB 66",
consonant-candidate,AB 52,AB 32,AB 56,,7,14,,"AB 03, AB 04, AB 06, AB 07, AB 08",
consonant-candidate,AB 52,AB 02,AB 56,,7,6,,"AB 04, AB 08, AB 44, AB 56, AB 65",
consonant-candidate,AB 04,AB 34,AB 56,,7,5,,"AB 04, AB 30, AB 51, AB 56, AB 59",
consonant-candidate,AB 04,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 04,AB 13,AB 56,,7,4,,"AB 13, AB 24, AB 30, AB 56",
consonant-candidate,AB 49,AB 63,AB 56,,7,6,,"AB 32, AB 36, AB 49, AB 52, AB 56",
consonant-candidate,AB 49,AB 57,AB 56,,7,12,,"AB 03, AB 04, AB 17, AB 23, AB 36",
consonant-candidate,AB 49,AB 54,AB 56,,7,3,,"AB 04, AB 56, AB 66",
consonant-candidate,AB 49,AB 08,AB 56,,7,20,,"AB 01, AB 03, AB 07, AB 09, AB 23",
consonant-candidate,AB 26,AB 24,AB 56,,7,11,,"AB 06, AB 07, AB 30, AB 32, AB 34",
consonant-candidate,AB 26,AB 57,AB 56,,7,7,,"AB 36, AB 44, AB 49, AB 56, AB 59",
consonant-candidate,AB 26,AB 29,AB 56,,7,10,,"AB 01, AB 06, AB 34, AB 36, AB 49",
consonant-candidate,AB 26,AB 54,AB 56,,7,2,,"AB 56, AB 66",
consonant-candidate,AB 26,AB 08,AB 56,,7,15,,"AB 01, AB 06, AB 07, AB 09, AB 30",
consonant-candidate,AB 59,AB 34,AB 56,,7,5,,"AB 06, AB 32, AB 51, AB 56, AB 59",
consonant-candidate,AB 59,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 59,AB 13,AB 56,,7,5,,"AB 24, AB 32, AB 47, AB 56, AB 72",
consonant-candidate,AB 65,AB 34,AB 56,,7,6,,"AB 04, AB 06, AB 32, AB 51, AB 56",
consonant-candidate,AB 65,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 65,AB 13,AB 56,,7,4,,"AB 23, AB 24, AB 32, AB 56",
consonant-candidate,AB 62,AB 34,AB 56,,7,5,,"AB 06, AB 30, AB 51, AB 56, AB 62",
consonant-candidate,AB 62,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 62,AB 13,AB 56,,7,6,,"AB 13, AB 23, AB 24, AB 30, AB 47",
consonant-candidate,AB 34,AB 56,AB 56,,7,6,,"AB 04, AB 06, AB 30, AB 32, AB 51",
consonant-candidate,AB 34,AB 06,AB 56,,7,7,,"AB 04, AB 06, AB 30, AB 32, AB 56",
consonant-candidate,AB 34,AB 22f,AB 56,,7,4,,"AB 04, AB 32, AB 56, AB 59",
consonant-candidate,AB 34,AB 32,AB 56,,7,5,,"AB 04, AB 06, AB 32, AB 56, AB 62",
consonant-candidate,AB 34,AB 02,AB 56,,7,3,,"AB 04, AB 30, AB 56",
consonant-candidate,AB 56,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 56,AB 13,AB 56,,7,8,,"AB 13, AB 23, AB 24, AB 30, AB 32",
consonant-candidate,AB 06,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 06,AB 13,AB 56,,7,5,,"AB 23, AB 24, AB 30, AB 32, AB 56",
consonant-candidate,AB 22f,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 22f,AB 13,AB 56,,7,3,,"AB 13, AB 32, AB 56",
consonant-candidate,AB 32,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 32,AB 13,AB 56,,7,4,,"AB 23, AB 32, AB 47, AB 56",
consonant-candidate,AB 02,AB 92,AB 56,,7,1,,AB 56,
consonant-candidate,AB 02,AB 13,AB 56,,7,2,,"AB 30, AB 56",
consonant-candidate,AB 30,AB 47,AB 02,,7,4,,"AB 02, AB 26, AB 59, AB 65",
consonant-candidate,AB 01,AB 47,AB 02,,7,7,,"AB 01, AB 02, AB 04, AB 26, AB 29",
consonant-candidate,AB 65,AB 69,AB 02,,7,2,,"AB 02, AB 36",
consonant-candidate,AB 50,AB 39,AB 07,,7,1,,AB 07,
consonant-candidate,AB 07,AB 35,AB 07,,7,4,,"AB 04, AB 07, AB 49, AB 52",
consonant-candidate,AB 07,AB 51,AB 07,,7,13,,"AB 01, AB 04, AB 06, AB 07, AB 22f",
consonant-candidate,AB 07,AB 46,AB 07,,7,2,,"AB 07, AB 49",
consonant-candidate,AB 07,AB 121,AB 07,,7,1,,AB 07,
consonant-candidate,AB 36,AB 39,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 112,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 03,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 32,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 71,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 62,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 48,AB 07,,7,1,,AB 07,
consonant-candidate,AB 39,AB 64,AB 07,,7,1,,AB 07,
consonant-candidate,AB 112,AB 08,AB 07,,7,1,,AB 07,
consonant-candidate,AB 03,AB 08,AB 07,,7,13,,"AB 01, AB 07, AB 09, AB 24, AB 26",
consonant-candidate,AB 71,AB 08,AB 07,,7,4,,"AB 07, AB 26, AB 29, AB 66",
consonant-candidate,AB 48,AB 08,AB 07,,7,4,,"AB 06, AB 07, AB 29, AB 62",
consonant-candidate,AB 64,AB 08,AB 07,,7,5,,"AB 06, AB 07, AB 29, AB 44, AB 45",
consonant-candidate,AB 32,AB 27,AB 47,,7,1,,AB 47,
consonant-candidate,AB 51,AB 63,AB 52,,7,6,,"AB 32, AB 38, AB 45, AB 49, AB 52",
consonant-candidate,AB 51,AB 66,AB 52,,7,12,,"AB 01, AB 03, AB 06, AB 24, AB 26",
consonant-candidate,AB 51,AB 44,AB 52,,7,10,,"AB 01, AB 03, AB 22f, AB 24, AB 29",
consonant-candidate,AB 36,AB 66,AB 52,,7,13,,"AB 01, AB 03, AB 06, AB 23, AB 24",
consonant-candidate,AB 36,AB 44,AB 52,,7,8,,"AB 01, AB 03, AB 23, AB 24, AB 29",
consonant-candidate,AB 52,AB 66,AB 06,,7,8,,"AB 03, AB 06, AB 24, AB 32, AB 54",
consonant-candidate,AB 45,AB 64,AB 06,,7,2,,"AB 06, AB 29",
consonant-candidate,AB 45,AB 06,AB 06,,7,14,,"AB 01, AB 04, AB 06, AB 08, AB 23",
consonant-candidate,AB 45,AB 56,AB 06,,7,11,,"AB 01, AB 04, AB 06, AB 08, AB 23",
consonant-candidate,AB 45,AB 24,AB 06,,7,12,,"AB 04, AB 06, AB 08, AB 26, AB 36",
consonant-candidate,AB 45,AB 01,AB 06,,7,14,,"AB 01, AB 04, AB 06, AB 08, AB 23",
consonant-candidate,AB 45,AB 36,AB 06,,7,13,,"AB 01, AB 04, AB 06, AB 08, AB 23",
consonant-candidate,AB 45,AB 65,AB 06,,7,10,,"AB 04, AB 06, AB 23, AB 26, AB 36",
consonant-candidate,AB 45,AB 32,AB 06,,7,11,,"AB 01, AB 04, AB 06, AB 08, AB 23",
consonant-candidate,AB 48,AB 06,AB 06,,7,3,,"AB 06, AB 29, AB 62",
consonant-candidate,AB 48,AB 01,AB 06,,7,3,,"AB 06, AB 29, AB 62",
consonant-candidate,AB 04,AB 30,AB 24,,7,8,,"AB 24, AB 26, AB 30, AB 45, AB 49",
consonant-candidate,AB 14,AB 51,AB 24,,7,4,,"AB 01, AB 24, AB 26, AB 29",
consonant-candidate,AB 14,AB 52,AB 24,,7,1,,AB 24,
consonant-candidate,AB 21f,AB 06,AB 23,,7,2,,"AB 23, AB 65",
consonant-candidate,AB 21f,AB 13,AB 23,,7,1,,AB 23,
consonant-candidate,AB 06,AB 38,AB 23,,7,3,,"AB 08, AB 23, AB 59",
consonant-candidate,AB 38,AB 13,AB 23,,7,1,,AB 23,
consonant-candidate,AB 13,AB 45,AB 23,,7,1,,AB 23,
consonant-candidate,AB 04,AB 90,AB 51,,7,2,,"AB 51, AB 57",
consonant-candidate,AB 65,AB 90,AB 51,,7,1,,AB 51,
consonant-candidate,AB 12,AB 51,AB 51,,7,4,,"AB 01, AB 03, AB 26, AB 51",
consonant-candidate,AB 12,AB 45,AB 51,,7,4,,"AB 01, AB 26, AB 51, AB 59",
