greek,transliteration,english_gloss,minoan_form,category,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period,semantic_score,confidence_score,found_commodities,context_syllabograms
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KARUKU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KARU𐄁
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KARU,1,1,97,HT75,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,KARU
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KARU,1,1,122,HT97a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,VIR,KARU𐄁
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KANU,1,1,86,HT62+73,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁GRA15
Κάρνος,Karnos,Carnus (seer),karn,culture,KARUNU,KANU,1,1,1399,KNZc7,Knossos,,Uncertain,0.05,41.5,,KANUZA
Περσεύς,Perseus,Perseus,perseu,culture,RUSEU,SEU,1,1,1617,ZA10b,Zakros,stone,Uncertain,0.05,41.5,,REZASE
Περσεύς,Perseus,Perseus,perseu,culture,RUSEU,RUSE,1,1,1655,ZAZg35,Zakros,,LM IA,0.05,41.5,,RU𐄁SE
Περσεύς,Perseus,Perseus,perseu,culture,RUSEU,RUU,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,NAU
Δημήτηρ,Dēmētēr,Demeter,dēmētēr,culture,DEMETERU,DEMETE,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,SARU1KU
Τιτάν,Titān,Titan,titan,culture,TITANU,TINU,1,1,1109,IOZa2,Iouktas,stone,Uncertain,0.05,36.5,,RUTETA
Τιτάν,Titān,Titan,titan,culture,TITANU,TINU,1,1,1113,IOZa6,Iouktas,stone,LM IA,0.05,36.5,,UTINU
Τιτάν,Titān,Titan,titan,culture,TITANU,TINU,1,1,1118,IOZa11,Iouktas,stone,Uncertain,0.05,36.5,,𐄁U
Τιτάν,Titān,Titan,titan,culture,TITANU,TITA,1,1,1407,KNZf31,Knossos,metal,Uncertain,0.05,36.5,,ADARA
Τιτάν,Titān,Titan,titan,culture,TITANU,METANU,1,1,1548,PLZf1,Platanos,metal,Uncertain,0.05,36.5,,SASARA
Τιτάν,Titān,Titan,titan,culture,TITANU,TANU,1,1,1380,KNZa10,Knossos,stone,LM IA,0.05,36.5,,TANUMU
Τιτάν,Titān,Titan,titan,culture,TITANU,TANU,1,1,1614,ZA8,Zakros,stone,LM IB,0.05,36.5,,A
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUKA,1,1,122,HT97a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,38.0,VIR,RU𐄁
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUKA,1,1,1123,IOZa16,Iouktas,stone,Uncertain,0.05,36.5,,𐄁U
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUKA,1,1,1532,PKZa11,Palaikastro,stone,Uncertain,0.05,36.5,,𐄁A
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUKA,1,1,1533,PKZa12,Palaikastro,stone,Uncertain,0.05,36.5,,𐄁RAME
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUI,1,1,31,HT24a,Haghia Triada - Corridor 9 and Vestibule 26,clay,LM IB,0.05,36.5,,MA6
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUI,1,1,114,HT93a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,𐄁DA+RE+SE
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,ROKAI,1,1,124,HT98a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,NA³⁄₄
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUMAI,1,1,149,HT115b,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,NUWI𐄁
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,MAKAI,1,1,1609,ZA5b,Zakros,stone,Uncertain,0.05,36.5,,PIKI1
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,KAI,1,1,1372,KNWc3,Knossos,clay,MMIIIB,0.05,36.5,,KAIKA
Λύκαιον,Lykaion,Lycaeum,lukai,culture,RUKAI,RUTEI,1,1,1121,IOZa14,Iouktas,stone,Uncertain,0.05,36.5,,RUTE𐄁
Ἱμέρα,Himera,Himera,imer,culture,IMERU,IKIRU,1,1,1715,THEZg16,Thera,,Uncertain,0.05,41.5,,IKIRU
Ἱμέρα,Himera,Himera,imer,culture,IMERU,IRU,1,1,8,HT7a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁VIR+[?]I
Ἱμέρα,Himera,Himera,imer,culture,IMERU,IARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,10DINA
κύριος,kyrios,lord,kurio,abstract,KURIO,KURI,1,1,111,HT90,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KURINA
κύριος,kyrios,lord,kurio,abstract,KURIO,KURI,1,1,1671,ARKH6,Arkhalkhori,clay,LM IB,0.05,41.5,,𐄁KU
κύριος,kyrios,lord,kurio,abstract,KURIO,KUO,1,1,114,HT93a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,NI
τέμενος,temenos,sacred precinct,temen,abstract,TEMENU,TEMEDA,1,1,1581,THEtab.5,Thera,clay,Uncertain,0.05,41.5,,𐄁TEME
τέμενος,temenos,sacred precinct,temen,abstract,TEMENU,TEKINU,1,1,150,HT116a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,GRA16
κλίμα,klima,region/incline,klim,abstract,KURIMU,RIMU,1,1,1406,KNZf13,Knossos,metal,LM IA,0.05,41.5,,TERIMU
κλίμα,klima,region/incline,klim,abstract,KURIMU,KURI,1,1,111,HT90,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KURINA
κλίμα,klima,region/incline,klim,abstract,KURIMU,KURI,1,1,1671,ARKH6,Arkhalkhori,clay,LM IB,0.05,41.5,,𐄁KU
κλίμα,klima,region/incline,klim,abstract,KURIMU,KURAMU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,SU1MI
χορός,choros,dance/dancing place,kʰor,abstract,KUORU,KURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KISE1
χορός,choros,dance/dancing place,kʰor,abstract,KUORU,KUOTI,1,1,114,HT93a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,NI
τύραννος,tyrannos,tyrant,turan,abstract,TURANU,TURUNU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,PARATU
τύραννος,tyrannos,tyrant,turan,abstract,TURANU,TURAO,1,1,1464,PH2,Phaistos,clay,Uncertain,0.05,41.5,,TU*21F1
τύραννος,tyrannos,tyrant,turan,abstract,TURANU,TUKUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,RESI
τύραννος,tyrannos,tyrant,turan,abstract,TURANU,TUNU,1,1,1124,KAZf1,Kardamoutsa,metal,Uncertain,0.05,41.5,,TUNU𐄁
θάνατος,thanatos,death,tʰanat,abstract,TUANATU,TUARETU,1,1,1612,ZA7a,Zakros,stone,Uncertain,0.05,36.5,,RATU4A
λοιμός,loimos,plague,loim,abstract,ROIMU,ROITI,1,1,34,HT25b,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,RO16
θυσία,thysia,sacrifice,tʰusi,abstract,TUUSI,TUUNA,1,1,1565,SYZa2,Syme,stone,LMI,0.05,41.5,,SUMATU
θυσία,thysia,sacrifice,tʰusi,abstract,TUUSI,TUSI,1,1,1141,KH7b,Khania,clay,Uncertain,0.05,41.5,,SE
θυσία,thysia,sacrifice,tʰusi,abstract,TUUSI,TUSI,1,1,1631,ZA20,Zakros,stone,LM IB,0.05,41.5,,𐄁4
θυσία,thysia,sacrifice,tʰusi,abstract,TUUSI,USI,1,1,21,HT15,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,U*34SI
θυσία,thysia,sacrifice,tʰusi,abstract,TUUSI,USI,1,1,182,HT140,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,U*34SI
θυσία,thysia,sacrifice,tʰusi,abstract,TUUSI,TURISI,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB,0.05,41.5,,TURISI
δελφίς,delphis,dolphin,delρi,abstract,DERUI,RUI,1,1,31,HT24a,Haghia Triada - Corridor 9 and Vestibule 26,clay,LM IB,0.05,41.5,,MA6
δελφίς,delphis,dolphin,delρi,abstract,DERUI,RUI,1,1,114,HT93a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁DA+RE+SE
δελφίς,delphis,dolphin,delρi,abstract,DERUI,RUI,1,1,1532,PKZa11,Palaikastro,stone,Uncertain,0.05,41.5,,RUKANA
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DEI,1,1,1669,ARKH4b,Arkhalkhori,clay,Uncertain,0.05,41.5,,𐝫RE10
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DERUQA,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,SARU20
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DERUQE,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,20KUNI
δελφίς,delphis,dolphin,delρi,abstract,DERUI,DERUQE,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,NUTE10
ἄκανθος,akanthos,acanthus,akantʰ,suffix_nth,AKANUTU,AKANU,1,1,1399,KNZc7,Knossos,,Uncertain,0.05,36.5,,AKANUZA
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,KARAKI,1,1,1455,PEZb3,Petras,pottery/ceramic,LM IB,0.05,36.5,,KARAKI
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,36.5,,𐄁PARA
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB,0.05,36.5,,RATUME
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,1526,PK1,Palaikastro,clay,LMI,0.05,36.5,,—TA₂TE
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,RATU,1,1,1612,ZA7a,Zakros,stone,Uncertain,0.05,36.5,,ARATU
κάλαθος,kalathos,basket,kalatʰ,suffix_nth,KARATU,KARA,1,1,10,HT8a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,10PA₃KA
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROSI,1,1,171,HT130,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,RA₂CYP
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROSA,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,RUTARA
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,PAROSU,1,1,26,HT20,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,PAROSU
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURONI,1,1,91,HT67,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROTE,1,1,34,HT25b,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,14,HT10a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,KUNISU
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,𐄁KUNI
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.1,43.0,GRA,𐄁KUNI
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,TE10SA
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUNISU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DAME10
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROKU,1,1,167,HT127b,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,𐝫NE13
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUROA,1,1,137,HT109,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,4𐝫
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,U4QE
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,19,HT13,Haghia Triada - Villa Magazine,clay,LM IB,0.1,43.0,NI,¹⁄₂KU
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,52,HT40,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁GRA207
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,96,HT74,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,104,HT85a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,UZA6
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,PAJARE
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,110,HT89,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,*30523
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,KIRU1
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,138,HT110a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,20KUPA
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,151,HT116b,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KUROGRA
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,155,HT119,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KUPA₃
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,159,HT122b,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,DEZA2
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,NE1
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KURO,1,1,1625,ZA15b,Zakros,stone,Uncertain,0.05,41.5,,𐄁VIN3
γλῶσσα,glōssa,tongue,glos,suffix_ss,KUROSU,KUTUSU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,RI
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,RARI,1,1,144,HT113,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,RARIDE
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,RARI,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,36.5,,RARI𐄁
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,RURISU,1,1,154,HT118,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,𐄁MADI
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,JARISU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,SEKUTU
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,RATUSU,1,1,1526,PK1,Palaikastro,clay,LMI,0.05,36.5,,—TA₂TE
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,RISU,1,1,101,HT81,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,𐄁𐄁
Λαρίσα,Larisa,Larissa,laris,suffix_ss,RARISU,RAASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain,0.05,36.5,,KI
Μέλισσα,Melissa,Melissa (nymph/bee),melis,suffix_ss,MERISU,RURISU,1,1,154,HT118,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,𐄁MADI
Μέλισσα,Melissa,Melissa (nymph/bee),melis,suffix_ss,MERISU,JARISU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,SEKUTU
Μέλισσα,Melissa,Melissa (nymph/bee),melis,suffix_ss,MERISU,RISU,1,1,101,HT81,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁𐄁
Παγασαί,Pagasai,Pagasae,pagas,suffix_ss,PAKASU,PAROSU,1,1,26,HT20,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,PAROSU
Παγασαί,Pagasai,Pagasae,pagas,suffix_ss,PAKASU,PASU,1,1,1365,KN32b,Knossos,clay,Uncertain,0.05,36.5,,SA
Παγασαί,Pagasai,Pagasae,pagas,suffix_ss,PAKASU,PASU,1,1,1626,ZA16,Zakros,stone,LM IB,0.05,36.5,,SI𐝫
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARAKU,1,1,1573,SYZa10,Syme,stone,LM IA,0.05,36.5,,SARAKU
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARAA,1,1,1399,KNZc7,Knossos,,Uncertain,0.05,36.5,,RA𐄁JA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,37,HT27a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,𐄁VIR+[?]90
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,86,HT62+73,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,SARA𐄁
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1109,IOZa2,Iouktas,stone,Uncertain,0.05,36.5,,𐄁JASA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1113,IOZa6,Iouktas,stone,LM IA,0.05,36.5,,𐄁JASA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1116,IOZa9,Iouktas,stone,Uncertain,0.05,36.5,,SARAME
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1117,IOZb10,Iouktas,pottery/ceramic,LMI,0.05,36.5,,SARAME
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1119,IOZa12,Iouktas,stone,LMI,0.05,36.5,,JASASA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1123,IOZa16,Iouktas,stone,Uncertain,0.05,36.5,,JASASA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1380,KNZa10,Knossos,stone,LM IA,0.05,36.5,,SASARA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1397,KHZc106,Knossos,,Uncertain,0.05,36.5,,SARAME
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1528,PKZa4,Palaikastro,stone,Uncertain,0.05,36.5,,SARA𐝫
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1532,PKZa11,Palaikastro,stone,Uncertain,0.05,36.5,,𐄁AKO
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1548,PLZf1,Platanos,metal,Uncertain,0.05,36.5,,𐄁JASA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1549,POZc1,Poros Herakleiou,,LMIIIA,0.05,36.5,,SARA*325
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1551,PSZa2,Psykhro,stone,Uncertain,0.05,36.5,,JATI𐄁
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1558,SAMWa1,Samothrace,,MM II,0.05,36.5,,SARATE
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1592,TLZa1,Troullos,stone,Uncertain,0.05,36.5,,𐄁JASA
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SARA,1,1,1704,PKZa27,Palaikastro,stone,Uncertain,0.05,36.5,,SARAME
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,RAMU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,1MITU
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SAMU,1,1,1444,MOZf1,Mokhilos,metal,Uncertain,0.05,36.5,,*333SAMU
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SAMU,1,1,1624,ZA15a,Zakros,stone,Uncertain,0.05,36.5,,ZASE
Σαλαμίς,Salamis,Salamis,salam,suffix_ss,SARAMU,SAMU,1,1,1652,ZAZb3,Zakros,stone,LM IB,0.05,36.5,,KASEA
Γυμνούς,Gymnous,Gymnous,gumn,suffix_ss,KUMUNU,KUPA₃NU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁KUPA₃
Γυμνούς,Gymnous,Gymnous,gumn,suffix_ss,KUMUNU,KUPA₃NU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KURAMU
Γυμνούς,Gymnous,Gymnous,gumn,suffix_ss,KUMUNU,KUPA₃NU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,1
Γυμνούς,Gymnous,Gymnous,gumn,suffix_ss,KUMUNU,KUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,SIDA
Γυμνούς,Gymnous,Gymnous,gumn,suffix_ss,KUMUNU,KUNU,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,41.5,,KUNAPA
