family,family_name,concept,phonetic,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,ARU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,AKARU,1,1,2,HT2,Haghia Triada - Portico 11 and Room 13,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,AKARU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),flower,alel,ARERU,AKARU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KUNISU,1,1,14,HT10a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KUNISU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KUNISU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KUNISU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KUNISU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),skin,kurš,KURUSU,KUTUSU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),meat,šupp,SUPUPU,SUPUKA,1,1,43,HT31,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),meat,šupp,SUPUPU,SUPUWA,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),meat,šupp,SUPUPU,SUPUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bone,ħast,ASUTU,ASETU,1,1,1464,PH2,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),bone,ħast,ASUTU,ASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),bone,ħast,ASUTU,ARETU,1,1,1612,ZA7a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),bone,ħast,ASUTU,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bone,ħast,ASUTU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),bone,ħast,ASUTU,ARATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,AWAPI,1,1,1407,KNZf31,Knossos,metal,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,AWAPI,1,1,1456,PEZb7,Petras,pottery/ceramic,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,ASETU,1,1,1464,PH2,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,ARETU,1,1,1612,ZA7a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),egg,awat,AWATU,ARATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tail,tepš,TEPUSU,TESASU,1,1,55,HT42+59,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tail,tepš,TEPUSU,TESU,1,1,1407,KNZf31,Knossos,metal,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),feather,patt,PATUTU,PARITU,1,1,99,HT79+83,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),feather,patt,PATUTU,PATETU,1,1,105,HT85b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),feather,patt,PATUTU,PATU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),feather,patt,PATUTU,PADETU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),feather,patt,PATUTU,PARATU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hair,tuzz,TUZUZU,TUQEZU,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hair,tuzz,TUZUZU,TUKUZU,1,1,99,HT79+83,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ADESU,1,1,1668,ARKH4a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ARU,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ARU,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ARU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ARU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ASASU,1,1,1683,GOWc1a,Gournia,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),head,ħarš,ARUSU,ASISU,1,1,1143,KH9,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),nose,tirt,TIRUTU,TIJATU,1,1,155,HT119,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),nose,tirt,TIRUTU,TIRU,1,1,1620,ZA12a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),nose,tirt,TIRUTU,TIRU,1,1,1621,ZA12b,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),nose,tirt,TIRUTU,TITU,1,1,1414,LAZb1(bis),Larani,pottery/ceramic,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mouth,aiš,AISU,ADESU,1,1,1668,ARKH4a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mouth,aiš,AISU,AI,1,1,1126,KANZa1,Kannia,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mouth,aiš,AISU,ASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mouth,aiš,AISU,ASASU,1,1,1683,GOWc1a,Gournia,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),mouth,aiš,AISU,ASISU,1,1,1143,KH9,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tooth,gant,KANUTU,NUTU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tooth,gant,KANUTU,KANU,1,1,86,HT62+73,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tooth,gant,KANUTU,KANU,1,1,1399,KNZc7,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),tongue,lapl,RAPURU,RARU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tongue,lapl,RAPURU,RAPU,1,1,13,HT9b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),tongue,lapl,RAPURU,RATURU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hand,kešš,KESUSU,RISUSU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hand,kešš,KESUSU,KISUSU,1,1,49,HT37,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),wing,patt,PATUTU,PARITU,1,1,99,HT79+83,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),wing,patt,PATUTU,PATETU,1,1,105,HT85b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),wing,patt,PATUTU,PATU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),wing,patt,PATUTU,PADETU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),wing,patt,PATUTU,PARATU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,NUTU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUNUU,1,1,1398,KNZc6,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUTU,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUTU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUTU,1,1,1598,TY3a,Tylissos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUTU,1,1,1614,ZA8,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUPA₃TU,1,1,155,HT119,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUNURI,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUPITU,1,1,1623,ZA14,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),neck,kunt,KUNUTU,KUNATU,1,1,63,HT47a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,TEA,1,1,113,HT92,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,TEA,1,1,1498,PH27,Phaistos,clay,MM II
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,TEQETU,1,1,18,HT12,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,TETU,1,1,8,HT7a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,TETU,1,1,105,HT85b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),breast,teat,TEATU,TETU,1,1,1631,ZA20,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),liver,lišš,RISUSU,RISU,1,1,101,HT81,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),liver,lišš,RISUSU,RISU,1,1,154,HT118,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),liver,lišš,RISUSU,KISUSU,1,1,49,HT37,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),see,auš,AUSU,ADESU,1,1,1668,ARKH4a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),see,auš,AUSU,USU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),see,auš,AUSU,ASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),see,auš,AUSU,ASASU,1,1,1683,GOWc1a,Gournia,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),see,auš,AUSU,AU,1,1,1410,KOZa1,Kophinas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),see,auš,AUSU,ASISU,1,1,1143,KH9,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),know,šekk,SEKUKU,SEKURA,1,1,1631,ZA20,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),know,šekk,SEKUKU,ROKUKU,1,1,167,HT127b,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),know,šekk,SEKUKU,KUKU,1,1,60,HT45b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),know,šekk,SEKUKU,KUKU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),know,šekk,SEKUKU,SEKUTU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sleep,šupp,SUPUPU,SUPUKA,1,1,43,HT31,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sleep,šupp,SUPUPU,SUPUWA,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sleep,šupp,SUPUPU,SUPUKU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),kill,kuen,KUENU,ENU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),kill,kuen,KUENU,KUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),kill,kuen,KUENU,KUNU,1,1,1398,KNZc6,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),kill,kuen,KUENU,KUPA₃NU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),kill,kuen,KUENU,KUPA₃NU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),kill,kuen,KUENU,KUPA₃NU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fly,patt,PATUTU,PARITU,1,1,99,HT79+83,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fly,patt,PATUTU,PATETU,1,1,105,HT85b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fly,patt,PATUTU,PATU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fly,patt,PATUTU,PADETU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fly,patt,PATUTU,PARATU,1,1,168,HT128a,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),lie,kitt,KITUTU,KITUKI,1,1,65,HT49a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),lie,kitt,KITUTU,KITUJA,1,1,1109,IOZa2,Iouktas,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),lie,kitt,KITUTU,KIROTU,1,1,117,HT94b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ASETU,1,1,1464,PH2,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARU,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARU,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARETU,1,1,1612,ZA7a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),stand,art,ARUTU,ARATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sun,šiwat,SIWATU,SITU,1,1,13,HT9b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sun,šiwat,SIWATU,SITU,1,1,222,HTWa1019,Haghia Triada - Portico 11 and Room 13,,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sun,šiwat,SIWATU,SITU,1,1,1184,KH51,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sun,šiwat,SIWATU,SITU,1,1,1631,ZA20,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),moon,armā,ARUMU,ARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),moon,armā,ARUMU,ARU,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),moon,armā,ARUMU,ARU,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),moon,armā,ARUMU,ARU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),moon,armā,ARUMU,ARU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),moon,armā,ARUMU,ASAMU,1,1,1652,ZAZb3,Zakros,stone,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),star,ħast,ASUTU,ASETU,1,1,1464,PH2,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),star,ħast,ASUTU,ASU,1,1,1663,ARKH1a,Arkhalkhori,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),star,ħast,ASUTU,ARETU,1,1,1612,ZA7a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),star,ħast,ASUTU,ATU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),star,ħast,ASUTU,ATU,1,1,1385,KNZb5,Knossos,pottery/ceramic,MMIIIB
Anatolian_IE,Anatolian IE (Luwian/Hittite),star,ħast,ASUTU,ARATU,1,1,1087,HTWc3024,Haghia Triada,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),water,wadar,WADARU,DARU,1,1,9,HT7b,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),water,wadar,WADARU,DARU,1,1,1597,TY2,Tylissos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),sand,ħarp,ARUPU,ARU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sand,ħarp,ARUPU,ARU,1,1,16,HT11a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sand,ħarp,ARUPU,ARU,1,1,39,HT28a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),sand,ħarp,ARUPU,ARU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),sand,ħarp,ARUPU,ARU,1,1,1606,ZA4a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),earth,tekan,TEKANU,KANU,1,1,86,HT62+73,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),earth,tekan,TEKANU,KANU,1,1,1399,KNZc7,Knossos,,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),earth,tekan,TEKANU,TEKAKI,1,1,71,HT52a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),earth,tekan,TEKANU,TEKATI,1,1,87,HT63,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),earth,tekan,TEKANU,TEKINU,1,1,150,HT116a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fire,paħħur,PAURU,NAURU,1,1,33,HT25a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),fire,paħħur,PAURU,PATIRU,1,1,1620,ZA12a,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fire,paħħur,PAURU,PATIRU,1,1,1621,ZA12b,Zakros,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),fire,paħħur,PAURU,PADARU,1,1,1597,TY2,Tylissos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),red,dašš,DASUSU,DASU,1,1,132,HT104,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),red,dašš,DASUSU,DASU,1,1,1206,KH74,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),red,dašš,DASUSU,RISUSU,1,1,148,HT115a,Haghia Triada - Casa Room 9,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),red,dašš,DASUSU,KISUSU,1,1,49,HT37,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),yellow,ħarki,ARUKUI,ARUKU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),white,ħarki,ARUKUI,ARUKU,1,1,12,HT9a,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,NUDU,1,1,52,HT40,Haghia Triada - Villa Magazine,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,104,HT85a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,113,HT92,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,126,HT99a,Haghia Triada - Casa Room 7,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,175,HT133,Haghia Triada - Casa del Lebete,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,1137,KH4,Khania,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,1145,KH11,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,1157,KH23,Khania,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,1598,TY3a,Tylissos,clay,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,1651,ZAWc2,Zakros,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ADU,1,1,1670,ARKH5,Arkhalkhori,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,APADU,1,1,1533,PKZa12,Palaikastro,stone,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,ANU,1,1,1454,PEZb,Petras,pottery/ceramic,Uncertain
Anatolian_IE,Anatolian IE (Luwian/Hittite),hot,ħand,ANUDU,AREDU,1,1,4,HT4,Haghia Triada - Portico 11 and Room 13,clay,LM IB
Anatolian_IE,Anatolian IE (Luwian/Hittite),cold,ekun,EKUNU,PAKUNU,1,1,1398,KNZc6,Knossos,,Uncertain
