gorila_id,inscription_id,num_signs,num_words,segmented_text,ground_truth_boundaries,predicted_boundaries,confidence
GOWc3,1685,4,1,"𐝬𐄑,𐄈",[],[],0.0000
HSZg1,1686,2,1,𐘇𐙁,[],[],0.0000
HT1,1,29,2,𐘿𐘽𐘉𐄁 | 𐘸𐘁𐄙𐄘𐄍𐙀𐘲𐄖𐘆𐘆𐘍𐘥𐄔𐄈𐙂𐘰𐘯𐄙𐄏𐘇𐘴𐘅𐘙𐄙𐄋,[3],[3],1.0000
HT100,128,40,1,𐝫𐛧𐄔𐄎𐜝𐝫𐝫𐛃𐄐𐄈𐘸𐄈𐙙𐄋𐛩𐄐𐄌𐙂𐘁𐄘𐄍𐘞𐘽𐙗𐄋𐝃𐘝𐄈𐝂𐝂𐙍𐄈𐝆𐜋𐄈𐝅𐜗𐄉𐜍𐝕,[],[],0.0000
HT101,129,41,1,𐙀𐘓𐘆𐛱𐄓𐜋𐄎𐜗𐄎𐜓𐄈𐘞𐘽𐙉𐄓𐄇𐙖𐄐𐚸𐄉𐙂𐘰𐝫𐝫𐜋𐄈—𐝫𐄑𐙘𐄉𐜓𐄈𐝫𐝫𐄉𐙋𐄇𐝃𐛺𐄇,[],[],0.0000
HT102,130,35,1,𐘾𐘂𐘞𐘽𐙉𐄡𐄖𐄌𐘰𐘝𐛭𐄒𐄉𐝫𐝫𐙇𐛭𐄒𐄉𐘆𐘭𐘅𐄐𐙁𐙀𐄉𐘣𐄐𐘚𐘾𐄋𐙂𐘁𐄢𐄕,[],[],0.0000
HT103,131,30,2,𐘉𐘷𐄁 | 𐘝𐄓𐘰𐘀𐙂𐘈𐘗𐝫𐝫𐄌𐝆𐙓𐄐𐄉𐘀𐙂𐘅𐄇𐘀𐙂𐘈𐘗𐄇𐘸𐘴𐄋𐝆,[2],[2],1.0000
HT104,132,28,3,𐘳𐘂𐄁 | 𐚷𐄁 | 𐘀𐙂𐘈𐘗𐘠𐄓𐄋𐝆𐘚𐘬𐘠𐄑𐝆𐘂𐘀𐘲𐘠𐄑𐄏𐙂𐘁𐄘𐄋,"[2, 4]","[2, 4]",1.0000
HT105,133,16,2,𐘾𐘂𐝫𐝫𐝫𐙇𐄚𐄒𐄊𐘞𐘽𐄁 | 𐙇𐄚𐄒𐄋,[11],[11],1.0000
HT106,134,22,2,𐘻𐘯𐘃𐙗𐄌𐝫𐘤𐄋𐝆𐘤𐄇—𐘀𐝫𐄁 | 𐄎𐝫𐝫𐘤𐄉𐝫𐝫,[14],[14],1.0000
HT107,135,10,2,𐝫𐝫𐄉𐝫 | 𐝫𐘃𐄗𐄌𐙸𐄍,[],[3],0.7500
HT108,136,26,2,𐘸𐘙𐘳𐘅𐙇𐄇𐛶𐄖—𐘆𐘅𐘁𐄈𐘬𐘲𐘝𐄋𐝫𐄁 | 𐝫𐘽𐘠𐄐𐘶𐝫𐝫,[18],[18],1.0000
HT109,137,20,2,𐝫𐝫𐘙𐄊𐝫 | 𐝫𐝫𐘳𐄊𐙂𐘁𐄙𐄑𐄏𐘇𐘴𐘶𐄙𐄑𐄉,[],[4],0.7500
HT10a,14,38,4,𐙂𐘝𐘲𐄁 | 𐘞𐙁𐄊𐄁 | 𐘂𐄁 | 𐘀𐘙𐄐𐄌𐝆𐘉𐙱𐘍𐄊𐙕𐄌𐘉𐙱𐘍𐄐𐄊𐝫𐙙𐘘𐄈𐝆𐘀𐘭𐘀𐄎𐘋𐘍𐄉,"[3, 7, 9]","[3, 7, 9]",1.0000
HT10b,15,24,1,𐘉𐘠𐄇𐘀𐘙𐄈𐘳𐘭𐘅𐄐𐄋𐙢𐘳𐄌𐝆𐘾𐘞𐘘𐄌𐘳𐘅𐘠𐄏𐝃,[],[],0.0000
HT110a,138,21,1,𐘤𐘬𐘟𐙂𐘻𐜚𐄑𐙂𐘂𐄇𐙂𐘁𐄙𐝫𐝫𐘝𐄐𐄋𐝫𐝫𐄕,[],[],0.0000
HT110b,139,25,2,𐙉𐝫𐝫𐘁𐄑𐜧𐄉𐝫𐝫𐄇𐙁𐄋𐝆𐝫𐄈𐘝𐄇𐝆𐝫 | 𐝫𐄇𐙁𐄈𐙕𐝕,[],[18],0.7500
HT111a,140,21,1,𐝫𐝫𐝫𐘿𐘾𐄎𐘌𐘞𐝫𐝫𐘌𐘘𐄎𐘆𐄐𐄊𐝫𐝫𐘝𐝫𐝫,[],[],0.0000
HT111b,141,19,1,𐝫𐝫𐄐𐄎𐘞𐘆𐄊𐝫𐝫𐄉𐘿𐝫𐘅𐝫𐝫𐘝𐄇𐝫𐝫,[],[],0.0000
HT112a,142,8,1,𐘐𐝫𐝫𐘹𐘂𐝫𐝫𐝫,[],[],0.0000
HT112b,143,7,1,𐝫𐙗𐄌𐝫𐝫𐝫𐝫,[],[],0.0000
HT113,144,16,2,𐘴𐘭𐘦𐝫𐝫𐘣𐘞𐄁 | 𐝫𐄐𐄐𐄐𐘵𐄈𐝆𐝫,[7],[7],1.0000
HT113ter,145,7,1,𐝫𐘻𐝫𐝫𐄊𐝫𐝫,[],[],0.0000
HT114a,146,15,1,𐘸𐘭𐘷𐘞𐘽𐙉𐄐𐙖𐄍𐘝𐄇𐙍𐄇𐘖𐄉,[],[],0.0000
HT114b,147,3,1,𐘞𐙍𐄏,[],[],0.0000
HT115a,148,51,3,𐘨𐘯𐘴𐘱𐄁 | 𐘚𐄁 | 𐛯𐘭𐘳𐙁𐘯𐘣𐄈𐙕𐘉𐘴𐘅𐘐𐘗𐘻𐘅𐄇𐘈𐙂𐘹𐝆𐘂𐘴𐘗𐄇𐘇𐘈𐘱𐝂𐝂𐝂𐝂𐘾𐘊𐘘𐄇𐘭𐘲𐙁𐝫𐘲𐄈𐝂𐝫𐝫,"[4, 6]","[4, 6]",1.0000
HT115b,149,39,5,𐝫𐘘𐄁 | 𐘂𐘴𐘗𐝆𐘠𐘯𐘱𐄁 | 𐘯𐘣𐄁 | 𐙉𐝆𐘬𐘰𐘅𐄇𐙂𐘘𐙁𐄁 | 𐘚𐝆𐙚𐘹𐘱𐄇𐘇𐘚𐝫𐄇𐜞𐄇𐙂𐘳𐝫,"[2, 10, 13, 23]","[2, 10, 13, 23]",1.0000
HT116a,150,57,5,𐘉𐘳𐘁𐄁 | 𐘃𐄁 | 𐙂𐘂𐘱𐙉𐄐𐄌𐘫𐘽𐄁 | 𐙉𐄓𐜉𐄋𐛉𐙉𐄐𐄌𐜓𐄇𐜗𐄌𐙋𐄉𐘢 | 𐘟𐘃𐙉𐄋𐙖𐝫𐄋𐜗𐄇𐛺𐄈𐘤𐘸𐘗𐙉𐄐𐄈𐙘𐄐𐄈𐘌𐘯𐙁𐙉𐄑𐙘𐄉,"[3, 5, 14]","[3, 5, 14, 29]",0.9375
HT116b,151,11,1,𐙂𐘁𐙉𐄙𐝫𐙘𐄐𐄋𐙖𐄐𐄍,[],[],0.0000
HT117a,152,82,5,𐙁𐘾𐘭𐘃𐄁 | 𐘸𐘁𐄁 | 𐘉𐘻𐘅𐘤𐄁 | 𐘉𐘲𐄇𐘻𐘹𐄇𐙂𐘴𐘕𐄇𐙁𐘘𐄇𐙂𐘰𐘯𐄇𐘹𐘶𐙁𐄇𐘉𐘆𐘻𐄇𐘻𐘘𐘳𐘴𐘙𐄇𐘃𐘱𐘙𐄇𐘅𐘀𐘙𐄇𐙂𐘁𐄐—𐘞𐘳𐄁 | 𐙂𐙂𐘀𐘴𐄇𐘺𐘞𐘚𐘠𐄇𐘀𐘻𐘯𐄇𐘀𐘗𐙂𐘠𐄇𐘸𐘀𐘁𐄇,"[4, 7, 12, 58]","[4, 7, 12, 58]",1.0000
HT117b,153,12,2,𐘐𐘹𐘗𐄁 | 𐙂𐘙𐘶𐄇𐘆𐘸𐘈𐄇,[3],[3],1.0000
HT118,154,33,3,𐙄𐄁 | 𐛀𐄁 | 𐙁𐘆𐄐𐄋𐘸𐄐𐘌𐘌𐘘𐄌𐘸𐄊𐘇𐘭𐘲𐄊𐘸𐄇𐘭𐘘𐙁𐄐𐙂𐘁𐄒𐘸𐄐𐄋𐝫,"[1, 3]","[1, 3]",1.0000
HT119,155,34,1,𐙳𐄒𐄊𐙇𐄕𐄍𐘭𐘻𐘤𐄐𐄉𐘺𐘱𐄐𐙂𐘰𐘅𐘹𐄍𐘠𐄍𐘱𐚅𐄐𐙚𐘹𐄈𐙳𐘶𐄎𐙂𐘁𐄙𐄕,[],[],0.0000
HT11a,16,27,2,𐘇𐘘𐘴𐝫𐄁 | 𐝫𐄉𐘾𐘁𐘅𐄈𐙮𐘭𐄇𐙂𐘁𐄐𐘇𐘲𐘱𐄇𐙇𐘚𐄉𐘷𐄐𐄋,[4],[4],1.0000
HT11b,17,27,2,𐝫𐘦𐘯𐘘𐘽𐙅𐘾𐄓𐘾𐄒𐘾𐄔𐘘𐙀𐘅𐘾𐄒𐘞𐘿𐘭𐄁 | 𐘾𐄒𐙂𐘁𐄙𐄗,[20],[20],1.0000
HT12,18,30,4,𐘌𐘠𐘀𐘃𐄁 | 𐜉𐄋𐙘𐄋𐘿𐘹𐘗𐄁 | 𐚻𐄇𐘡𐄒𐛢𐄁 | 𐙈𐄋𐜚𐄉𐘝𐄇𐚼𐝇𐘀𐘚𐄔,"[4, 12, 18]","[4, 12, 18]",1.0000
HT120,156,35,3,𐘀𐘿𐘴𐄁 | 𐘀𐘋𐛷𐄖𐄊𐛭𐄕𐄈𐝆𐝀𐘀𐘉𐘪𐄁 | 𐘚𐛭𐄑𐘸𐘙𐘳𐘅𐛳𐄕𐛭𐄓𐄎𐘂𐘚𐘄𐄉𐝂,"[3, 17]","[3, 17]",1.0000
HT121,157,17,1,𐘸𐘭𐘷𐜘𐄐𐘞𐘽𐙉𐄋𐙖𐄊𐘝𐄈𐙍𐄉𐘖𐄉,[],[],0.0000
HT122a,158,73,3,𐝫𐘴𐘭𐄁 | 𐘉𐘦𐘍𐄈𐝫𐝫𐄈𐘀𐘤𐙈𐄈𐘂𐝫𐄁 | 𐝫𐘆𐄇𐘃𐘸𐄈𐘌𐙠𐘚𐄉𐘱𐘻𐘀𐘙𐄇𐘤𐘀𐘙𐄇𐙰𐘆𐘴𐄇𐘂𐘦𐄇𐙂𐘰𐘯𐄇𐘂𐘳𐘗𐄇𐙚𐘹𐄇𐝫𐘬𐄇𐙂𐘰𐘯𐄇𐘀𐘭𐘀𐄇𐙂𐘁𐄒𐄇𐙂𐘀𐄇,"[3, 17]","[3, 17]",1.0000
HT122b,159,40,3,𐘧𐘆𐄁 | 𐚆𐄁 | 𐙇𐝫𐝫𐙚𐘸𐘷𐄍𐝫𐝫𐘇𐘴𐘶𐘉𐘦𐘍𐄈𐘌𐘌𐘘𐄈𐘆𐄈𐘀𐘙𐄈𐙂𐘁𐄕𐄋𐘊𐘄𐙂𐘁𐄘𐄍,"[2, 4]","[2, 4]",1.0000
HT123+124a,160,68,3,𐘸𐘳𐘚𐄁 | 𐙋𐄒𐄇𐙜𐄎𐝃𐘸𐘁𐄇𐝎𐘫𐙍𐙋𐄒𐄇𐝆𐙜𐄎𐝕𐘸𐘁𐝎𐘞𐘘𐙋𐄐𐄌𐙜𐄊𐝀𐝫𐝫𐘸𐘁𐝕𐘀𐘹𐙋𐄐𐄋𐙜𐄊𐝃𐘸𐘁𐝕𐙂𐘁𐙋𐄘𐄉𐝆𐙜𐄁 | 𐙂𐘁𐝫𐄑𐄋𐝅𐘸𐘁𐄌𐝫,"[3, 57]","[3, 57]",1.0000
HT123+124b,161,46,3,𐙓𐙜𐄐𐄇𐙢𐄇𐝕𐘠𐘀𐘳𐄁 | 𐘢𐘞𐄊𐙓𐄇𐙓𐘬𐄁 | 𐄐𐘹𐘂𐘆𐘀𐝆𐝉𐘾𐘅𐝫𐝫𐘤𐘬𐝀𐘬𐙁𐘚𐘅𐝃𐝄𐙂𐘁𐄑𐘸𐘁𐄋𐝫,"[10, 18]","[10, 18]",1.0000
HT125a,162,23,1,𐝫𐝫𐘽𐝫𐝫𐜓𐄇𐝂𐜋𐝫𐝫𐜗𐄇𐝆𐝫𐝫𐘞𐘽𐙉𐄈𐙖𐝫𐄇,[],[],0.0000
HT125b,163,17,1,𐝫𐝫𐝫𐄑𐝫𐘙𐘷𐛭𐄑𐛵𐄍𐝆𐙘𐄐𐘝𐄑𐄉,[],[],0.0000
HT126a,164,35,4,𐘀𐘅𐘤𐄁 | 𐙪𐄁 | 𐘇𐘅𐝫𐄁 | 𐝫𐄇𐘉𐝫𐝫𐝆𐘤𐘆𐘱𐄇𐝫𐝫𐘉𐘪𐄇𐘢𐝫𐝫𐄕𐄈𐝫𐝫𐄈𐝫𐝫,"[3, 5, 9]","[3, 5, 9]",1.0000
HT126b,165,18,2,𐝫𐙙𐄉𐝫𐄌𐙆𐄊𐄁 | 𐘐𐝫𐝫𐝫𐙆𐝫𐝫𐘹𐄌𐝫,[7],[7],1.0000
HT127a,166,13,2,𐝫𐝫𐘬𐘗𐘻𐄇𐝫𐝫𐜝 | 𐘀𐘨𐙂𐄇,[],[8],0.7500
HT127b,167,33,1,𐝫𐝫𐝫𐘗𐄐𐄉𐝫𐙂𐘁𐙛𐄙𐄔𐄌𐙂𐄖𐄈𐛫𐄑𐄊𐛖𐄐𐄋𐙕𐄐𐄇𐛖𐄐𐄊𐙂𐘁𐄚𐄘𐄈,[],[],0.0000
HT128a,168,36,2,𐙲𐄁 | 𐘂𐘴𐘹𐘘𐘯𐘈𐘋𐙉𐝫𐄐𐘮𐘹𐙁𐘙𐛲𐄐𐄈𐝫𐝫𐘻𐘳𐛭𐝆𐝫𐛲𐄌𐘆𐝫𐛲𐄊𐙁𐘭𐝫𐝫,[1],[1],1.0000
HT128b,169,13,2,𐛲𐄌𐙇𐙵𐛲𐄇𐘘𐝫𐄁 | 𐝫𐛲𐄌𐝫,[8],[8],1.0000
HT129,170,30,1,𐘸𐘙𐘷𐙉𐄒𐄉𐝆𐝁𐙘𐄐𐘝𐄑𐄈𐘹𐘐𐘭𐘅𐙉𐄓𐝆𐜉𐄇𐝫𐝫𐜓𐄌𐝫𐙖𐝫𐝫,[],[],0.0000
HT13,19,43,3,𐘾𐘉𐘦𐘳𐙍𐄁 | 𐘃𐄁 | 𐘙𐘍𐄋𐝫𐝆𐝫𐘃𐘹𐄔𐄌𐘃𐘸𐄑𐄍𐝆𐙂𐙀𐘝𐄐𐄎𐘀𐘤𐙈𐄐𐄏𐘚𐘬𐘗𐘤𐄋𐙂𐘁𐄙𐄒𐝆,"[5, 7]","[5, 7]",1.0000
HT130,171,24,1,𐝫𐝫𐘤𐄉𐘞𐘽𐙗𐝫𐝫𐝫𐘽𐝫𐝫𐙂𐘁𐝫—𐘤𐙗𐄎𐘝𐄌𐙍𐄉,[],[],0.0000
HT131a,172,27,1,𐝫𐝫𐘝𐄕𐄈𐙂𐝫𐝫𐄛𐄔𐄉𐘚𐘌𐙈𐙉𐄔𐄎𐝫𐝫𐙖𐄐𐄈𐝆𐙘𐄐𐄈𐝕,[],[],0.0000
HT131b,173,21,1,𐝫𐝫𐘝𐄒𐝫𐝫𐙋𐄈𐛼𐝫—𐘊𐘄𐙂𐘁𐝫𐄜𐄔𐄈𐝆𐝫,[],[],0.0000
HT132,174,19,4,𐘇𐘈𐄁 | 𐙫𐄋𐘌𐘙𐘄𐄁 | 𐘓𐄑𐄍𐘰𐄁 | 𐙙𐄇𐝫𐝫𐝫,"[2, 8, 13]","[2, 8, 13]",1.0000
HT133,175,7,2,𐘇𐘬𐄁 | 𐘃𐛬𐄔𐄋,[2],[2],1.0000
HT135a,176,23,2,𐝫𐝫𐘗𐘻𐘅𐄐𐝫𐝫𐘻𐘹𐄁 | 𐘻𐘾𐝫𐝫𐄇𐘅𐘐𐘗𐝫𐝫𐘻𐄈,[10],[10],1.0000
HT135b,177,7,2,𐝫𐄁 | 𐝫𐘳𐘗𐝫𐄈,[1],[1],1.0000
HT136a,178,9,1,𐝫𐘓𐄒𐝫𐝫𐄑𐄉𐝫𐝫,[],[],0.0000
HT136b,179,6,1,𐝫𐝫𐄑𐄊𐝫𐝫,[],[],0.0000
HT137,180,14,1,𐝫𐝫𐘷𐙉𐝫𐄉𐝫𐜗𐄌𐝫𐝫𐙖𐄈𐝫,[],[],0.0000
HT139,181,16,2,𐝫𐘫 | 𐙁𐙂𐝫𐝫𐙉𐝫𐄇𐙖𐝆𐝫𐘾𐘽𐝫𐝫,[],[1],0.7500
HT14,20,32,3,𐘫𐙍𐄁 | 𐘃𐄁 | 𐙉𐄒𐜗𐄉𐜉𐄉𐙘𐄏𐙋𐄐𐄉𐘇𐘜𐘅𐘬𐙉𐄓𐄋𐜗𐄋𐜉𐄊𐙘𐄌𐙋𐄐𐄊,"[2, 4]","[2, 4]",1.0000
HT140,182,55,6,𐘉𐘟𐘤𐄁 | 𐙅𐘤𐘝𐄁 | 𐄇𐝫𐘧𐘆𐄁 | 𐜓𐄇𐝆𐄁 | 𐘉𐘟𐘤𐝫𐄁 | 𐙅𐘤𐙈𐘾𐄉𐘾𐝫𐝫𐙁𐝫𐝫𐘾𐝫𐝫𐄊𐜋𐄉𐘾𐄇𐜋𐄇𐝫𐘾𐄇𐜋𐄈𐘾𐘂𐝆𐝫𐜋𐄌𐝆,"[3, 7, 12, 16, 21]","[3, 7, 12, 16, 21]",1.0000
HT141,183,11,1,𐝫𐝫𐄇𐘇𐘭𐝫𐝫𐘘𐘆𐝫𐝫,[],[],0.0000
HT142,184,5,1,𐝫𐝫𐝫𐝫𐝫,[],[],0.0000
HT144,185,5,2,𐄁 | 𐘵𐝫𐝫𐝫,[0],[0],1.0000
HT146,186,15,1,𐝫𐝫𐘿𐝫𐝫𐄒𐘭𐙙𐄒𐙁𐄒𐘭𐘾𐘳𐄒,[],[],0.0000
HT147,187,10,1,𐝫𐝫𐘴𐝅𐝫𐝆𐝫𐘝𐝫𐝫,[],[],0.0000
HT15,21,19,2,𐘉𐘟𐘤𐙉𐘬𐙌𐘇𐄞𐄗𐄊𐛹𐄝𐄖𐙓𐄁 | 𐘸𐘁𐄜𐝫,[14],[14],1.0000
HT154.,188,15,2,𐛀𐄁 | 𐘠𐝫𐝫𐄙𐝫𐄍𐝫𐝫𐄓𐝫𐘸𐝫𐝫,[1],[1],1.0000
HT154a,189,20,1,𐝫𐘹𐘋𐘂𐘱𐝫𐝫𐙋𐝫𐝫𐙉𐝫𐝫𐝫𐙂𐄌𐝫𐝫𐘳𐄌,[],[],0.0000
HT154b,190,2,2,𐄁 | 𐙉,[0],[0],1.0000
HT154c,191,8,2,𐝫 | 𐝫𐘅𐝫𐝫𐄈𐝆𐝫,[],[0],0.7500
HT154e,192,9,1,𐝫𐝫𐘝𐄐𐄊𐝫𐝫𐄉𐝃,[],[],0.0000
HT154g,193,5,1,𐝫𐝫𐄌𐝆𐝫,[],[],0.0000
HT154ja,194,7,2,𐝫𐝫 | 𐝫𐘯𐘃𐝫𐝫,[],[1],0.7500
HT154jb,195,3,1,𐝫𐝫𐝫,[],[],0.0000
HT154k,196,5,1,𐝫𐝫𐝫𐄈𐝫,[],[],0.0000
HT154l,197,4,1,𐝫𐝫𐄈𐝫,[],[],0.0000
HT154m,198,2,1,𐝫𐝫,[],[],0.0000
HT154n,199,10,1,𐝫𐝫𐘤𐝫𐝫𐄌𐘤𐝫𐝫𐝫,[],[],0.0000
HT16,22,18,3,𐘾𐙂𐘂𐄁 | 𐘆𐘅𐘉𐝄𐄁 | 𐘮𐝁𐜇𐝃𐝄𐘞𐘊𐘼𐝇,"[3, 8]","[3, 8]",1.0000
HT17,23,16,3,𐘴󽇫𐘠𐄁 | 𐘃𐄁 | 𐙍𐄒𐄍𐘞𐘁𐄐𐘤𐘀𐘙𐄋,"[3, 5]","[3, 5]",1.0000
HT18,24,14,1,𐘂𐘈𐛱𐄑𐜓𐄈𐙘𐄉𐘞𐘽𐙉𐄐𐘝𐄐,[],[],0.0000
HT19,25,18,3,𐘴𐙐𐘠𐄁 | 𐘃𐄁 | 𐙍𐄒𐘞𐘁𐄋𐝆𐘬𐘋𐘆𐄓𐄉𐝆,"[3, 5]","[3, 5]",1.0000
HT2,2,28,2,𐘇𐘾𐘘𐄁 | 𐜋𐄑𐝫𐝫𐜊𐄐𐄍𐜎𐄉𐝫𐝫𐘸𐘙𐘳𐘅𐜋𐄔𐄊𐝫𐝫𐜊𐄓𐄍𐄇,[3],[3],1.0000
HT20,26,24,3,𐘂𐘁𐘲𐄁 | 𐙂𐙁𐘶𐝃𐘿𐙂𐘙𐄁 | 𐘆𐝆𐘑𐝄𐘞𐘙𐘶𐝄𐘮𐝃𐜇𐝆,"[3, 11]","[3, 11]",1.0000
HT21,27,23,3,𐘢𐘳𐘾𐘈𐄁 | 𐘃𐄁 | 𐙉𐄙𐄕𐄇𐜋𐄐𐄇𐜎𐄉𐝕𐙘𐄍𐝕𐙋𐄇𐝃,"[4, 6]","[4, 6]",1.0000
HT22,28,9,1,𐝫𐛸𐄚𐄒—𐜣𐄙𐄐𐄉,[],[],0.0000
HT23a,29,38,2,𐘾𐘅𐄁 | 𐙗𐝁𐙜𐝅𐜍𐝅𐜖𐝅𐜏𐝅𐛚𐝅𐙍𐄐𐚹𐄐𐚺𐄐𐘡𐄐𐄍𐘐𐘭𐘹𐘌𐝇𐘞𐘞𐘋𐝇𐛊𐄐𐘺𐘘𐄇,[2],[2],1.0000
HT23b,30,20,1,𐘝𐘴𐙗𐝁𐙖𐝫𐝁𐛚𐝫𐘕𐝫𐚻𐝫𐚹𐄇𐝫𐘡𐄍𐝫𐝫,[],[],0.0000
HT24a,31,34,1,𐙂𐘰𐘭𐘱𐘸𐙁𐘘𐝫𐝫𐄌𐙁𐘘𐘋𐄐𐝫𐄏𐝆𐙁𐘘𐘋𐄌𐘂𐘞𐘭𐘱𐙁𐘘𐘋𐝫𐘘𐘚𐘺𐛢𐝫,[],[],0.0000
HT24b,32,11,1,𐝫𐙈𐄇𐝕𐛋𐙈𐄇𐝕𐛒𐙈𐄇,[],[],0.0000
HT25a,33,44,1,𐝫𐝫𐄇𐘆𐘅𐘉𐝫𐝫𐘘𐘝𐄇𐘉𐘙𐘣𐄇𐘆𐘅𐘉𐄇𐘇𐘭𐘝𐘳𐄇𐘹𐘿𐘯𐝫𐝫𐙀𐘶𐘜𐄇𐘬𐘘𐘣𐝫𐝫𐘚𐘸𐘴𐄇𐘂𐄇,[],[],0.0000
HT25b,34,22,2,𐝫𐝫𐙂𐘁𐄐𐄌𐘣𐘃𐘁𐄁 | 𐘚𐘠𐙇𐄑𐄎𐙇𐄑𐄊𐙂𐘁𐄔𐄈,[9],[9],1.0000
HT26a,35,22,3,𐜮𐄁 | 𐙢𐘃𐘃𐄁 | 𐘳𐘠𐄑𐄇𐘻𐘸𐘈𐘅𐄐𐄋𐘉𐘯𐘐𐄋𐝫𐝫,"[1, 5]","[1, 5]",1.0000
HT26b,36,26,3,𐄁 | 𐜮𐄁 | 𐙇𐄏𐝫𐘁𐘝𐄉𐘾𐘉𐙀𐘝𐄊𐛖𐄐𐄈𐘚𐙜𐄈𐝫𐙓𐙅𐄍𐝫𐝫,"[0, 2]","[0, 2]",1.0000
HT27a,37,58,4,𐘠𐘝𐘳𐄁 | 𐙛𐄁 | 𐙇𐄘𐝫𐄔𐙅𐄔𐄇𐘙𐄑𐝫𐘚𐘻𐘞𐘴𐄓𐄉𐝫𐘿𐄑𐄇𐘸𐘀𐝫𐝫𐘸𐙠𐄁 | 𐙂𐙙𐝫𐝫𐘞𐘴𐘆𐄋𐙇𐄓𐄈𐙂𐘁𐄛𐄒𐄋𐙗𐄏𐝕𐝁𐘝𐄐𐝁𐙍𐄍,"[3, 5, 32]","[3, 5, 32]",1.0000
HT27b,38,43,11,𐝫𐘻𐘀𐄁 | 𐛾𐄁 | 𐘞𐄍𐝫𐙍𐄁 | 𐙉𐄁 | 𐘞𐄇𐘙𐄐𐄊𐙍𐄁 | 𐘤𐄁 | 𐝫𐘂𐘈𐄁 | 𐛽𐄁 | 𐘞𐄊𐘙𐄖𐙍𐝫𐄁 | 𐝫𐙉𐄁 | 𐘞𐄊𐘙𐝫𐄓,"[3, 5, 10, 12, 19, 21, 25, 27, 34, 37]","[3, 5, 10, 12, 19, 21, 25, 27, 34, 37]",1.0000
HT28a,39,44,3,𐘇𐘤𐘱𐘾𐄁 | 𐘱𐘐𐄁 | 𐛱𐄋𐜋𐄈𐜓𐝆𐜗𐄇𐜖𐝉𐘞𐘽𐜉𐄇𐘝𐄈𐙍𐄉𐛧𐙍𐄌𐘇𐘘𐘀𐘴𐙉𐄋𐙘𐄈𐜉𐄉𐘚𐘳𐘱𐜉𐄐,"[4, 7]","[4, 7]",1.0000
HT28b,40,36,3,𐘇𐘤𐘱𐘾𐄁 | 𐘉𐘻𐘅𐘤𐄁 | 𐘞𐘽𐙉𐄑𐜉𐄋𐘝𐄈𐙍𐄊𐘫𐘽𐘝𐄌𐘱𐘐𐙍𐄌𐘣𐘆𐘅𐜉𐄉𐙍𐄉𐝃,"[4, 9]","[4, 9]",1.0000
HT29,41,36,4,𐘘𐙁𐘳𐄈𐝫𐄁 | 𐄇𐘂𐘱𐘙𐄈𐝫𐝫𐘆𐘱𐘚𐄈𐘞𐙯𐘻𐄇𐄁 | 𐝫 | 𐘸𐘳𐄈𐘇𐘙𐘀𐘚𐄈𐘾𐘬𐙁𐘗𐄇,"[5, 21]","[5, 21, 22]",0.9167
HT3,3,46,3,𐝫 | 𐝫𐙁𐝫𐝫𐘆𐘅𐝫𐄈𐘿𐘽𐘱𐝫𐝫𐄈𐘆𐄈𐝫𐝫𐄊𐘕𐘘𐄇𐘘𐝫 | 𐝫𐘤𐘹𐘽𐘙𐄋𐘆𐝫𐝫𐙂𐘰𐘯𐄉𐝫𐝫𐙁𐘆𐄈𐝫𐘀𐝫,[],"[0, 24]",0.7500
HT30,42,43,2,𐘤𐄊𐘞𐘽𐙗𐝫𐝫𐄐𐄊𐝆𐘝𐄍𐝂𐙍𐄎𐝆𐜐𐝓𐚻𐝂𐘞𐘴𐘴𐝆𐘖𐄇𐘸𐘁𐄁 | 𐙗𐄎𐘝𐝓𐙍𐝆𐘖𐄇𐝫𐝫𐝂𐜐𐝂𐝫,[28],[28],1.0000
HT31,43,50,4,𐄁 | 𐝫𐘠𐘞𐄁 | 𐘫𐘺𐄁 | 𐚪𐝫𐝫𐄋𐚢𐘌𐘰𐄐𐚯𐘲𐘫𐄐𐝫𐚰𐘾𐘁𐘰𐄐𐘞𐘱𐙁𐄒𐝫𐝫𐄐𐘸𐘦𐙁𐙯𐘅𐚢𐄜𐚢𐘲𐘰𐘴𐄛𐚢𐘂𐘳𐘿𐄤,"[0, 4, 7]","[0, 4, 7]",1.0000
HT32,44,33,3,𐙛𐘞𐘽𐄁 | 𐙜𐝆𐜍𐝆𐝇𐚻𐄇𐝇𐚹𐄇𐛚𐄇𐘲𐘙𐄁 | 𐄙𐄎𐘆𐄕𐄋𐜍𐝫𐝫𐘙𐄙𐄊𐘆𐄔𐄉,"[3, 18]","[3, 18]",1.0000
HT33,45,24,2,𐘞𐘽𐄁 | 𐜫𐚺𐄇𐝃𐚹𐝉𐝋𐝫𐝫𐄉𐛆𐝃𐝉𐛜𐝂𐙙𐄘𐜦𐄙𐛐𐄙,[2],[2],1.0000
