gorila_id,inscription_id,num_signs,num_words,segmented_text,ground_truth_boundaries,predicted_boundaries,confidence
HTWa1099,301,1,1,𐘁,[],[],0.0000
HTWa1100,302,1,1,𐘁,[],[],0.0000
HTWa1101,303,1,1,𐘁,[],[],0.0000
HTWa1102,304,1,1,𐘁,[],[],0.0000
HTWa1103,305,1,1,𐘁,[],[],0.0000
HTWa1104,306,1,1,𐘁,[],[],0.0000
HTWa1105,307,1,1,𐘁,[],[],0.0000
HTWa1106,308,1,1,𐘁,[],[],0.0000
HTWa1107,309,1,1,𐘁,[],[],0.0000
HTWa1108,310,1,1,𐘁,[],[],0.0000
HTWa1109,311,1,1,𐘁,[],[],0.0000
HTWa1110,312,1,1,𐘁,[],[],0.0000
HTWa1111,313,1,1,𐘁,[],[],0.0000
HTWa1112,314,1,1,𐘁,[],[],0.0000
HTWa1113,315,1,1,𐘁,[],[],0.0000
HTWa1114,316,1,1,𐘁,[],[],0.0000
HTWa1115,317,1,1,𐘁,[],[],0.0000
HTWa1116,318,1,1,𐘁,[],[],0.0000
HTWa1117,319,1,1,𐘁,[],[],0.0000
HTWa1118,320,1,1,𐘁,[],[],0.0000
HTWa1119,321,1,1,𐘁,[],[],0.0000
HTWa1120,322,1,1,𐘁,[],[],0.0000
HTWa1121,323,1,1,𐘁,[],[],0.0000
HTWa1122,324,1,1,𐘃,[],[],0.0000
HTWa1123,325,1,1,𐘃,[],[],0.0000
HTWa1124,326,1,1,𐘃,[],[],0.0000
HTWa1125,327,1,1,𐘃,[],[],0.0000
HTWa1126,328,1,1,𐘃,[],[],0.0000
HTWa1127,329,1,1,𐘃,[],[],0.0000
HTWa1128,330,1,1,𐘃,[],[],0.0000
HTWa1129,331,1,1,𐘃,[],[],0.0000
HTWa1130,332,1,1,𐘃,[],[],0.0000
HTWa1131,333,1,1,𐘃,[],[],0.0000
HTWa1132,334,1,1,𐘃,[],[],0.0000
HTWa1133,335,1,1,𐘃,[],[],0.0000
HTWa1134,336,1,1,𐘃,[],[],0.0000
HTWa1135,337,1,1,𐘃,[],[],0.0000
HTWa1136,338,1,1,𐘃,[],[],0.0000
HTWa1137,339,1,1,𐘃,[],[],0.0000
HTWa1138,340,1,1,𐘃,[],[],0.0000
HTWa1139,341,1,1,𐘃,[],[],0.0000
HTWa1140,342,1,1,𐘃,[],[],0.0000
HTWa1141,343,1,1,𐘃,[],[],0.0000
HTWa1142,344,1,1,𐘃,[],[],0.0000
HTWa1143,345,1,1,𐘃,[],[],0.0000
HTWa1144,346,1,1,𐘃,[],[],0.0000
HTWa1145,347,1,1,𐘃,[],[],0.0000
HTWa1146,348,1,1,𐘃,[],[],0.0000
HTWa1147,349,1,1,𐘇,[],[],0.0000
HTWa1148,350,1,1,𐘇,[],[],0.0000
HTWa1149,351,1,1,𐘇,[],[],0.0000
HTWa1150,352,1,1,𐘚,[],[],0.0000
HTWa1151,353,1,1,𐘚,[],[],0.0000
HTWa1152,354,1,1,𐘚,[],[],0.0000
HTWa1153,355,1,1,𐘚,[],[],0.0000
HTWa1154,356,1,1,𐘚,[],[],0.0000
HTWa1155,357,1,1,𐘚,[],[],0.0000
HTWa1156,358,1,1,𐘚,[],[],0.0000
HTWa1157,359,1,1,𐘚,[],[],0.0000
HTWa1158,360,1,1,𐘚,[],[],0.0000
HTWa1159,361,1,1,𐘚,[],[],0.0000
HTWa1160,362,1,1,𐘚,[],[],0.0000
HTWa1161,363,1,1,𐘚,[],[],0.0000
HTWa1162,364,1,1,𐘚,[],[],0.0000
HTWa1163,365,1,1,𐘚,[],[],0.0000
HTWa1164,366,1,1,𐘚,[],[],0.0000
HTWa1165,367,1,1,𐘚,[],[],0.0000
HTWa1166,368,1,1,𐘚,[],[],0.0000
HTWa1167,369,1,1,𐘚,[],[],0.0000
HTWa1168,370,1,1,𐘚,[],[],0.0000
HTWa1169,371,1,1,𐘚,[],[],0.0000
HTWa1170,372,1,1,𐘚,[],[],0.0000
HTWa1171,373,1,1,𐘚,[],[],0.0000
HTWa1172,374,1,1,𐘚,[],[],0.0000
HTWa1173,375,1,1,𐘚,[],[],0.0000
HTWa1174,376,1,1,𐘚,[],[],0.0000
HTWa1175,377,1,1,𐘤,[],[],0.0000
HTWa1176,378,1,1,𐘤,[],[],0.0000
HTWa1177,379,1,1,𐘤,[],[],0.0000
HTWa1178,380,1,1,𐘤,[],[],0.0000
HTWa1179,381,1,1,𐘤,[],[],0.0000
HTWa1180,382,1,1,𐘤,[],[],0.0000
HTWa1181,383,1,1,𐘤,[],[],0.0000
HTWa1182,384,1,1,𐘤,[],[],0.0000
HTWa1183,385,1,1,𐘤,[],[],0.0000
HTWa1184,386,1,1,𐘤,[],[],0.0000
HTWa1185,387,1,1,𐘤,[],[],0.0000
HTWa1186,388,1,1,𐘤,[],[],0.0000
HTWa1187,389,1,1,𐘤,[],[],0.0000
HTWa1188,390,1,1,𐘤,[],[],0.0000
HTWa1189,391,1,1,𐘤,[],[],0.0000
HTWa1190,392,1,1,𐘤,[],[],0.0000
HTWa1191,393,1,1,𐘤,[],[],0.0000
HTWa1192,394,1,1,𐘤,[],[],0.0000
HTWa1193,395,1,1,𐘤,[],[],0.0000
HTWa1194,396,1,1,𐘤,[],[],0.0000
HTWa1195,397,1,1,𐘤,[],[],0.0000
HTWa1196,398,1,1,𐘤,[],[],0.0000
HTWa1197,399,1,1,𐘤,[],[],0.0000
HTWa1198,400,1,1,𐘤,[],[],0.0000
HTWa1199,401,1,1,𐘤,[],[],0.0000
HTWa1200,402,1,1,𐘤,[],[],0.0000
HTWa1201,403,1,1,𐘤,[],[],0.0000
HTWa1202,404,1,1,𐘤,[],[],0.0000
HTWa1203,405,1,1,𐘤,[],[],0.0000
HTWa1204,406,1,1,𐘤,[],[],0.0000
HTWa1205,407,1,1,𐘤,[],[],0.0000
HTWa1206,408,1,1,𐘤,[],[],0.0000
HTWa1207,409,1,1,𐘤,[],[],0.0000
HTWa1208,410,1,1,𐘤,[],[],0.0000
HTWa1209,411,1,1,𐘤,[],[],0.0000
HTWa1210,412,1,1,𐘤,[],[],0.0000
HTWa1211,413,1,1,𐘤,[],[],0.0000
HTWa1212,414,1,1,𐘤,[],[],0.0000
HTWa1213,415,1,1,𐘤,[],[],0.0000
HTWa1214,416,1,1,𐘤,[],[],0.0000
HTWa1215,417,1,1,𐘤,[],[],0.0000
HTWa1216,418,1,1,𐘤,[],[],0.0000
HTWa1217,419,1,1,𐘤,[],[],0.0000
HTWa1218,420,1,1,𐘤,[],[],0.0000
HTWa1219,421,1,1,𐘤,[],[],0.0000
HTWa1220,422,1,1,𐘤,[],[],0.0000
HTWa1221,423,1,1,𐘤,[],[],0.0000
HTWa1222,424,1,1,𐘤,[],[],0.0000
HTWa1223,425,1,1,𐘤,[],[],0.0000
HTWa1224,426,1,1,𐘤,[],[],0.0000
HTWa1225,427,1,1,𐘤,[],[],0.0000
HTWa1226,428,1,1,𐘤,[],[],0.0000
HTWa1227,429,1,1,𐘤,[],[],0.0000
HTWa1228,430,1,1,𐘤,[],[],0.0000
HTWa1229,431,1,1,𐘤,[],[],0.0000
HTWa1230,432,1,1,𐘤,[],[],0.0000
HTWa1231,433,1,1,𐘤,[],[],0.0000
HTWa1232,434,1,1,𐘤,[],[],0.0000
HTWa1233,435,1,1,𐘤,[],[],0.0000
HTWa1234,436,1,1,𐘤,[],[],0.0000
HTWa1235,437,1,1,𐘤,[],[],0.0000
HTWa1236,438,1,1,𐘤,[],[],0.0000
HTWa1237,439,1,1,𐘤,[],[],0.0000
HTWa1238,440,1,1,𐘤,[],[],0.0000
HTWa1239,441,1,1,𐘤,[],[],0.0000
HTWa1240,442,1,1,𐘤,[],[],0.0000
HTWa1241,443,1,1,𐘤,[],[],0.0000
HTWa1242,444,1,1,𐘤,[],[],0.0000
HTWa1243,445,1,1,𐘤,[],[],0.0000
HTWa1244,446,1,1,𐘤,[],[],0.0000
HTWa1245,447,1,1,𐘤,[],[],0.0000
HTWa1246,448,1,1,𐘤,[],[],0.0000
HTWa1247,449,1,1,𐘤,[],[],0.0000
HTWa1248,450,1,1,𐘤,[],[],0.0000
HTWa1249,451,1,1,𐘤,[],[],0.0000
HTWa1250,452,1,1,𐘤,[],[],0.0000
HTWa1251,453,1,1,𐘤,[],[],0.0000
HTWa1252,454,1,1,𐘤,[],[],0.0000
HTWa1253,455,1,1,𐘤,[],[],0.0000
HTWa1254,456,1,1,𐘤,[],[],0.0000
HTWa1255,457,1,1,𐘤,[],[],0.0000
HTWa1256,458,1,1,𐘤,[],[],0.0000
HTWa1257,459,1,1,𐘤,[],[],0.0000
HTWa1258,460,1,1,𐘤,[],[],0.0000
HTWa1259,461,1,1,𐘤,[],[],0.0000
HTWa1260,462,1,1,𐘤,[],[],0.0000
HTWa1261,463,1,1,𐘤,[],[],0.0000
HTWa1262,464,1,1,𐘤,[],[],0.0000
HTWa1263,465,1,1,𐘤,[],[],0.0000
HTWa1264,466,1,1,𐘤,[],[],0.0000
HTWa1265,467,1,1,𐘤,[],[],0.0000
HTWa1266,468,1,1,𐘤,[],[],0.0000
HTWa1267,469,1,1,𐘳,[],[],0.0000
HTWa1268,470,1,1,𐘳,[],[],0.0000
HTWa1269,471,1,1,𐘳,[],[],0.0000
HTWa1270,472,1,1,𐘳,[],[],0.0000
HTWa1271,473,1,1,𐘳,[],[],0.0000
HTWa1272,474,1,1,𐘳,[],[],0.0000
HTWa1273,475,1,1,𐘳,[],[],0.0000
HTWa1274,476,1,1,𐘳,[],[],0.0000
HTWa1275,477,1,1,𐘳,[],[],0.0000
HTWa1276,478,1,1,𐘳,[],[],0.0000
HTWa1277,479,1,1,𐘳,[],[],0.0000
HTWa1278,480,1,1,𐘳,[],[],0.0000
HTWa1279,481,1,1,𐘵,[],[],0.0000
HTWa1280,482,1,1,𐘵,[],[],0.0000
HTWa1281,483,1,1,𐘵,[],[],0.0000
HTWa1282,484,1,1,𐘼,[],[],0.0000
HTWa1283,485,1,1,𐘼,[],[],0.0000
HTWa1284,486,1,1,𐘼,[],[],0.0000
HTWa1285,487,1,1,𐘼,[],[],0.0000
HTWa1286,488,1,1,𐘼,[],[],0.0000
HTWa1287,489,1,1,𐘼,[],[],0.0000
HTWa1288,490,1,1,𐘼,[],[],0.0000
HTWa1289,491,1,1,𐘼,[],[],0.0000
HTWa1290,492,1,1,𐘼,[],[],0.0000
HTWa1291,493,1,1,𐘼,[],[],0.0000
HTWa1292,494,1,1,𐘼,[],[],0.0000
HTWa1293,495,1,1,𐘼,[],[],0.0000
HTWa1294,496,1,1,𐘼,[],[],0.0000
HTWa1295,497,1,1,𐘼,[],[],0.0000
HTWa1296,498,1,1,𐘼,[],[],0.0000
HTWa1297,499,1,1,𐘼,[],[],0.0000
HTWa1298,500,1,1,𐘼,[],[],0.0000
HTWa1299,501,1,1,𐘼,[],[],0.0000
HTWa1300,502,1,1,𐘼,[],[],0.0000
HTWa1301,503,1,1,𐘼,[],[],0.0000
HTWa1302,504,1,1,𐘼,[],[],0.0000
HTWa1303,505,1,1,𐘼,[],[],0.0000
HTWa1304,506,1,1,𐘼,[],[],0.0000
HTWa1305,507,1,1,𐘼,[],[],0.0000
HTWa1306,508,1,1,𐘼,[],[],0.0000
HTWa1307,509,1,1,𐘼,[],[],0.0000
HTWa1308,510,1,1,𐘼,[],[],0.0000
HTWa1309,511,1,1,𐘼,[],[],0.0000
HTWa1310,512,1,1,𐘼,[],[],0.0000
HTWa1311,513,1,1,𐘼,[],[],0.0000
HTWa1312,514,1,1,𐘼,[],[],0.0000
HTWa1313,515,1,1,𐘼,[],[],0.0000
HTWa1314,516,1,1,𐘼,[],[],0.0000
HTWa1315,517,1,1,𐘼,[],[],0.0000
HTWa1316,518,1,1,𐘼,[],[],0.0000
HTWa1317,519,1,1,𐘼,[],[],0.0000
HTWa1318,520,1,1,𐘼,[],[],0.0000
HTWa1319,521,1,1,𐘼,[],[],0.0000
HTWa1320,522,1,1,𐘼,[],[],0.0000
HTWa1321,523,1,1,𐘼,[],[],0.0000
HTWa1322,524,1,1,𐘾,[],[],0.0000
HTWa1323,525,1,1,𐘾,[],[],0.0000
HTWa1324,526,1,1,𐘾,[],[],0.0000
HTWa1325,527,1,1,𐘾,[],[],0.0000
HTWa1326,528,1,1,𐘾,[],[],0.0000
HTWa1327,529,1,1,𐘾,[],[],0.0000
HTWa1328,530,1,1,𐘾,[],[],0.0000
HTWa1329,531,1,1,𐘾,[],[],0.0000
HTWa1330,532,1,1,𐘾,[],[],0.0000
HTWa1331,533,1,1,𐘾,[],[],0.0000
HTWa1332,534,1,1,𐘾,[],[],0.0000
HTWa1333,535,1,1,𐘾,[],[],0.0000
HTWa1334,536,1,1,𐘾,[],[],0.0000
HTWa1335,537,1,1,𐘾,[],[],0.0000
HTWa1336,538,1,1,𐘾,[],[],0.0000
HTWa1337,539,1,1,𐘾,[],[],0.0000
HTWa1338,540,1,1,𐘾,[],[],0.0000
HTWa1339,541,1,1,𐘾,[],[],0.0000
HTWa1340,542,1,1,𐘾,[],[],0.0000
HTWa1341,543,1,1,𐘾,[],[],0.0000
HTWa1342,544,1,1,𐘾,[],[],0.0000
HTWa1343,545,1,1,𐘾,[],[],0.0000
HTWa1344,546,1,1,𐘾,[],[],0.0000
HTWa1345,547,1,1,𐘾,[],[],0.0000
HTWa1346,548,1,1,𐘾,[],[],0.0000
HTWa1347,549,1,1,𐘾,[],[],0.0000
HTWa1348,550,1,1,𐘾,[],[],0.0000
HTWa1349,551,1,1,𐘾,[],[],0.0000
HTWa1350,552,1,1,𐘾,[],[],0.0000
HTWa1351,553,1,1,𐘾,[],[],0.0000
HTWa1352,554,1,1,𐘾,[],[],0.0000
HTWa1353,555,1,1,𐘾,[],[],0.0000
HTWa1354,556,1,1,𐘾,[],[],0.0000
HTWa1355,557,1,1,𐘾,[],[],0.0000
HTWa1356,558,1,1,𐘾,[],[],0.0000
HTWa1357,559,1,1,𐘾,[],[],0.0000
HTWa1358,560,1,1,𐘾,[],[],0.0000
HTWa1359,561,1,1,𐘾,[],[],0.0000
HTWa1360,562,1,1,𐘾,[],[],0.0000
HTWa1361,563,1,1,𐘾,[],[],0.0000
HTWa1362,564,1,1,𐘾,[],[],0.0000
HTWa1363,565,1,1,𐘾,[],[],0.0000
HTWa1364,566,1,1,𐘾,[],[],0.0000
HTWa1365,567,1,1,𐘾,[],[],0.0000
HTWa1366,568,1,1,𐘾,[],[],0.0000
HTWa1367,569,1,1,𐘾,[],[],0.0000
HTWa1368,570,1,1,𐘾,[],[],0.0000
HTWa1369,571,1,1,𐘾,[],[],0.0000
HTWa1370,572,1,1,𐘾,[],[],0.0000
HTWa1371,573,1,1,𐘾,[],[],0.0000
HTWa1372,574,1,1,𐘾,[],[],0.0000
HTWa1373,575,1,1,𐘾,[],[],0.0000
HTWa1374,576,1,1,𐘾,[],[],0.0000
HTWa1375,577,1,1,𐘾,[],[],0.0000
HTWa1376,578,1,1,𐘾,[],[],0.0000
HTWa1377,579,1,1,𐘾,[],[],0.0000
HTWa1378,580,1,1,𐘾,[],[],0.0000
HTWa1379,581,1,1,𐘾,[],[],0.0000
HTWa1380,582,1,1,𐘾,[],[],0.0000
HTWa1381,583,1,1,𐘾,[],[],0.0000
HTWa1382,584,1,1,𐘾,[],[],0.0000
HTWa1383,585,1,1,𐘾,[],[],0.0000
HTWa1384,586,1,1,𐘾,[],[],0.0000
HTWa1385,587,1,1,𐘾,[],[],0.0000
HTWa1386,588,1,1,𐘾,[],[],0.0000
HTWa1387,589,1,1,𐘾,[],[],0.0000
HTWa1388,590,1,1,𐘾,[],[],0.0000
HTWa1389,591,1,1,𐘾,[],[],0.0000
HTWa1390,592,1,1,𐘾,[],[],0.0000
HTWa1391,593,1,1,𐘾,[],[],0.0000
HTWa1392,594,1,1,𐘾,[],[],0.0000
HTWa1393,595,1,1,𐘾,[],[],0.0000
HTWa1394,596,1,1,𐘾,[],[],0.0000
HTWa1395,597,1,1,𐘾,[],[],0.0000
HTWa1396,598,1,1,𐘾,[],[],0.0000
HTWa1397,599,1,1,𐘾,[],[],0.0000
HTWa1398,600,1,1,𐘾,[],[],0.0000
HTWa1399,601,1,1,𐘾,[],[],0.0000
HTWa1400,602,1,1,𐘾,[],[],0.0000
HTWa1401,603,1,1,𐘾,[],[],0.0000
HTWa1402,604,1,1,𐘾,[],[],0.0000
HTWa1403,605,1,1,𐘾,[],[],0.0000
HTWa1404,606,1,1,𐘾,[],[],0.0000
HTWa1405,607,1,1,𐘾,[],[],0.0000
HTWa1406,608,1,1,𐘾,[],[],0.0000
HTWa1407,609,1,1,𐘾,[],[],0.0000
HTWa1408,610,1,1,𐘾,[],[],0.0000
HTWa1409,611,1,1,𐘾,[],[],0.0000
HTWa1410,612,1,1,𐘾,[],[],0.0000
HTWa1411,613,1,1,𐘾,[],[],0.0000
HTWa1412,614,1,1,𐘾,[],[],0.0000
HTWa1413,615,1,1,𐘾,[],[],0.0000
HTWa1414,616,1,1,𐘾,[],[],0.0000
HTWa1415,617,1,1,𐘾,[],[],0.0000
HTWa1416,618,1,1,𐘾,[],[],0.0000
HTWa1417,619,1,1,𐘾,[],[],0.0000
HTWa1418,620,1,1,𐘾,[],[],0.0000
HTWa1419,621,1,1,𐘾,[],[],0.0000
HTWa1420,622,1,1,𐘾,[],[],0.0000
HTWa1421,623,1,1,𐘾,[],[],0.0000
HTWa1422,624,1,1,𐘾,[],[],0.0000
HTWa1423,625,1,1,𐘾,[],[],0.0000
HTWa1424,626,1,1,𐘾,[],[],0.0000
HTWa1425,627,1,1,𐘾,[],[],0.0000
HTWa1426,628,1,1,𐘾,[],[],0.0000
HTWa1427,629,1,1,𐘾,[],[],0.0000
HTWa1428,630,1,1,𐘾,[],[],0.0000
HTWa1429,631,1,1,𐘾,[],[],0.0000
HTWa1430,632,1,1,𐘾,[],[],0.0000
HTWa1431,633,1,1,𐘾,[],[],0.0000
HTWa1432,634,1,1,𐘾,[],[],0.0000
HTWa1433,635,1,1,𐘾,[],[],0.0000
HTWa1434,636,1,1,𐘾,[],[],0.0000
HTWa1435,637,1,1,𐘾,[],[],0.0000
HTWa1436,638,1,1,𐘾,[],[],0.0000
HTWa1437,639,1,1,𐘾,[],[],0.0000
HTWa1438,640,1,1,𐘾,[],[],0.0000
HTWa1439,641,1,1,𐘾,[],[],0.0000
HTWa1440,642,1,1,𐘾,[],[],0.0000
HTWa1441,643,1,1,𐘾,[],[],0.0000
HTWa1442,644,1,1,𐘾,[],[],0.0000
HTWa1443,645,1,1,𐘾,[],[],0.0000
HTWa1444,646,1,1,𐘾,[],[],0.0000
HTWa1445,647,1,1,𐘾,[],[],0.0000
HTWa1446,648,1,1,𐘾,[],[],0.0000
HTWa1447,649,1,1,𐘾,[],[],0.0000
HTWa1448,650,1,1,𐘾,[],[],0.0000
HTWa1449,651,1,1,𐘾,[],[],0.0000
HTWa1450,652,1,1,𐘾,[],[],0.0000
HTWa1451,653,1,1,𐘾,[],[],0.0000
HTWa1452,654,1,1,𐘾,[],[],0.0000
HTWa1453,655,1,1,𐘾,[],[],0.0000
HTWa1454,656,1,1,𐘾,[],[],0.0000
HTWa1455,657,1,1,𐘾,[],[],0.0000
HTWa1456,658,1,1,𐘾,[],[],0.0000
HTWa1457,659,1,1,𐘾,[],[],0.0000
HTWa1458,660,1,1,𐘾,[],[],0.0000
HTWa1459,661,1,1,𐘾,[],[],0.0000
HTWa1460,662,1,1,𐘾,[],[],0.0000
HTWa1461,663,1,1,𐘾,[],[],0.0000
HTWa1462,664,1,1,𐘾,[],[],0.0000
HTWa1463,665,1,1,𐘾,[],[],0.0000
HTWa1464,666,1,1,𐘾,[],[],0.0000
HTWa1465,667,1,1,𐘾,[],[],0.0000
HTWa1466,668,1,1,𐘾,[],[],0.0000
HTWa1467,669,1,1,𐘾,[],[],0.0000
HTWa1468,670,1,1,𐘾,[],[],0.0000
HTWa1469,671,1,1,𐘾,[],[],0.0000
HTWa1470,672,1,1,𐘾,[],[],0.0000
HTWa1471,673,1,1,𐙂,[],[],0.0000
HTWa1472,674,1,1,𐙂,[],[],0.0000
HTWa1473,675,1,1,𐙂,[],[],0.0000
HTWa1474,676,1,1,𐙂,[],[],0.0000
HTWa1475,677,1,1,𐙂,[],[],0.0000
HTWa1476,678,1,1,𐙂,[],[],0.0000
HTWa1477,679,1,1,𐙂,[],[],0.0000
HTWa1478,680,1,1,𐙂,[],[],0.0000
HTWa1479,681,1,1,𐙂,[],[],0.0000
HTWa1480,682,1,1,𐙂,[],[],0.0000
HTWa1481,683,1,1,𐙂,[],[],0.0000
HTWa1482,684,1,1,𐙂,[],[],0.0000
HTWa1483,685,1,1,𐙂,[],[],0.0000
HTWa1484,686,1,1,𐙂,[],[],0.0000
HTWa1485,687,1,1,𐙂,[],[],0.0000
HTWa1486,688,1,1,𐙂,[],[],0.0000
HTWa1487,689,1,1,𐙂,[],[],0.0000
HTWa1488,690,1,1,𐙂,[],[],0.0000
HTWa1489,691,1,1,𐙂,[],[],0.0000
HTWa1490,692,1,1,𐙂,[],[],0.0000
HTWa1491,693,1,1,𐙂,[],[],0.0000
HTWa1492,694,1,1,𐙂,[],[],0.0000
HTWa1493,695,1,1,𐙂,[],[],0.0000
HTWa1494,696,1,1,𐙂,[],[],0.0000
HTWa1495,697,1,1,𐙂,[],[],0.0000
HTWa1496,698,1,1,𐙂,[],[],0.0000
HTWa1497,699,1,1,𐙂,[],[],0.0000
HTWa1498,700,1,1,𐙂,[],[],0.0000
HTWa1499,701,1,1,𐙂,[],[],0.0000
HTWa1500,702,1,1,𐙂,[],[],0.0000
HTWa1501,703,1,1,𐙂,[],[],0.0000
HTWa1502,704,1,1,𐙂,[],[],0.0000
HTWa1503,705,1,1,𐙂,[],[],0.0000
HTWa1504,706,1,1,𐙂,[],[],0.0000
HTWa1505,707,1,1,𐙂,[],[],0.0000
HTWa1506,708,1,1,𐙂,[],[],0.0000
HTWa1507,709,1,1,𐙂,[],[],0.0000
HTWa1508,710,1,1,𐙂,[],[],0.0000
HTWa1509,711,1,1,𐙂,[],[],0.0000
HTWa1510,712,1,1,𐙂,[],[],0.0000
HTWa1511,713,1,1,𐙂,[],[],0.0000
HTWa1512,714,1,1,𐙂,[],[],0.0000
HTWa1513,715,1,1,𐙂,[],[],0.0000
HTWa1514,716,1,1,𐙂,[],[],0.0000
HTWa1515,717,1,1,𐙂,[],[],0.0000
HTWa1516,718,1,1,𐙂,[],[],0.0000
HTWa1517,719,1,1,𐙂,[],[],0.0000
HTWa1518,720,1,1,𐙂,[],[],0.0000
HTWa1519,721,1,1,𐙂,[],[],0.0000
HTWa1520,722,1,1,𐙂,[],[],0.0000
HTWa1521,723,1,1,𐙂,[],[],0.0000
HTWa1522,724,1,1,𐙂,[],[],0.0000
HTWa1523,725,1,1,𐙂,[],[],0.0000
HTWa1524,726,1,1,𐙂,[],[],0.0000
HTWa1525,727,1,1,𐙂,[],[],0.0000
HTWa1526,728,1,1,𐙂,[],[],0.0000
HTWa1527,729,1,1,𐙂,[],[],0.0000
HTWa1528,730,1,1,𐙂,[],[],0.0000
HTWa1529,731,1,1,𐙂,[],[],0.0000
HTWa1530,732,1,1,𐙂,[],[],0.0000
HTWa1531,733,1,1,𐙂,[],[],0.0000
HTWa1532,734,1,1,𐙂,[],[],0.0000
HTWa1533,735,1,1,𐙂,[],[],0.0000
HTWa1534,736,1,1,𐙂,[],[],0.0000
HTWa1535,737,1,1,𐙂,[],[],0.0000
HTWa1536,738,1,1,𐙂,[],[],0.0000
HTWa1537,739,1,1,𐙂,[],[],0.0000
HTWa1538,740,1,1,𐙂,[],[],0.0000
HTWa1539,741,1,1,𐙂,[],[],0.0000
HTWa1540,742,1,1,𐙂,[],[],0.0000
HTWa1541,743,1,1,𐙂,[],[],0.0000
HTWa1542,744,1,1,𐙂,[],[],0.0000
HTWa1543,745,1,1,𐙂,[],[],0.0000
HTWa1544,746,1,1,𐙂,[],[],0.0000
HTWa1545,747,1,1,𐙂,[],[],0.0000
HTWa1546,748,1,1,𐙂,[],[],0.0000
HTWa1547,749,1,1,𐙂,[],[],0.0000
HTWa1548,750,1,1,𐙂,[],[],0.0000
HTWa1549,751,1,1,𐙂,[],[],0.0000
HTWa1550,752,1,1,𐙂,[],[],0.0000
HTWa1551,753,1,1,𐙂,[],[],0.0000
HTWa1552,754,1,1,𐙂,[],[],0.0000
HTWa1553,755,1,1,𐙂,[],[],0.0000
HTWa1554,756,1,1,𐙂,[],[],0.0000
HTWa1555,757,1,1,𐙂,[],[],0.0000
HTWa1556,758,1,1,𐙂,[],[],0.0000
HTWa1557,759,1,1,𐙂,[],[],0.0000
HTWa1558,760,1,1,𐙂,[],[],0.0000
HTWa1559,761,1,1,𐙂,[],[],0.0000
HTWa1560,762,1,1,𐙂,[],[],0.0000
HTWa1561,763,1,1,𐙂,[],[],0.0000
HTWa1562,764,1,1,𐙂,[],[],0.0000
HTWa1563,765,1,1,𐙂,[],[],0.0000
HTWa1564,766,1,1,𐙂,[],[],0.0000
HTWa1565,767,1,1,𐙂,[],[],0.0000
HTWa1566,768,1,1,𐙂,[],[],0.0000
HTWa1567,769,1,1,𐙂,[],[],0.0000
HTWa1568,770,1,1,𐙂,[],[],0.0000
HTWa1569,771,1,1,𐙂,[],[],0.0000
HTWa1570,772,1,1,𐙂,[],[],0.0000
HTWa1571,773,1,1,𐙂,[],[],0.0000
HTWa1572,774,1,1,𐙂,[],[],0.0000
HTWa1573,775,1,1,𐙂,[],[],0.0000
HTWa1574,776,1,1,𐙂,[],[],0.0000
HTWa1575,777,1,1,𐙂,[],[],0.0000
HTWa1576,778,1,1,𐙂,[],[],0.0000
HTWa1577,779,1,1,𐙂,[],[],0.0000
HTWa1578,780,1,1,𐙂,[],[],0.0000
HTWa1579,781,1,1,𐙂,[],[],0.0000
HTWa1580,782,1,1,𐙂,[],[],0.0000
HTWa1581,783,1,1,𐙂,[],[],0.0000
HTWa1582,784,1,1,𐙂,[],[],0.0000
HTWa1583,785,1,1,𐙂,[],[],0.0000
HTWa1584,786,1,1,𐙂,[],[],0.0000
HTWa1585,787,1,1,𐙂,[],[],0.0000
HTWa1586,788,1,1,𐙂,[],[],0.0000
HTWa1587,789,1,1,𐙂,[],[],0.0000
HTWa1588,790,1,1,𐙂,[],[],0.0000
HTWa1589,791,1,1,𐙂,[],[],0.0000
HTWa1590,792,1,1,𐙂,[],[],0.0000
HTWa1591,793,1,1,𐙂,[],[],0.0000
HTWa1592,794,1,1,𐙂,[],[],0.0000
HTWa1593,795,1,1,𐙂,[],[],0.0000
HTWa1594,796,1,1,𐙂,[],[],0.0000
HTWa1595,797,1,1,𐙂,[],[],0.0000
HTWa1596,798,1,1,𐙂,[],[],0.0000
HTWa1597,799,1,1,𐙂,[],[],0.0000
HTWa1598,800,1,1,𐙂,[],[],0.0000
HTWa1599,801,1,1,𐙂,[],[],0.0000
HTWa1600,802,1,1,𐙂,[],[],0.0000
HTWa1601,803,1,1,𐙂,[],[],0.0000
HTWa1602,804,1,1,𐙂,[],[],0.0000
HTWa1603,805,1,1,𐙂,[],[],0.0000
HTWa1604,806,1,1,𐙂,[],[],0.0000
HTWa1605,807,1,1,𐙂,[],[],0.0000
HTWa1606,808,1,1,𐙂,[],[],0.0000
HTWa1607,809,1,1,𐙂,[],[],0.0000
HTWa1608,810,1,1,𐙂,[],[],0.0000
HTWa1609,811,1,1,𐙂,[],[],0.0000
HTWa1610,812,1,1,𐙂,[],[],0.0000
HTWa1611,813,1,1,𐙂,[],[],0.0000
HTWa1612,814,1,1,𐙂,[],[],0.0000
HTWa1613,815,1,1,𐙂,[],[],0.0000
HTWa1614,816,1,1,𐙂,[],[],0.0000
