bennett_id,frequency,consonant_class,vowel,plausible,series,reasons
AB 56,46,VOWEL,a,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 56,46,VOWEL,e,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 56,46,VOWEL,i,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 56,46,VOWEL,o,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 56,46,VOWEL,u,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 58,55,DENTAL,a,True,,Kober triples: consonant class DENTAL matches 12 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,DENTAL,e,True,,Kober triples: consonant class DENTAL matches 12 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,DENTAL,i,True,,Kober triples: consonant class DENTAL matches 12 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 58,55,DENTAL,o,True,,Kober triples: consonant class DENTAL matches 12 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,DENTAL,u,True,,Kober triples: consonant class DENTAL matches 12 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 58,55,LABIAL,a,True,,Kober triples: consonant class LABIAL matches 12 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 58,55,LABIAL,e,True,,Kober triples: consonant class LABIAL matches 12 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 58,55,LABIAL,i,True,,Kober triples: consonant class LABIAL matches 12 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,LABIAL,o,True,,Kober triples: consonant class LABIAL matches 12 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 58,55,LABIAL,u,True,,Kober triples: consonant class LABIAL matches 12 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 58,55,VELAR,a,True,,Kober triples: consonant class VELAR matches 12 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 58,55,VELAR,e,True,,Kober triples: consonant class VELAR matches 12 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 58,55,VELAR,i,True,,Kober triples: consonant class VELAR matches 12 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 58,55,VELAR,o,True,,Kober triples: consonant class VELAR matches 12 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 58,55,VELAR,u,True,,Kober triples: consonant class VELAR matches 12 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 58,55,SIBILANT,a,True,,Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,SIBILANT,e,True,,Kober triples: vowel e matches confirmed partners
AB 58,55,SIBILANT,i,True,,Kober triples: vowel i matches confirmed partners
AB 58,55,SIBILANT,o,True,,Kober triples: vowel o matches confirmed partners
AB 58,55,SIBILANT,u,True,,Kober triples: vowel u matches confirmed partners
AB 58,55,LIQUID,a,True,,Kober triples: consonant class LIQUID matches 12 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 58,55,LIQUID,e,True,,Kober triples: consonant class LIQUID matches 12 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 58,55,LIQUID,i,True,,Kober triples: consonant class LIQUID matches 12 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 58,55,LIQUID,o,True,,Kober triples: consonant class LIQUID matches 12 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 58,55,LIQUID,u,True,,Kober triples: consonant class LIQUID matches 12 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 58,55,PALATAL,a,True,,Kober triples: consonant class PALATAL matches 12 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 58,55,PALATAL,e,True,,Kober triples: consonant class PALATAL matches 12 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 58,55,PALATAL,i,True,,Kober triples: consonant class PALATAL matches 12 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 58,55,PALATAL,o,True,,Kober triples: consonant class PALATAL matches 12 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 58,55,PALATAL,u,True,,Kober triples: consonant class PALATAL matches 12 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 58,55,SEMIVOWEL,a,True,,Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,SEMIVOWEL,e,True,,Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,SEMIVOWEL,i,True,,Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,SEMIVOWEL,o,True,,Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,SEMIVOWEL,u,True,,Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 58,55,VOWEL,a,True,,Kober triples: consonant class VOWEL matches 12 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 58,55,VOWEL,e,True,,Kober triples: consonant class VOWEL matches 12 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 58,55,VOWEL,i,True,,Kober triples: consonant class VOWEL matches 12 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 58,55,VOWEL,o,True,,Kober triples: consonant class VOWEL matches 12 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 58,55,VOWEL,u,True,,Kober triples: consonant class VOWEL matches 12 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 59,165,DENTAL,a,True,,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 59,165,DENTAL,e,True,,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 59,165,DENTAL,i,True,,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 59,165,DENTAL,o,True,,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,DENTAL,u,True,,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 59,165,LABIAL,a,True,,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,LABIAL,e,True,,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,LABIAL,i,True,,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,LABIAL,o,True,,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,LABIAL,u,True,,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VELAR,a,True,,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VELAR,e,True,,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VELAR,i,True,,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VELAR,o,True,,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VELAR,u,True,,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SIBILANT,a,True,,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SIBILANT,e,True,,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SIBILANT,i,True,,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SIBILANT,o,True,,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SIBILANT,u,True,,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,LIQUID,a,True,,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 59,165,LIQUID,e,True,,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 59,165,LIQUID,i,True,,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,LIQUID,o,True,,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 59,165,LIQUID,u,True,,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 59,165,PALATAL,a,True,,Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 59,165,PALATAL,e,True,,Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 59,165,PALATAL,i,True,,Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 59,165,PALATAL,o,True,,Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 59,165,PALATAL,u,True,,Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 59,165,SEMIVOWEL,a,True,,Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SEMIVOWEL,e,True,,Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SEMIVOWEL,i,True,,Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SEMIVOWEL,o,True,,Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,SEMIVOWEL,u,True,,Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VOWEL,a,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 59,165,VOWEL,e,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 59,165,VOWEL,i,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 59,165,VOWEL,o,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 59,165,VOWEL,u,True,,Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 60,117,DENTAL,a,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,DENTAL,e,True,medial-dominant,Kober series 'medial-dominant': consonant DENTAL matches
AB 60,117,DENTAL,i,True,medial-dominant,
AB 60,117,DENTAL,o,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,DENTAL,u,True,medial-dominant,
AB 60,117,LABIAL,a,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,LABIAL,e,True,medial-dominant,Kober series 'medial-dominant': consonant LABIAL matches
AB 60,117,LABIAL,i,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,LABIAL,o,True,medial-dominant,
AB 60,117,LABIAL,u,True,medial-dominant,
AB 60,117,VELAR,a,True,medial-dominant,
AB 60,117,VELAR,e,True,medial-dominant,Kober series 'medial-dominant': consonant VELAR matches; Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,VELAR,i,True,medial-dominant,
AB 60,117,VELAR,o,True,medial-dominant,
AB 60,117,VELAR,u,True,medial-dominant,
AB 60,117,SIBILANT,a,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,SIBILANT,e,True,medial-dominant,Kober series 'medial-dominant': consonant SIBILANT matches; Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,SIBILANT,i,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,SIBILANT,o,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,SIBILANT,u,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,LIQUID,a,True,medial-dominant,
AB 60,117,LIQUID,e,True,medial-dominant,Kober series 'medial-dominant': consonant LIQUID matches
AB 60,117,LIQUID,i,True,medial-dominant,Kober rescue: frequency contradiction overridden by series/triple link
AB 60,117,LIQUID,o,True,medial-dominant,
AB 60,117,LIQUID,u,True,medial-dominant,
AB 60,117,PALATAL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,PALATAL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,PALATAL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,PALATAL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,SEMIVOWEL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 60,117,SEMIVOWEL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 60,117,SEMIVOWEL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 60,117,SEMIVOWEL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}; Kober rescue: frequency contradiction overridden by series/triple link"
AB 60,117,VOWEL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,VOWEL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,VOWEL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,VOWEL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}"
AB 60,117,PALATAL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (PALATAL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 60,117,SEMIVOWEL,e,False,medial-dominant,"frequency 117 outside SEMIVOWEL IQR envelope (p50=22.5, IQR=[15.8-29.2]); Kober series 'medial-dominant': neither consonant (SEMIVOWEL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 60,117,VOWEL,e,False,medial-dominant,"Kober series 'medial-dominant': neither consonant (VOWEL not in {'LIQUID', 'VELAR', 'LABIAL', 'DENTAL', 'SIBILANT'}) nor vowel (e not in {'u', 'o', 'a', 'i'}) matches series partners"
AB 62,0,DENTAL,a,True,,zero frequency — no constraint
AB 62,0,DENTAL,e,True,,zero frequency — no constraint
AB 62,0,DENTAL,i,True,,zero frequency — no constraint
AB 62,0,DENTAL,o,True,,zero frequency — no constraint
AB 62,0,DENTAL,u,True,,zero frequency — no constraint
AB 62,0,LABIAL,a,True,,zero frequency — no constraint
AB 62,0,LABIAL,e,True,,zero frequency — no constraint
AB 62,0,LABIAL,i,True,,zero frequency — no constraint
AB 62,0,LABIAL,o,True,,zero frequency — no constraint
AB 62,0,LABIAL,u,True,,zero frequency — no constraint
AB 62,0,VELAR,a,True,,zero frequency — no constraint
AB 62,0,VELAR,e,True,,zero frequency — no constraint
AB 62,0,VELAR,i,True,,zero frequency — no constraint
AB 62,0,VELAR,o,True,,zero frequency — no constraint
AB 62,0,VELAR,u,True,,zero frequency — no constraint
AB 62,0,SIBILANT,a,True,,zero frequency — no constraint
AB 62,0,SIBILANT,e,True,,zero frequency — no constraint
AB 62,0,SIBILANT,i,True,,zero frequency — no constraint
AB 62,0,SIBILANT,o,True,,zero frequency — no constraint
AB 62,0,SIBILANT,u,True,,zero frequency — no constraint
AB 62,0,LIQUID,a,True,,zero frequency — no constraint
AB 62,0,LIQUID,e,True,,zero frequency — no constraint
AB 62,0,LIQUID,i,True,,zero frequency — no constraint
AB 62,0,LIQUID,o,True,,zero frequency — no constraint
AB 62,0,LIQUID,u,True,,zero frequency — no constraint
AB 62,0,PALATAL,a,True,,zero frequency — no constraint
AB 62,0,PALATAL,e,True,,zero frequency — no constraint
AB 62,0,PALATAL,i,True,,zero frequency — no constraint
AB 62,0,PALATAL,o,True,,zero frequency — no constraint
AB 62,0,PALATAL,u,True,,zero frequency — no constraint
AB 62,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 62,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 62,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 62,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 62,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 62,0,VOWEL,a,True,,zero frequency — no constraint
AB 62,0,VOWEL,e,True,,zero frequency — no constraint
AB 62,0,VOWEL,i,True,,zero frequency — no constraint
AB 62,0,VOWEL,o,True,,zero frequency — no constraint
AB 62,0,VOWEL,u,True,,zero frequency — no constraint
AB 64,0,DENTAL,a,True,,zero frequency — no constraint
AB 64,0,DENTAL,e,True,,zero frequency — no constraint
AB 64,0,DENTAL,i,True,,zero frequency — no constraint
AB 64,0,DENTAL,o,True,,zero frequency — no constraint
AB 64,0,DENTAL,u,True,,zero frequency — no constraint
AB 64,0,LABIAL,a,True,,zero frequency — no constraint
AB 64,0,LABIAL,e,True,,zero frequency — no constraint
AB 64,0,LABIAL,i,True,,zero frequency — no constraint
AB 64,0,LABIAL,o,True,,zero frequency — no constraint
AB 64,0,LABIAL,u,True,,zero frequency — no constraint
AB 64,0,VELAR,a,True,,zero frequency — no constraint
AB 64,0,VELAR,e,True,,zero frequency — no constraint
AB 64,0,VELAR,i,True,,zero frequency — no constraint
AB 64,0,VELAR,o,True,,zero frequency — no constraint
AB 64,0,VELAR,u,True,,zero frequency — no constraint
AB 64,0,SIBILANT,a,True,,zero frequency — no constraint
AB 64,0,SIBILANT,e,True,,zero frequency — no constraint
AB 64,0,SIBILANT,i,True,,zero frequency — no constraint
AB 64,0,SIBILANT,o,True,,zero frequency — no constraint
AB 64,0,SIBILANT,u,True,,zero frequency — no constraint
AB 64,0,LIQUID,a,True,,zero frequency — no constraint
AB 64,0,LIQUID,e,True,,zero frequency — no constraint
AB 64,0,LIQUID,i,True,,zero frequency — no constraint
AB 64,0,LIQUID,o,True,,zero frequency — no constraint
AB 64,0,LIQUID,u,True,,zero frequency — no constraint
AB 64,0,PALATAL,a,True,,zero frequency — no constraint
AB 64,0,PALATAL,e,True,,zero frequency — no constraint
AB 64,0,PALATAL,i,True,,zero frequency — no constraint
AB 64,0,PALATAL,o,True,,zero frequency — no constraint
AB 64,0,PALATAL,u,True,,zero frequency — no constraint
AB 64,0,SEMIVOWEL,a,True,,zero frequency — no constraint
AB 64,0,SEMIVOWEL,e,True,,zero frequency — no constraint
AB 64,0,SEMIVOWEL,i,True,,zero frequency — no constraint
AB 64,0,SEMIVOWEL,o,True,,zero frequency — no constraint
AB 64,0,SEMIVOWEL,u,True,,zero frequency — no constraint
AB 64,0,VOWEL,a,True,,zero frequency — no constraint
AB 64,0,VOWEL,e,True,,zero frequency — no constraint
AB 64,0,VOWEL,i,True,,zero frequency — no constraint
AB 64,0,VOWEL,o,True,,zero frequency — no constraint
AB 64,0,VOWEL,u,True,,zero frequency — no constraint
AB 66,17,DENTAL,a,True,medial-dominant,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 66,17,DENTAL,e,True,medial-dominant,Kober series 'medial-dominant': consonant DENTAL matches; Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 66,17,DENTAL,i,True,medial-dominant,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 66,17,DENTAL,o,True,medial-dominant,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 66,17,DENTAL,u,True,medial-dominant,Kober triples: consonant class DENTAL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 66,17,LABIAL,a,True,medial-dominant,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 66,17,LABIAL,e,True,medial-dominant,Kober series 'medial-dominant': consonant LABIAL matches; Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 66,17,LABIAL,i,True,medial-dominant,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 66,17,LABIAL,o,True,medial-dominant,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 66,17,LABIAL,u,True,medial-dominant,Kober triples: consonant class LABIAL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 66,17,VELAR,a,True,medial-dominant,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 66,17,VELAR,e,True,medial-dominant,Kober series 'medial-dominant': consonant VELAR matches; Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners; Kober rescue: frequency contradiction overridden by series/triple link
AB 66,17,VELAR,i,True,medial-dominant,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 66,17,VELAR,o,True,medial-dominant,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 66,17,VELAR,u,True,medial-dominant,Kober triples: consonant class VELAR matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 66,17,SIBILANT,a,True,medial-dominant,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 66,17,SIBILANT,e,True,medial-dominant,Kober series 'medial-dominant': consonant SIBILANT matches; Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 66,17,SIBILANT,i,True,medial-dominant,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 66,17,SIBILANT,o,True,medial-dominant,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 66,17,SIBILANT,u,True,medial-dominant,Kober triples: consonant class SIBILANT matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 66,17,LIQUID,a,True,medial-dominant,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners
AB 66,17,LIQUID,e,True,medial-dominant,Kober series 'medial-dominant': consonant LIQUID matches; Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel e matches confirmed partners
AB 66,17,LIQUID,i,True,medial-dominant,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners
AB 66,17,LIQUID,o,True,medial-dominant,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners
AB 66,17,LIQUID,u,True,medial-dominant,Kober triples: consonant class LIQUID matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners
AB 66,17,PALATAL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners"
AB 66,17,PALATAL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 66,17,PALATAL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners"
AB 66,17,PALATAL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class PALATAL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners"
AB 66,17,SEMIVOWEL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners"
AB 66,17,SEMIVOWEL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 66,17,SEMIVOWEL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners"
AB 66,17,SEMIVOWEL,u,True,medial-dominant,"Kober series 'medial-dominant': vowel u matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class SEMIVOWEL matches 36 confirmed partners; Kober triples: vowel u matches confirmed partners"
AB 66,17,VOWEL,a,True,medial-dominant,"Kober series 'medial-dominant': vowel a matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel a matches confirmed partners"
AB 66,17,VOWEL,i,True,medial-dominant,"Kober series 'medial-dominant': vowel i matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel i matches confirmed partners"
AB 66,17,VOWEL,o,True,medial-dominant,"Kober series 'medial-dominant': vowel o matches series partners {'u', 'o', 'a', 'i'}; Kober triples: consonant class VOWEL matches 36 confirmed partners; Kober triples: vowel o matches confirmed partners"
