n,gram,count,probability,type
5,𐄁 TU ME I 𐘚,1,0.00013559,transliteration
5,TU ME I 𐘚 SA,1,0.00013559,transliteration
5,ME I 𐘚 SA U,1,0.00013559,transliteration
5,I 𐘚 SA U NA,1,0.00013559,transliteration
5,𐘚 SA U NA KA,1,0.00013559,transliteration
5,SA U NA KA NA,1,0.00013559,transliteration
5,NA KA NA SI 𐘅,1,0.00013559,transliteration
5,KA NA SI 𐘅 I,1,0.00013559,transliteration
5,NA SI 𐘅 I PI,1,0.00013559,transliteration
5,SI 𐘅 I PI ru,1,0.00013559,transliteration
5,"𐘅 I PI ru ?,pa2?",1,0.00013559,transliteration
5,"I PI ru ?,pa2? 𐝫",1,0.00013559,transliteration
5,𐝫 JA U PA MA,1,0.00013559,transliteration
5,JA U PA MA I,1,0.00013559,transliteration
5,U PA MA I DA,1,0.00013559,transliteration
5,PA MA I DA 𐄁,1,0.00013559,transliteration
5,MA I DA 𐄁 DI,1,0.00013559,transliteration
5,I DA 𐄁 DI 𐄁,1,0.00013559,transliteration
5,DA 𐄁 DI 𐄁 𐝫,1,0.00013559,transliteration
5,𐄁 DI 𐄁 𐝫 di,1,0.00013559,transliteration
5,DI 𐄁 𐝫 di 𐝫,1,0.00013559,transliteration
5,𐄁 I PI NA MI,1,0.00013559,transliteration
5,I PI NA MI NA,1,0.00013559,transliteration
5,PI NA MI NA 𐄁,1,0.00013559,transliteration
5,NA MI NA 𐄁 SI,1,0.00013559,transliteration
5,MI NA 𐄁 SI jo,1,0.00013559,transliteration
5,NA 𐄁 SI jo 𐝫,1,0.00013559,transliteration
5,TA I *301 WA E,1,0.00013559,transliteration
5,I *301 WA E 𐄁,1,0.00013559,transliteration
5,*301 WA E 𐄁 A,1,0.00013559,transliteration
5,WA E 𐄁 A DI,1,0.00013559,transliteration
5,E 𐄁 A DI KI,1,0.00013559,transliteration
5,A DI KI TE TE,1,0.00013559,transliteration
5,DI KI TE TE 𐄁,1,0.00013559,transliteration
5,KI TE TE 𐄁 𐄁,1,0.00013559,transliteration
5,TE TE 𐄁 𐄁 RE,1,0.00013559,transliteration
5,TE 𐄁 𐄁 RE 𐄁,1,0.00013559,transliteration
5,𐄁 𐄁 RE 𐄁 PI,1,0.00013559,transliteration
5,𐄁 RE 𐄁 PI TE,1,0.00013559,transliteration
5,RE 𐄁 PI TE RI,1,0.00013559,transliteration
5,𐄁 PI TE RI 𐄁,1,0.00013559,transliteration
5,PI TE RI 𐄁 A,1,0.00013559,transliteration
5,TE RI 𐄁 A KO,1,0.00013559,transliteration
5,RI 𐄁 A KO A,1,0.00013559,transliteration
5,𐄁 A KO A NE,1,0.00013559,transliteration
5,A KO A NE 𐄁,1,0.00013559,transliteration
5,KO A NE 𐄁 A,1,0.00013559,transliteration
5,A NE 𐄁 A 𐄁,1,0.00013559,transliteration
5,NE 𐄁 A 𐄁 SA,1,0.00013559,transliteration
5,𐄁 A 𐄁 SA RA,1,0.00013559,transliteration
5,A 𐄁 SA RA ME,1,0.00013559,transliteration
5,𐄁 SA RA ME 𐄁,1,0.00013559,transliteration
5,ME 𐄁 U NA RU,1,0.00013559,transliteration
5,NA RU KA NA TI,1,0.00013559,transliteration
5,RU KA NA TI 𐄁,1,0.00013559,transliteration
5,KA NA TI 𐄁 𐘠,1,0.00013559,transliteration
5,NA TI 𐄁 𐘠 I,1,0.00013559,transliteration
5,TI 𐄁 𐘠 I NA,1,0.00013559,transliteration
5,𐄁 𐘠 I NA MI,1,0.00013559,transliteration
5,𐘠 I NA MI NA,1,0.00013559,transliteration
5,I NA MI NA SI,1,0.00013559,transliteration
5,NA MI NA SI RU,1,0.00013559,transliteration
5,MI NA SI RU 𐄁,1,0.00013559,transliteration
5,NA SI RU 𐄁 𐝫,1,0.00013559,transliteration
5,SI RU 𐄁 𐝫 𐄁,1,0.00013559,transliteration
5,RU 𐄁 𐝫 𐄁 I,1,0.00013559,transliteration
5,𐄁 𐝫 𐄁 I NA,1,0.00013559,transliteration
5,𐝫 𐄁 I NA JA,1,0.00013559,transliteration
5,𐄁 I NA JA PA,1,0.00013559,transliteration
5,I NA JA PA QA,1,0.00013559,transliteration
5,NA JA PA QA na,1,0.00013559,transliteration
5,JA PA QA na ?,1,0.00013559,transliteration
5,PA QA na ? pa,1,0.00013559,transliteration
5,QA na ? pa me,1,0.00013559,transliteration
5,*301 WA JA 𐄁 A,1,0.00013559,transliteration
5,WA JA 𐄁 A DI,1,0.00013559,transliteration
5,JA 𐄁 A DI KI,1,0.00013559,transliteration
5,A DI KI TE 𐝫,1,0.00013559,transliteration
5,DI KI TE 𐝫 𐝫,1,0.00013559,transliteration
5,KI TE 𐝫 𐝫 𐄁,1,0.00013559,transliteration
5,TE 𐝫 𐝫 𐄁 𐄁,1,0.00013559,transliteration
5,𐝫 𐝫 𐄁 𐄁 RA,1,0.00013559,transliteration
5,𐝫 𐄁 𐄁 RA ME,1,0.00013559,transliteration
5,𐄁 𐄁 RA ME NE,1,0.00013559,transliteration
5,𐄁 RA ME NE U,1,0.00013559,transliteration
5,RA ME NE U NA,1,0.00013559,transliteration
5,ME NE U NA RU,1,0.00013559,transliteration
5,NE U NA RU KA,1,0.00013559,transliteration
5,U NA RU KA JA,1,0.00013559,transliteration
5,NA RU KA JA SI,1,0.00013559,transliteration
5,RU KA JA SI A,1,0.00013559,transliteration
5,KA JA SI A PA,1,0.00013559,transliteration
5,JA SI A PA DU,1,0.00013559,transliteration
5,SI A PA DU PA,1,0.00013559,transliteration
5,A PA DU PA JA,1,0.00013559,transliteration
5,PA DU PA JA JA,1,0.00013559,transliteration
5,DU PA JA JA PA,1,0.00013559,transliteration
5,PA JA JA PA QA,1,0.00013559,transliteration
5,JA JA PA QA ?,1,0.00013559,transliteration
5,JA PA QA ? jo,1,0.00013559,transliteration
5,PA QA ? jo a,1,0.00013559,transliteration
5,QA ? jo a pa,1,0.00013559,transliteration
5,? jo a pa ?,1,0.00013559,transliteration
5,jo a pa ? pa,1,0.00013559,transliteration
5,a pa ? pa 𐝫,1,0.00013559,transliteration
5,pa ? pa 𐝫 𐝫,1,0.00013559,transliteration
5,? pa 𐝫 𐝫 ?,1,0.00013559,transliteration
5,pa 𐝫 𐝫 ? 𐝫,1,0.00013559,transliteration
5,𐝫 𐝫 ? 𐝫 ?,1,0.00013559,transliteration
5,𐝫 ? 𐝫 ? pa,1,0.00013559,transliteration
5,? 𐝫 ? pa me,1,0.00013559,transliteration
5,TU ME 𐘋 𐄁 JA,1,0.00013559,transliteration
5,ME 𐘋 𐄁 JA SA,1,0.00013559,transliteration
5,𐘋 𐄁 JA SA SA,1,0.00013559,transliteration
5,𐄁 JA SA SA ni,1,0.00013559,transliteration
5,JA SA SA ni 𐝫,1,0.00013559,transliteration
5,DI KI TE TE DU,1,0.00013559,transliteration
5,KI TE TE DU PU₂,1,0.00013559,transliteration
5,TE TE DU PU₂ RE,1,0.00013559,transliteration
5,TE DU PU₂ RE ne,1,0.00013559,transliteration
5,DU PU₂ RE ne 𐝫,1,0.00013559,transliteration
5,TO SA 𐄁 PU₂ 𐘜,1,0.00013559,transliteration
5,SA 𐄁 PU₂ 𐘜 JA,1,0.00013559,transliteration
5,𐄁 PU₂ 𐘜 JA ?,1,0.00013559,transliteration
5,PU₂ 𐘜 JA ? 𐝫,1,0.00013559,transliteration
5,I DA 𐄁 𐄁 𐄁,1,0.00013559,transliteration
5,TE 𐄁 I DA 𐄁,1,0.00013559,transliteration
5,𐄁 I DA 𐄁 JA,1,0.00013559,transliteration
5,I DA 𐄁 JA JA,1,0.00013559,transliteration
5,DA 𐄁 JA JA ?,1,0.00013559,transliteration
5,"U NA KA ?,pte? 𐝫",1,0.00013559,transliteration
5,A PA₃ DI 𐝫 ¹⁄₃,1,0.00013559,transliteration
5,PA₃ DI 𐝫 ¹⁄₃ vase,1,0.00013559,transliteration
5,NU RI JA ? 𐝫,1,0.00013559,transliteration
5,TA 𐄁 WI TE JA,1,0.00013559,transliteration
5,𐄁 WI TE JA MU,1,0.00013559,transliteration
5,WI TE JA MU 𐄁,1,0.00013559,transliteration
5,TE JA MU 𐄁 U,1,0.00013559,transliteration
5,JA MU 𐄁 U QE,1,0.00013559,transliteration
5,MU 𐄁 U QE TI,1,0.00013559,transliteration
5,𐄁 U QE TI 𐄁,1,0.00013559,transliteration
5,U QE TI 𐄁 JA,1,0.00013559,transliteration
5,QE TI 𐄁 JA SA,1,0.00013559,transliteration
5,SA RA ME 𐄁 TA,1,0.00013559,transliteration
5,RA ME 𐄁 TA NU,1,0.00013559,transliteration
5,ME 𐄁 TA NU NI,1,0.00013559,transliteration
5,𐄁 TA NU NI KI,1,0.00013559,transliteration
5,TA NU NI KI NA,1,0.00013559,transliteration
5,NU NI KI NA 𐄁,1,0.00013559,transliteration
5,NI KI NA 𐄁 NI,1,0.00013559,transliteration
5,KI NA 𐄁 NI NU,1,0.00013559,transliteration
5,NA 𐄁 NI NU NI,1,0.00013559,transliteration
5,𐄁 NI NU NI 𐄁,1,0.00013559,transliteration
5,NI NU NI 𐄁 𐝫,1,0.00013559,transliteration
5,NU NI 𐄁 𐝫 𐄁,1,0.00013559,transliteration
5,NI 𐄁 𐝫 𐄁 I,1,0.00013559,transliteration
5,𐄁 𐝫 𐄁 I 𐄁,1,0.00013559,transliteration
5,𐝫 𐄁 I 𐄁 ru,1,0.00013559,transliteration
5,𐄁 I 𐄁 ru 𐝫,1,0.00013559,transliteration
5,I 𐄁 ru 𐝫 𐄁,1,0.00013559,transliteration
5,RI QE TI A SA,1,0.00013559,transliteration
5,QE TI A SA SA,1,0.00013559,transliteration
5,TI A SA SA RA,1,0.00013559,transliteration
5,A SA SA RA *325,1,0.00013559,transliteration
5,SA SA RA *325 𐄁,1,0.00013559,transliteration
5,TA NA SU TE KE,1,0.00013559,transliteration
5,NA SU TE KE 𐘥,1,0.00013559,transliteration
5,SU TE KE 𐘥 TO,1,0.00013559,transliteration
5,TE KE 𐘥 TO I,1,0.00013559,transliteration
5,KE 𐘥 TO I JA,1,0.00013559,transliteration
5,𐘥 TO I JA 𐘱,1,0.00013559,transliteration
5,TO I JA 𐘱 SA,1,0.00013559,transliteration
5,I JA 𐘱 SA SA,1,0.00013559,transliteration
5,JA 𐘱 SA SA *802,1,0.00013559,transliteration
5,𐘱 SA SA *802 ME,1,0.00013559,transliteration
5,SA SA *802 ME so,1,0.00013559,transliteration
5,RE I KE 𐘥 NA,1,0.00013559,transliteration
5,I KE 𐘥 NA I,1,0.00013559,transliteration
5,KE 𐘥 NA I *301,1,0.00013559,transliteration
5,𐘥 NA I *301 TI,1,0.00013559,transliteration
5,NA I *301 TI 𐄁,1,0.00013559,transliteration
5,I *301 TI 𐄁 𐄌,1,0.00013559,transliteration
5,*301 TI 𐄁 𐄌 JA,1,0.00013559,transliteration
5,TI 𐄁 𐄌 JA TI,1,0.00013559,transliteration
5,𐄁 𐄌 JA TI 𐄁,1,0.00013559,transliteration
5,𐄌 JA TI 𐄁 JA,1,0.00013559,transliteration
5,JA TI 𐄁 JA SA,1,0.00013559,transliteration
5,SA RA ME 𐄁 ?,1,0.00013559,transliteration
5,RA ME 𐄁 ? so,1,0.00013559,transliteration
5,ME 𐄁 ? so 𐄁,1,0.00013559,transliteration
5,TI MA RU WI TE,1,0.00013559,transliteration
5,MA RU WI TE *806,1,0.00013559,transliteration
5,RU WI TE *806 VIN,1,0.00013559,transliteration
5,WI TE *806 VIN 90,1,0.00013559,transliteration
5,TI 𐄁 I SI ru,1,0.00013559,transliteration
5,𐄁 I SI ru jo,1,0.00013559,transliteration
5,JA SA SA RA TE,1,0.00013559,transliteration
5,SA SA RA TE 10,1,0.00013559,transliteration
5,SA RA TE 10 ¹⁄₁₆,1,0.00013559,transliteration
5,A 𐄁 DA *118 da,1,0.00013559,transliteration
5,𐄁 DA *118 da ?,1,0.00013559,transliteration
5,A MA RA NE 𐝫,1,0.00013559,transliteration
5,𐄁 NA TU *301 NE,1,0.00013559,transliteration
5,NA TU *301 NE 𐝫,1,0.00013559,transliteration
5,TU *301 NE 𐝫 KI,1,0.00013559,transliteration
5,*301 NE 𐝫 KI TI,1,0.00013559,transliteration
5,NE 𐝫 KI TI ?,1,0.00013559,transliteration
5,𐝫 KI TI ? ?,1,0.00013559,transliteration
5,KI TI ? ? 𐝫,1,0.00013559,transliteration
5,*301 WA JA 𐄁 I,1,0.00013559,transliteration
5,WA JA 𐄁 I DA,1,0.00013559,transliteration
5,JA 𐄁 I DA MI,1,0.00013559,transliteration
5,𐄁 I DA MI 𐄁,1,0.00013559,transliteration
5,I DA MI 𐄁 JA,1,0.00013559,transliteration
5,DA MI 𐄁 JA ?,1,0.00013559,transliteration
5,MI 𐄁 JA ? 𐝫,1,0.00013559,transliteration
5,WA JA 𐄁 JA SU,1,0.00013559,transliteration
5,JA 𐄁 JA SU MA,1,0.00013559,transliteration
5,𐄁 JA SU MA TU,1,0.00013559,transliteration
5,JA SU MA TU OLIV,1,0.00013559,transliteration
5,SU MA TU OLIV 1,1,0.00013559,transliteration
5,MA TU OLIV 1 U,1,0.00013559,transliteration
5,TU OLIV 1 U NA,1,0.00013559,transliteration
5,OLIV 1 U NA KA,1,0.00013559,transliteration
5,1 U NA KA NA,1,0.00013559,transliteration
5,NA KA NA SI OLE,1,0.00013559,transliteration
5,KA NA SI OLE A,1,0.00013559,transliteration
5,NA SI OLE A JA,1,0.00013559,transliteration
5,I *301 WA JA SE,1,0.00013559,transliteration
5,*301 WA JA SE KA,1,0.00013559,transliteration
5,WA JA SE KA NA,1,0.00013559,transliteration
5,JA SE KA NA SI,1,0.00013559,transliteration
5,SE KA NA SI SI,1,0.00013559,transliteration
5,KA NA SI SI RU,1,0.00013559,transliteration
5,NA SI SI RU TE,1,0.00013559,transliteration
5,SI SI RU TE mu,1,0.00013559,transliteration
5,SI RU TE mu te,1,0.00013559,transliteration
5,WA JA 𐄁 JA I,1,0.00013559,transliteration
5,JA 𐄁 JA I NWA,1,0.00013559,transliteration
5,𐄁 JA I NWA ZA,1,0.00013559,transliteration
5,JA I NWA ZA 𐄁,1,0.00013559,transliteration
5,I NWA ZA 𐄁 PA₃,1,0.00013559,transliteration
5,NWA ZA 𐄁 PA₃ NI,1,0.00013559,transliteration
5,ZA 𐄁 PA₃ NI WI,1,0.00013559,transliteration
5,MI JA 𐄁 JA WA,1,0.00013559,transliteration
5,JA 𐄁 JA WA PA₃,1,0.00013559,transliteration
5,"𐄁 JA WA PA₃ ?,nwa?",1,0.00013559,transliteration
5,"JA WA PA₃ ?,nwa? 𐝫",1,0.00013559,transliteration
5,RA KI NI SE se,1,0.00013559,transliteration
5,WA JA 𐄁 JA JA,1,0.00013559,transliteration
5,JA 𐄁 JA JA ?,1,0.00013559,transliteration
5,JA PA RA JA SE,1,0.00013559,transliteration
5,MU ≈ WA TE ≈,1,0.00013559,transliteration
5,≈ WA TE ≈ NI,1,0.00013559,transliteration
5,CAP 7 𐄍 CAP 𐝫,1,0.00013559,transliteration
5,"7 𐄍 CAP 𐝫 ?,zo?",1,0.00013559,transliteration
5,"𐄍 CAP 𐝫 ?,zo? 𐄓",1,0.00013559,transliteration
5,"CAP 𐝫 ?,zo? 𐄓 𐄌",1,0.00013559,transliteration
5,"𐝫 ?,zo? 𐄓 𐄌 𐝫",1,0.00013559,transliteration
5,𐄁 TE ME DA I,1,0.00013559,transliteration
5,TE ME DA I 𐝫,1,0.00013559,transliteration
5,10 𐄐 *801 𐝫 𐝡,1,0.00013559,transliteration
5,𐄐 *801 𐝫 𐝡 𐝫,1,0.00013559,transliteration
5,*801 𐝫 𐝡 𐝫 𐄚,1,0.00013559,transliteration
5,𐝫 𐝡 𐝫 𐄚 𐝫,1,0.00013559,transliteration
5,MA 40 PU 5 *171,1,0.00013559,transliteration
5,40 PU 5 *171 7,1,0.00013559,transliteration
5,PU 5 *171 7 ZO,1,0.00013559,transliteration
5,5 *171 7 ZO 9,1,0.00013559,transliteration
5,*171 7 ZO 9 TA,1,0.00013559,transliteration
5,7 ZO 9 TA 4,1,0.00013559,transliteration
5,QI VIN+TE 120 KA A,1,0.00013559,transliteration
5,VIN+TE 120 KA A SI,1,0.00013559,transliteration
5,120 KA A SI TE,1,0.00013559,transliteration
5,KA A SI TE 120,1,0.00013559,transliteration
5,A SI TE 120 te,1,0.00013559,transliteration
5,SI TE 120 te 𐄙,1,0.00013559,transliteration
5,TE 120 te 𐄙 𐄑,1,0.00013559,transliteration
5,*301 WA JA 𐄁 O,1,0.00013559,transliteration
5,WA JA 𐄁 O SU,1,0.00013559,transliteration
5,JA 𐄁 O SU QA,1,0.00013559,transliteration
5,𐄁 O SU QA RE,1,0.00013559,transliteration
5,O SU QA RE 𐄁,1,0.00013559,transliteration
5,SU QA RE 𐄁 JA,1,0.00013559,transliteration
5,QA RE 𐄁 JA SA,1,0.00013559,transliteration
5,RE 𐄁 JA SA SA,1,0.00013559,transliteration
5,U NA KA NA I,1,0.00013559,transliteration
5,NA KA NA I PI,1,0.00013559,transliteration
5,KA NA I PI NA,1,0.00013559,transliteration
5,NA I PI NA MA,1,0.00013559,transliteration
5,I PI NA MA SI,1,0.00013559,transliteration
5,PI NA MA SI RU,1,0.00013559,transliteration
5,NA MA SI RU TE,1,0.00013559,transliteration
5,MA SI RU TE mu,1,0.00013559,transliteration
5,SI RU TE mu 𐝫,1,0.00013559,transliteration
5,RU TE mu 𐝫 te,1,0.00013559,transliteration
5,PI MI TA TI RA₂,1,0.00013559,transliteration
5,DU MI TA TI RA₂,1,0.00013559,transliteration
5,NE MI ≈ MI NE,1,0.00013559,transliteration
5,MI ≈ MI NE 𐝫,1,0.00013559,transliteration
5,≈ MI NE 𐝫 ?,1,0.00013559,transliteration
5,MI NE 𐝫 ? pi?,1,0.00013559,transliteration
5,NE 𐝫 ? pi? 𐝫,1,0.00013559,transliteration
5,*309B *34 PU PI 500,1,0.00013559,transliteration
5,*34 PU PI 500 𐄝,1,0.00013559,transliteration
5,PU PI 500 𐄝 290,1,0.00013559,transliteration
5,PI 500 𐄝 290 𐝫,1,0.00013559,transliteration
5,500 𐄝 290 𐝫 *309B,1,0.00013559,transliteration
5,𐄝 290 𐝫 *309B KI,1,0.00013559,transliteration
5,290 𐝫 *309B KI 50,1,0.00013559,transliteration
5,𐝫 *309B KI 50 𐘸,1,0.00013559,transliteration
5,*309B KI 50 𐘸 *309,1,0.00013559,transliteration
5,KI 50 𐘸 *309 DA,1,0.00013559,transliteration
5,50 𐘸 *309 DA 10,1,0.00013559,transliteration
5,𐘸 *309 DA 10 𐘀,1,0.00013559,transliteration
5,*309 DA 10 𐘀 PA,1,0.00013559,transliteration
5,DA 10 𐘀 PA DA,1,0.00013559,transliteration
5,10 𐘀 PA DA RU,1,0.00013559,transliteration
5,𐘀 PA DA RU JU,1,0.00013559,transliteration
5,PA DA RU JU KI,1,0.00013559,transliteration
5,DA RU JU KI 100,1,0.00013559,transliteration
5,RU JU KI 100 𐙝,1,0.00013559,transliteration
5,JU KI 100 𐙝 *309,1,0.00013559,transliteration
5,KI 100 𐙝 *309 RI,1,0.00013559,transliteration
5,100 𐙝 *309 RI JU,1,0.00013559,transliteration
5,𐙝 *309 RI JU *309,1,0.00013559,transliteration
5,*309 RI JU *309 6,1,0.00013559,transliteration
5,RI JU *309 6 𐘶,1,0.00013559,transliteration
5,JU *309 6 𐘶 VIR+[?],1,0.00013559,transliteration
5,*309 6 𐘶 VIR+[?] 𐙝,1,0.00013559,transliteration
5,6 𐘶 VIR+[?] 𐙝 *309C,1,0.00013559,transliteration
5,𐘶 VIR+[?] 𐙝 *309C DA,1,0.00013559,transliteration
5,VIR+[?] 𐙝 *309C DA JU,1,0.00013559,transliteration
5,𐙝 *309C DA JU 𐙇,1,0.00013559,transliteration
5,*309C DA JU 𐙇 *309C,1,0.00013559,transliteration
5,DA JU 𐙇 *309C RU,1,0.00013559,transliteration
5,JU 𐙇 *309C RU 30,1,0.00013559,transliteration
5,𐙇 *309C RU 30 𐘀,1,0.00013559,transliteration
5,*309C RU 30 𐘀 *309,1,0.00013559,transliteration
5,RU 30 𐘀 *309 RI,1,0.00013559,transliteration
5,30 𐘀 *309 RI WA,1,0.00013559,transliteration
5,𐘀 *309 RI WA JU,1,0.00013559,transliteration
5,*309 RI WA JU 𐙟,1,0.00013559,transliteration
5,RI WA JU 𐙟 *309B,1,0.00013559,transliteration
5,WA JU 𐙟 *309B RI,1,0.00013559,transliteration
5,JU 𐙟 *309B RI JU,1,0.00013559,transliteration
5,𐙟 *309B RI JU 𐙝,1,0.00013559,transliteration
5,*309B RI JU 𐙝 *309B,1,0.00013559,transliteration
5,RI JU 𐙝 *309B 𐘮,1,0.00013559,transliteration
5,JU 𐙝 *309B 𐘮 𐝫,1,0.00013559,transliteration
5,𐙝 *309B 𐘮 𐝫 𐄙,1,0.00013559,transliteration
5,*309B 𐘮 𐝫 𐄙 𐄕,1,0.00013559,transliteration
5,𐘮 𐝫 𐄙 𐄕 𐝫,1,0.00013559,transliteration
5,𐝫 𐄙 𐄕 𐝫 ?,1,0.00013559,transliteration
5,"𐄙 𐄕 𐝫 ? ?,de?",1,0.00013559,transliteration
5,"𐄕 𐝫 ? ?,de? wa",1,0.00013559,transliteration
5,"𐝫 ? ?,de? wa 𐄚",1,0.00013559,transliteration
5,"? ?,de? wa 𐄚 𐄔",1,0.00013559,transliteration
5,"?,de? wa 𐄚 𐄔 ?",1,0.00013559,transliteration
5,wa 𐄚 𐄔 ? 𐝫,1,0.00013559,transliteration
5,𐄚 𐄔 ? 𐝫 𐝫,1,0.00013559,transliteration
5,ZA *321 OLE+KI 15 ¹⁄₄,1,0.00013559,transliteration
5,*321 OLE+KI 15 ¹⁄₄ 𐄋,1,0.00013559,transliteration
5,OLE+KI 15 ¹⁄₄ 𐄋 OLE+U,1,0.00013559,transliteration
5,15 ¹⁄₄ 𐄋 OLE+U 𐜋,1,0.00013559,transliteration
5,¹⁄₄ 𐄋 OLE+U 𐜋 NE,1,0.00013559,transliteration
5,𐄋 OLE+U 𐜋 NE KI,1,0.00013559,transliteration
5,OLE+U 𐜋 NE KI 𐘗,1,0.00013559,transliteration
5,𐜋 NE KI 𐘗 OLE+QIf,1,0.00013559,transliteration
5,NE KI 𐘗 OLE+QIf 3,1,0.00013559,transliteration
5,KI 𐘗 OLE+QIf 3 𐜌,1,0.00013559,transliteration
5,𐘗 OLE+QIf 3 𐜌 OLE+MI,1,0.00013559,transliteration
5,OLE+QIf 3 𐜌 OLE+MI 𐝆,1,0.00013559,transliteration
5,3 𐜌 OLE+MI 𐝆 7,1,0.00013559,transliteration
5,𐜌 OLE+MI 𐝆 7 ¹⁄₂,1,0.00013559,transliteration
5,OLE+MI 𐝆 7 ¹⁄₂ —,1,0.00013559,transliteration
5,𐝆 7 ¹⁄₂ — 𐄍,1,0.00013559,transliteration
5,7 ¹⁄₂ — 𐄍 A,1,0.00013559,transliteration
5,¹⁄₂ — 𐄍 A 𐄁,1,0.00013559,transliteration
5,— 𐄍 A 𐄁 OLE+KI,1,0.00013559,transliteration
5,𐄍 A 𐄁 OLE+KI 51,1,0.00013559,transliteration
5,A 𐄁 OLE+KI 51 𐝫,1,0.00013559,transliteration
5,𐄁 OLE+KI 51 𐝫 OLE+KI+U,1,0.00013559,transliteration
5,OLE+KI 51 𐝫 OLE+KI+U 2,1,0.00013559,transliteration
5,51 𐝫 OLE+KI+U 2 ¹⁄₅,1,0.00013559,transliteration
5,𐝫 OLE+KI+U 2 ¹⁄₅ 𐄔,1,0.00013559,transliteration
5,OLE+KI+U 2 ¹⁄₅ 𐄔 OLE+KI+ME,1,0.00013559,transliteration
5,2 ¹⁄₅ 𐄔 OLE+KI+ME 𐜔,1,0.00013559,transliteration
5,¹⁄₅ 𐄔 OLE+KI+ME 𐜔 OLE+QIf,1,0.00013559,transliteration
5,𐄔 OLE+KI+ME 𐜔 OLE+QIf 4,1,0.00013559,transliteration
5,OLE+KI+ME 𐜔 OLE+QIf 4 𐜕,1,0.00013559,transliteration
5,𐜔 OLE+QIf 4 𐜕 OLIV,1,0.00013559,transliteration
5,OLE+QIf 4 𐜕 OLIV 𐜌,1,0.00013559,transliteration
5,4 𐜕 OLIV 𐜌 —,1,0.00013559,transliteration
5,𐜕 OLIV 𐜌 — 𐝆,1,0.00013559,transliteration
5,OLIV 𐜌 — 𐝆 DA,1,0.00013559,transliteration
5,𐜌 — 𐝆 DA OLE+U,1,0.00013559,transliteration
5,— 𐝆 DA OLE+U 21,1,0.00013559,transliteration
5,𐝆 DA OLE+U 21 𐄊,1,0.00013559,transliteration
5,DA OLE+U 21 𐄊 OLE+MI,1,0.00013559,transliteration
5,OLE+U 21 𐄊 OLE+MI —,1,0.00013559,transliteration
5,21 𐄊 OLE+MI — A,1,0.00013559,transliteration
5,𐄊 OLE+MI — A DU,1,0.00013559,transliteration
5,OLE+MI — A DU WA,1,0.00013559,transliteration
5,— A DU WA OLE,1,0.00013559,transliteration
5,A DU WA OLE 7,1,0.00013559,transliteration
5,DU WA OLE 7 𐜗,1,0.00013559,transliteration
5,WA OLE 7 𐜗 —,1,0.00013559,transliteration
5,OLE 7 𐜗 — 𐝫,1,0.00013559,transliteration
5,7 𐜗 — 𐝫 KU,1,0.00013559,transliteration
5,𐜗 — 𐝫 KU TU,1,0.00013559,transliteration
5,— 𐝫 KU TU *361,1,0.00013559,transliteration
5,𐝫 KU TU *361 𐘬,1,0.00013559,transliteration
5,KU TU *361 𐘬 KI,1,0.00013559,transliteration
5,TU *361 𐘬 KI 5,1,0.00013559,transliteration
5,*361 𐘬 KI 5 𐝫,1,0.00013559,transliteration
5,𐘬 KI 5 𐝫 OLE+TU,1,0.00013559,transliteration
5,KI 5 𐝫 OLE+TU 1,1,0.00013559,transliteration
5,5 𐝫 OLE+TU 1 —,1,0.00013559,transliteration
5,𐝫 OLE+TU 1 — a,1,0.00013559,transliteration
5,OLE+TU 1 — a ta?,1,0.00013559,transliteration
5,1 — a ta? ja,1,0.00013559,transliteration
5,— a ta? ja [?],1,0.00013559,transliteration
5,a ta? ja [?] 𐝫,1,0.00013559,transliteration
5,ta? ja [?] 𐝫 𐝫,1,0.00013559,transliteration
5,ja [?] 𐝫 𐝫 ?,1,0.00013559,transliteration
5,[?] 𐝫 𐝫 ? 𐄋,1,0.00013559,transliteration
5,𐝫 𐝫 ? 𐄋 weigh D,1,0.00013559,transliteration
5,𐝫 ? 𐄋 weigh D 𐄇,1,0.00013559,transliteration
5,? 𐄋 weigh D 𐄇 —,1,0.00013559,transliteration
5,KI RI SI OLE+MI 6,1,0.00013559,transliteration
5,RI SI OLE+MI 6 𐝫,1,0.00013559,transliteration
5,SI OLE+MI 6 𐝫 —,1,0.00013559,transliteration
5,OLE+MI 6 𐝫 — KU,1,0.00013559,transliteration
5,6 𐝫 — KU ZU,1,0.00013559,transliteration
5,𐝫 — KU ZU OLE+KI,1,0.00013559,transliteration
5,— KU ZU OLE+KI 4,1,0.00013559,transliteration
5,KU ZU OLE+KI 4 𐄊,1,0.00013559,transliteration
5,ZU OLE+KI 4 𐄊 11,1,0.00013559,transliteration
5,OLE+KI 4 𐄊 11 𐄐,1,0.00013559,transliteration
5,4 𐄊 11 𐄐 OLE+NE,1,0.00013559,transliteration
5,𐄊 11 𐄐 OLE+NE 2,1,0.00013559,transliteration
5,11 𐄐 OLE+NE 2 —,1,0.00013559,transliteration
5,𐄐 OLE+NE 2 — 𐜍,1,0.00013559,transliteration
5,OLE+NE 2 — 𐜍 PA,1,0.00013559,transliteration
5,2 — 𐜍 PA OLE+MI,1,0.00013559,transliteration
5,— 𐜍 PA OLE+MI 220,1,0.00013559,transliteration
